valor_emprestimo,valor_financiado,valor_financiado_investidores,prazo,taxa_juros,parcela,cargo,tempo_emprego,propriedade_casa,renda_anual,status_verificacao,status_emprestimo,finalidade,titulo,estado,dti,inadimplencia_2anos,consultas_ultimos_6meses,contas_abertas,registros_publicos,saldo_renovavel,utilizacao_renovavel,total_contas,status_lista_inicial,principal_pendente,principal_pendente_investidores,pagamento_total,pagamento_total_investidores,total_principal_recebido,total_juros_recebidos,valor_ultimo_pagamento,cobrancas_12_meses_exc_med,contas_atualmente_inadimplentes,total_cobrancas,saldo_atual_total,limite_total_renovavel,score_credito
3200,3200,3200,36,15.61,111.89,21,10,1,90000.0,2,0,9,11,10,5.21,2,0,3,0,361,36.1,8,0,3058.56,3058.56,229.32,229.32,141.44,87.88,111.89,0,0,168,110060,1000,D
11975,11975,11975,60,16.99,297.55,7,5,0,115000.0,1,0,1,2,4,12.2,0,3,21,1,9893,46.2,59,1,11717.18,11717.18,572.49,572.49,257.82,314.67,297.55,0,0,0,45519,21400,D
35000,35000,35000,36,9.17,1115.77,11,10,0,166000.0,2,0,2,3,41,24.69,1,1,12,0,7402,13.7,40,1,33296.89,33296.89,2195.88,2195.88,1703.11,492.77,1115.77,0,0,0,412530,54200,B
30000,30000,30000,60,12.29,671.74,8,10,1,124000.0,2,0,2,3,29,34.27,1,0,19,0,57280,60.2,33,1,28519.49,28519.49,2645.99,2645.99,1480.51,1165.48,671.74,0,0,0,420368,95100,C
12000,12000,12000,36,6.68,368.78,19,10,0,83000.0,1,4,1,2,47,26.55,1,0,7,0,10466,98.7,21,1,9853.21,9853.21,2595.45,2595.45,2146.79,430.22,756.0,0,0,0,92353,10600,A
3500,3500,3500,36,13.99,119.61,8,6,0,47000.0,1,0,2,3,5,30.03,1,1,10,0,5227,33.5,27,0,3096.68,3096.68,592.61,592.61,403.32,189.29,119.61,0,0,0,214729,15600,C
10000,10000,10000,36,16.55,354.3,5,10,0,53000.0,1,0,4,6,9,12.57,0,3,5,0,5066,51.7,17,0,9564.25,9564.25,699.41,699.41,435.75,263.66,354.3,0,0,0,23805,9800,D
4400,4400,4400,36,6.92,135.7,14,10,0,70000.0,0,0,1,2,12,6.21,2,1,15,0,3553,18.3,32,0,3383.85,3383.85,1219.61,1219.61,1016.15,203.46,135.7,0,0,0,61207,19400,A
10000,10000,10000,36,7.89,312.86,11,0,0,50000.0,1,0,2,3,10,20.64,1,1,10,0,7139,67.3,17,1,7454.49,7454.49,3124.22,3124.22,2545.51,578.71,312.86,0,0,0,228291,10600,A
28000,28000,28000,60,18.55,719.43,13,7,1,64000.0,1,0,1,2,33,19.39,0,3,15,0,34749,50.1,21,1,25903.14,25903.14,5073.96,5073.96,2096.86,2977.1,1534.52,0,0,0,34749,69300,E
9600,9600,9600,36,7.26,297.57,8,10,0,59000.0,1,0,2,3,41,28.48,1,0,14,0,9984,46.9,33,1,8141.15,8141.15,1781.55,1781.55,1458.85,322.7,297.57,0,0,0,100525,21300,A
24000,24000,24000,60,19.99,635.72,14,8,2,96000.0,1,0,2,3,4,20.89,0,0,14,0,18152,69.5,27,1,23280.38,23280.38,1840.53,1840.53,719.62,1120.91,635.72,0,0,0,72095,26100,E
10000,10000,9900,60,20.99,270.48,0,1,1,40000.0,1,0,2,3,4,15.33,0,1,17,0,971,64.7,17,0,9807.2,9709.13,546.79,541.32,192.8,353.99,270.48,0,0,0,49154,1500,E
16200,16200,16200,60,14.65,382.43,0,2,0,43000.0,1,0,2,3,23,11.14,0,0,6,0,13192,64.4,11,1,14859.1,14859.1,2663.83,2663.83,1340.9,1322.93,382.43,0,0,0,149947,20500,C
8000,8000,8000,36,5.32,240.92,6,3,2,65000.0,1,0,2,3,5,10.08,0,1,10,0,5055,8.5,32,1,7172.71,7172.71,958.95,958.95,827.29,131.66,240.92,0,0,1051,32692,59600,A
21750,21750,21750,60,21.67,596.64,9,10,0,62079.0,1,0,2,3,9,33.52,0,0,13,0,31129,83.5,28,1,19537.38,19537.38,5940.22,5940.22,2212.62,3727.6,596.64,0,0,0,108905,37300,E
9000,9000,9000,36,6.24,274.78,22,10,2,50000.0,1,0,1,2,18,18.63,0,0,10,0,7205,54.6,15,1,8312.5,8312.5,818.1,818.1,687.5,130.6,274.78,0,0,0,20207,13200,A
15600,15600,15600,36,12.05,518.52,16,2,0,100000.0,0,0,9,11,13,22.48,0,0,8,1,721,36.0,26,1,14872.63,14872.63,1026.6,1026.6,727.37,299.23,518.52,0,0,0,290482,2000,C
35000,35000,34900,60,18.2,892.59,2,10,0,87700.0,2,0,2,3,41,22.73,0,0,8,0,42674,96.1,18,0,34271.0,34173.08,1714.4,1709.5,729.0,985.4,892.59,0,0,0,323925,44400,E
13100,13100,13100,36,20.99,493.48,15,10,1,56000.0,1,0,2,3,12,34.7,2,1,13,0,8151,85.8,23,0,9924.14,9924.14,5397.73,5397.73,3175.86,2221.87,493.48,0,0,0,83296,9500,E
15000,15000,14975,36,16.99,534.72,0,5,2,102000.0,2,0,4,6,12,0.59,0,2,6,0,130,0.3,6,0,11929.05,11909.17,4798.32,4790.32,3070.95,1727.37,534.72,0,0,0,130,39800,D
35000,35000,35000,60,17.57,880.61,3,10,2,160000.0,2,0,2,3,9,16.7,0,0,18,0,28113,87.9,40,1,31899.36,31899.36,7010.72,7010.72,3100.64,3910.08,880.61,0,0,0,232345,32000,D
30000,30000,30000,36,7.49,933.05,8,10,0,135000.0,1,0,2,3,4,8.23,1,0,23,0,44095,52.1,42,0,20736.68,20736.68,11184.12,11184.12,9263.32,1920.8,933.05,0,0,0,445039,84600,A
10000,10000,10000,36,11.99,332.1,9,3,1,45760.0,0,0,2,3,6,21.16,0,1,18,0,24024,55.5,44,1,7314.49,7314.49,3646.44,3646.44,2685.51,960.93,332.1,0,0,13744,30803,43300,B
31975,31975,31975,60,19.52,838.63,11,10,1,75000.0,2,0,2,3,32,25.16,1,0,13,2,21681,57.8,28,1,29277.09,29277.09,6639.69,6639.69,2697.91,3941.78,838.63,0,0,0,69293,37500,E
12000,12000,12000,36,7.89,375.43,2,7,2,50000.0,0,0,2,3,32,5.14,0,0,5,0,8099,51.9,9,1,9259.95,9259.95,3373.61,3373.61,2740.05,633.56,375.43,0,0,0,8099,15600,A
9600,9600,9600,36,13.18,324.3,10,4,0,90125.0,2,0,2,3,36,19.61,0,0,14,0,21317,51.6,48,1,9381.14,9381.14,310.24,310.24,218.86,91.38,324.3,0,0,0,277964,41300,C
30000,30000,30000,36,9.17,956.37,4,0,0,171880.0,1,0,2,3,3,16.45,0,1,25,0,55155,33.1,43,0,26308.41,26308.41,4766.57,4766.57,3691.59,1074.98,956.37,0,0,0,124158,166500,B
24000,24000,24000,60,13.33,550.14,8,10,2,109500.0,2,0,2,3,32,21.83,0,0,14,0,24874,90.1,37,0,21641.5,21641.5,4383.35,4383.35,2358.5,2024.85,550.14,0,0,0,112905,27600,C
30825,30825,30825,60,17.86,780.41,4,6,2,70080.0,2,0,1,2,9,16.18,1,0,8,0,24047,89.4,13,1,28113.85,28113.85,6212.69,6212.69,2711.15,3501.54,780.41,0,0,67,35804,26900,D
15000,15000,15000,60,13.99,348.95,17,10,0,100000.0,1,0,2,3,17,7.45,0,0,7,0,12197,64.9,38,1,13924.63,13924.63,2082.04,2082.04,1075.37,1006.67,348.95,0,0,0,424696,18800,C
24250,24250,24250,36,6.68,745.23,4,10,0,115000.0,2,0,2,3,0,22.26,0,0,17,0,25407,34.1,31,1,18633.96,18633.96,6689.07,6689.07,5616.04,1073.03,745.23,0,0,1179,297340,74500,A
11200,11200,11200,60,8.19,228.12,10,8,0,100000.0,0,0,1,2,40,9.86,0,0,7,0,14083,45.0,14,1,9309.94,9309.94,2724.7,2724.7,1890.06,834.64,228.12,0,0,0,383529,31300,A
10000,10000,10000,60,7.89,202.24,11,10,2,45000.0,0,0,1,2,5,10.96,0,0,4,0,4154,14.0,14,1,9863.51,9863.51,197.86,197.86,136.49,61.37,202.24,0,0,0,11396,29600,A
28275,28275,28250,60,13.99,657.77,10,8,0,59800.0,0,0,2,3,27,32.47,0,1,20,0,25056,55.9,25,1,26939.35,26915.53,2718.98,2716.58,1335.65,1383.33,657.77,0,0,0,161570,44800,C
23000,23000,23000,60,9.99,488.57,3,10,0,275000.0,2,0,2,3,9,14.65,2,0,29,0,21024,43.6,32,0,22403.34,22403.34,951.61,951.61,596.66,354.95,488.57,0,0,0,627556,48200,B
26575,26575,26575,36,18.54,967.97,15,9,2,90000.0,2,0,2,3,29,6.06,3,2,8,0,6189,47.2,23,0,19947.47,19947.47,10620.3,10620.3,6627.53,3992.77,967.97,0,0,0,6189,13100,E
5000,5000,5000,36,18.25,181.39,23,10,0,25000.0,2,0,9,11,14,22.73,3,2,9,0,8368,76.1,20,0,4568.9,4568.9,733.16,733.16,431.1,302.06,181.39,0,0,0,30699,11000,E
9500,9500,9500,36,8.18,298.49,24,0,1,34000.0,0,0,2,3,6,20.47,0,0,7,0,12020,31.3,16,0,7089.67,7089.67,2976.27,2976.27,2410.33,565.94,298.49,0,0,0,12020,38400,B
10000,10000,10000,60,13.67,230.98,19,6,0,48000.0,1,0,4,6,20,34.38,0,0,19,0,14049,75.1,45,1,9882.94,9882.94,215.79,215.79,117.06,98.73,230.98,0,0,0,165746,18700,C
25000,25000,25000,60,18.55,642.34,8,10,0,121000.0,2,0,2,3,23,22.45,0,1,19,0,30718,91.0,56,1,23404.14,23404.14,3828.28,3828.28,1595.86,2232.42,642.34,0,0,0,391878,33650,E
24000,24000,24000,60,14.65,566.56,20,9,0,65000.0,1,0,1,2,10,25.22,0,0,28,1,21998,89.8,41,1,20800.26,20800.26,6212.63,6212.63,3199.74,3012.89,566.56,0,0,0,335950,24500,C
9500,9500,9500,36,9.99,306.5,18,10,2,52157.0,1,0,2,3,28,13.41,0,0,12,0,8977,24.9,21,0,8578.93,8578.93,1220.73,1220.73,921.07,299.66,306.5,0,0,0,21091,36000,B
20000,20000,20000,60,20.99,540.96,19,2,0,60000.0,0,0,2,3,41,20.32,0,2,19,1,12966,76.3,34,1,19614.4,19614.4,1058.6,1058.6,385.6,673.0,540.96,0,0,2312,186819,17000,E
23000,23000,23000,36,9.17,733.22,14,0,2,72000.0,1,0,2,3,32,20.89,0,1,21,0,8998,18.0,48,1,21880.82,21880.82,1443.01,1443.01,1119.18,323.83,733.22,0,0,0,123940,50100,B
8000,8000,8000,36,5.93,243.13,6,3,0,51000.0,1,0,0,1,4,2.91,0,0,5,0,3842,45.7,6,1,5704.27,5704.27,2669.16,2669.16,2295.73,373.43,243.13,0,0,0,263949,8400,A
35000,35000,35000,60,12.29,783.7,4,9,0,150000.0,1,0,2,3,33,26.8,0,0,19,0,43415,60.3,51,1,31473.59,31473.59,6221.81,6221.81,3526.41,2695.4,783.7,0,0,0,407885,72000,C
18000,18000,18000,36,11.49,593.49,19,8,2,90000.0,1,0,2,3,32,13.12,0,0,14,0,17301,49.2,45,1,17578.86,17578.86,570.51,570.51,421.14,149.37,593.49,0,0,0,32077,35200,B
10000,10000,10000,36,13.33,338.54,16,2,2,55000.0,0,0,2,3,9,21.43,0,1,16,0,10777,29.4,25,0,8353.75,8353.75,2362.37,2362.37,1646.25,716.12,338.54,0,0,0,47445,36700,C
30825,30825,30825,36,6.92,950.66,20,10,0,160000.0,1,5,2,3,32,30.5,0,0,23,0,42884,60.2,38,0,23847.62,23847.62,8544.09,8544.09,6977.38,1566.71,950.66,0,0,0,265375,71200,A
28000,28000,28000,60,18.25,714.83,13,4,1,110000.0,2,0,11,0,35,15.64,0,0,5,0,42858,72.6,8,1,25561.15,25561.15,5661.86,5661.86,2438.85,3223.01,714.83,0,0,0,54245,59000,E
16000,16000,16000,60,12.69,361.52,1,0,0,65000.0,0,0,2,3,2,19.31,0,0,12,0,9584,63.9,42,1,14815.14,14815.14,2146.56,2146.56,1184.86,961.7,361.52,0,0,0,308230,15000,C
16000,16000,16000,60,18.25,408.48,5,0,0,60000.0,2,0,2,3,41,34.42,0,1,13,0,10374,36.4,20,1,15148.77,15148.77,2009.96,2009.96,851.23,1158.73,408.48,0,0,0,215291,28500,E
18975,18975,18975,36,17.57,681.91,23,3,2,69000.0,0,0,11,0,32,11.32,0,0,11,0,6377,56.9,22,0,16019.09,16019.09,4754.85,4754.85,2955.91,1798.94,681.91,0,0,0,263556,11200,D
35000,35000,35000,36,14.65,1207.3,7,8,0,171000.0,2,0,2,3,4,12.04,0,0,22,0,33918,82.1,26,0,26757.15,26757.15,12044.51,12044.51,8242.85,3801.66,1207.3,0,0,0,546560,41300,C
14400,14400,14400,36,7.89,450.52,12,10,0,85000.0,0,0,1,2,36,19.18,0,0,22,0,24608,66.2,37,1,13325.45,13325.45,1345.25,1345.25,1074.55,270.7,450.52,0,0,0,127160,37200,A
12000,12000,12000,60,10.99,260.85,19,9,0,45000.0,0,0,2,3,3,20.96,0,0,9,0,9814,39.9,39,1,11387.85,11387.85,1036.07,1036.07,612.15,423.92,260.85,0,0,0,303451,24600,B
20000,20000,20000,60,15.99,486.26,1,2,2,65000.0,1,0,1,2,17,11.32,1,1,19,0,11640,13.4,27,1,17414.97,17414.97,5331.09,5331.09,2585.03,2746.06,486.26,0,0,0,39760,86800,D
20000,20000,20000,60,10.64,431.27,14,6,0,60000.0,0,0,2,3,41,20.36,0,0,16,0,10583,41.7,39,1,19746.06,19746.06,407.63,407.63,253.94,153.69,431.27,0,0,0,199860,25400,B
14000,14000,14000,60,16.99,347.87,19,10,1,74000.0,0,0,2,3,20,21.42,0,0,19,1,15146,66.1,29,1,13850.35,13850.35,334.66,334.66,149.65,185.01,347.87,0,0,0,235760,22900,D
28000,28000,28000,60,18.55,719.43,19,10,0,100000.0,1,0,2,3,4,14.89,0,0,10,0,15278,54.2,36,1,26522.02,26522.02,3667.96,3667.96,1477.98,2189.98,719.43,0,0,622,43216,28200,E
10000,10000,10000,36,9.17,318.79,18,10,0,60000.0,2,0,2,3,9,21.73,2,0,11,1,9896,93.1,21,1,9267.31,9267.31,951.28,951.28,732.69,218.59,318.79,0,0,0,209433,11000,B
10000,10000,10000,36,18.25,362.78,8,2,2,58000.0,1,0,9,11,18,32.2,0,2,22,1,3675,13.6,49,0,9137.79,9137.79,1430.84,1430.84,862.21,568.63,362.78,0,0,0,67467,27000,E
9925,9925,9925,36,6.89,305.96,19,10,2,48750.0,0,0,1,2,22,11.24,0,1,9,0,9788,49.2,46,1,8409.55,8409.55,1858.55,1858.55,1515.45,343.1,305.96,0,0,0,22067,19900,A
28000,28000,28000,60,14.65,660.99,25,10,1,66000.0,1,0,2,3,14,26.78,0,0,14,0,51578,82.1,21,1,25682.4,25682.4,4718.08,4718.08,2317.6,2400.48,660.99,0,0,0,57860,62800,C
35000,35000,35000,60,15.99,850.95,3,5,0,116442.0,2,0,2,3,5,22.55,1,0,21,0,30323,57.2,34,0,30476.26,30476.26,9298.27,9298.27,4523.74,4774.53,850.95,0,0,196,255620,53000,D
13000,13000,13000,36,12.29,433.59,15,1,2,66000.0,1,0,2,3,9,24.24,0,0,13,0,2821,17.2,22,1,10831.13,10831.13,3017.38,3017.38,2168.87,848.51,433.59,0,0,0,110271,16400,C
8000,8000,8000,36,12.69,268.36,19,2,0,55000.0,0,0,1,2,12,16.06,0,0,23,1,12651,62.0,40,0,6274.45,6274.45,2409.6,2409.6,1725.55,684.05,268.36,0,0,0,181496,20400,C
21575,21575,21575,60,19.99,571.49,18,10,2,63500.0,2,0,8,10,42,20.21,2,5,15,0,3525,16.6,37,1,21362.91,21362.91,547.53,547.53,212.09,335.44,571.49,1,0,0,16391,21200,E
12000,12000,12000,36,8.18,377.04,9,7,2,58240.0,0,0,2,3,45,20.73,0,0,12,0,17653,48.6,12,1,10198.1,10198.1,2256.79,2256.79,1801.9,454.89,377.04,0,0,0,45541,36300,B
12000,12000,12000,36,11.53,395.89,8,9,2,39780.0,0,0,1,2,4,23.14,0,4,6,1,6085,36.0,16,1,9678.32,9678.32,3151.75,3151.75,2321.68,830.07,395.89,0,0,0,39935,16700,B
5000,5000,5000,36,11.99,166.05,15,2,0,78000.0,2,0,9,11,18,13.46,0,0,9,0,27329,98.0,31,0,3657.24,3657.24,1823.22,1823.22,1342.76,480.46,166.05,0,0,0,34398,27900,B
8900,8900,8900,36,5.32,268.03,9,10,2,40000.0,1,0,1,2,33,12.69,1,0,13,0,9267,38.5,27,1,7979.61,7979.61,1069.49,1069.49,920.39,149.1,268.03,0,0,0,11807,24100,A
35000,35000,35000,60,20.99,946.68,22,10,0,110000.0,2,0,1,2,4,13.57,1,0,5,0,20676,64.2,26,1,34665.53,34665.53,1109.93,1109.93,334.47,775.46,1191.56,0,0,0,450588,32200,E
10400,10400,10400,60,14.65,245.51,8,10,0,58000.0,0,0,4,6,10,13.03,0,0,11,1,6191,26.5,17,1,9792.63,9792.63,1210.62,1210.62,607.37,603.25,245.51,1,0,98,18396,23400,C
12800,12800,12800,60,18.55,328.88,21,10,0,96000.0,2,0,4,6,41,17.84,0,1,19,0,17470,69.9,47,1,11839.26,11839.26,2275.78,2275.78,960.74,1315.04,328.88,0,0,0,256236,25000,E
22850,22850,22825,60,18.49,586.35,21,3,2,55000.0,1,0,2,3,10,36.48,0,1,11,0,11497,56.1,21,1,22377.85,22353.37,1125.76,1124.53,472.15,653.61,586.35,0,0,0,94107,20500,E
35000,35000,34900,60,18.2,892.59,19,10,2,95000.0,1,0,2,3,32,36.34,1,2,42,0,26396,53.4,80,0,34271.0,34173.09,1643.62,1638.92,729.0,914.62,892.59,0,0,0,161377,49400,E
30000,30000,30000,60,9.99,637.27,11,6,0,75000.0,0,0,2,3,4,14.02,0,1,11,0,7995,9.0,21,1,26808.0,26808.0,5149.18,5149.18,3192.0,1957.18,637.27,0,0,0,215131,89000,B
15000,15000,15000,36,16.99,534.72,8,6,2,84800.0,0,0,6,8,32,15.71,0,0,4,0,1118,11.9,7,1,13682.98,13682.98,2124.72,2124.72,1317.02,807.7,534.72,0,0,0,36965,9400,D
20000,20000,20000,36,7.89,625.72,15,3,0,51000.0,2,0,2,3,32,15.51,0,0,14,0,31778,48.2,25,1,16471.47,16471.47,4371.27,4371.27,3528.53,842.74,625.72,0,0,0,114986,65900,A
14000,14000,14000,60,19.99,370.84,13,10,1,100000.0,2,0,2,3,3,33.43,0,3,20,0,83257,90.0,32,0,12987.13,12987.13,2564.78,2564.78,1012.87,1551.91,370.84,0,0,0,115778,92950,E
21000,21000,21000,36,12.29,700.42,16,10,1,70000.0,1,0,4,6,32,26.69,0,0,14,0,11429,46.1,19,1,18523.06,18523.06,3473.42,3473.42,2476.94,996.48,700.42,0,0,0,37198,24800,C
14750,14750,14750,36,11.49,486.33,25,10,0,85000.0,0,0,2,3,18,29.1,1,0,18,0,31179,44.1,36,0,14056.5,14056.5,963.24,963.24,693.5,269.74,486.33,0,0,0,422345,70700,B
11225,11225,11225,60,20.49,300.47,22,6,2,40000.0,2,0,2,3,29,24.42,0,1,11,0,1524,9.4,18,0,10176.16,10176.16,2691.45,2691.45,1048.84,1642.61,300.47,0,0,887,26012,16200,E
35000,35000,35000,36,10.99,1145.69,3,6,0,102000.0,2,0,1,2,34,38.0,0,0,14,0,28786,35.3,31,0,32501.81,32501.81,3394.33,3394.33,2498.19,896.14,1145.69,0,0,0,364517,81500,B
3200,3200,3200,36,12.29,106.73,8,10,2,40000.0,1,0,1,2,32,5.7,0,0,12,0,3113,20.0,13,1,2425.41,2425.41,1071.67,1071.67,774.59,297.08,106.73,0,0,0,3113,15600,C
34825,34825,34825,60,19.99,922.46,23,10,0,79200.0,1,0,2,3,35,33.74,0,1,10,0,50150,70.8,20,1,32305.53,32305.53,6418.54,6418.54,2519.47,3899.07,922.46,0,0,0,99667,70800,E
7250,7250,7250,36,14.65,250.09,16,5,0,230000.0,0,0,12,12,32,2.93,3,1,8,0,3791,46.8,19,1,6076.66,6076.66,1744.73,1744.73,1173.34,571.39,250.09,0,0,0,598489,8100,C
22800,22800,22800,36,16.55,807.79,19,10,2,57000.0,1,0,2,3,33,23.2,0,0,14,0,5242,43.7,35,0,18106.95,18106.95,7249.15,7249.15,4693.05,2556.1,807.79,0,0,12431,46396,12000,D
2500,2500,2500,36,10.99,81.84,19,5,1,34000.0,1,0,2,3,33,25.66,0,0,19,2,4511,72.8,27,0,2199.83,2199.83,407.67,407.67,300.17,107.5,81.84,0,0,54,53863,6200,B
20400,20400,20400,60,8.18,415.4,19,10,0,66700.0,1,0,1,2,21,29.55,0,0,21,0,34570,80.0,49,0,18135.81,18135.81,3304.66,3304.66,2264.19,1040.47,415.4,0,0,0,227849,43200,B
9000,9000,9000,36,15.61,314.69,18,2,0,32000.0,2,0,1,2,31,28.17,0,0,16,1,15485,64.3,29,0,6679.19,6679.19,3453.79,3453.79,2320.81,1132.98,314.69,0,0,0,36785,24100,D
16000,16000,16000,36,7.26,495.94,5,2,2,53000.0,0,0,2,3,13,28.31,0,1,8,0,4567,34.1,29,1,13154.79,13154.79,3465.13,3465.13,2845.21,619.92,495.94,0,0,0,68375,13400,A
12375,12375,12375,60,13.33,283.67,13,4,0,55000.0,2,0,2,3,18,15.12,1,1,6,2,2369,50.0,10,1,11931.5,11931.5,832.68,832.68,443.5,389.18,283.67,0,0,0,249559,4700,C
3000,3000,3000,36,11.44,98.85,24,3,0,43000.0,0,0,1,2,36,25.95,0,0,6,0,328,2.5,14,0,2111.36,2111.36,1184.29,1184.29,888.64,295.65,98.85,0,0,0,173282,13000,B
14400,14400,14400,36,8.18,452.45,19,1,1,42000.0,0,0,1,2,41,34.9,0,1,12,0,22819,46.2,18,1,13689.01,13689.01,901.63,901.63,710.99,190.64,452.45,0,0,0,86311,49400,B
5375,5375,5375,36,12.05,178.66,16,10,0,104000.0,2,0,2,3,13,9.05,1,0,12,1,6208,52.0,19,1,5124.38,5124.38,351.92,351.92,250.62,101.3,178.66,1,0,1757,130147,12050,C
16500,16500,16500,36,15.61,576.92,4,10,0,114046.0,2,0,2,3,43,13.0,0,1,25,0,19284,41.8,42,1,13466.3,13466.3,4601.05,4601.05,3033.7,1567.35,576.92,0,0,1035,363784,46100,D
25425,25425,25400,60,14.65,600.2,15,8,0,63000.0,0,0,1,2,20,33.2,0,0,15,0,26893,85.6,37,0,24544.93,24520.8,1779.91,1778.16,880.07,899.84,600.2,0,0,0,200868,31400,C
20000,20000,20000,60,13.33,458.45,13,10,0,119251.0,0,0,2,3,36,10.34,0,0,11,0,30661,89.1,22,0,19283.25,19283.25,1345.73,1345.73,716.75,628.98,458.45,0,0,0,285429,34400,C
35000,35000,35000,60,19.19,911.59,13,10,0,119000.0,2,0,2,3,43,23.89,0,0,16,0,11061,38.3,22,1,33558.35,33558.35,3571.73,3571.73,1441.65,2130.08,911.59,0,0,0,86143,28900,E
16000,16000,16000,36,8.18,502.72,11,10,1,32000.0,0,0,4,6,41,23.86,0,1,6,0,9960,81.6,19,1,12774.6,12774.6,4014.49,4014.49,3225.4,789.09,502.72,0,0,0,26013,12200,B
8600,8600,8600,36,18.25,312.0,8,10,0,52000.0,2,0,2,3,41,14.26,1,0,10,0,3667,43.1,18,1,8048.07,8048.07,918.56,918.56,551.93,366.63,312.0,0,0,1775,86110,8500,E
7700,7700,7700,36,16.55,272.81,22,6,0,42000.0,1,0,1,2,10,24.71,1,0,8,0,16978,66.3,34,0,6484.32,6484.32,1902.59,1902.59,1215.68,686.91,272.81,0,0,0,159607,25600,D
20000,20000,20000,60,10.99,434.75,13,10,0,76000.0,1,0,2,3,22,14.23,1,0,10,0,16075,79.6,25,1,17651.01,17651.01,3900.54,3900.54,2348.99,1551.55,434.75,0,0,0,371277,20200,B
10000,10000,10000,36,15.41,348.67,6,10,2,70000.0,2,0,2,3,3,13.2,0,1,9,0,10089,55.4,35,1,9779.75,9779.75,331.55,331.55,220.25,111.3,348.67,0,0,446,36750,18200,D
13200,13200,13200,60,18.99,342.35,11,8,1,50000.0,0,0,4,6,45,30.48,0,0,8,0,2200,19.3,16,1,13066.54,13066.54,314.5,314.5,133.46,181.04,342.35,0,0,0,76967,11400,E
32950,32950,32950,36,10.64,1073.14,5,10,0,100000.0,2,0,1,2,29,21.19,0,0,8,0,122,2.3,14,1,32169.02,32169.02,1053.66,1053.66,780.98,272.68,1073.14,0,0,122,317494,5200,B
24000,24000,24000,60,14.65,566.56,6,10,0,140000.0,2,0,2,3,18,24.15,0,0,21,0,59846,82.9,48,1,21414.24,21414.24,5079.51,5079.51,2585.76,2493.75,566.56,0,0,0,514129,72200,C
35000,35000,34850,60,18.2,892.59,23,10,0,60000.0,1,0,2,3,4,21.26,1,2,13,0,20231,33.6,26,0,34638.24,34489.79,857.2,853.53,361.76,495.44,892.59,0,0,0,28968,60200,E
20000,20000,20000,60,18.25,510.6,1,5,2,55000.0,2,0,2,3,14,34.02,4,1,20,0,10788,61.6,28,1,18257.9,18257.9,4064.52,4064.52,1742.1,2322.42,510.6,0,0,0,58280,17500,E
15000,15000,15000,60,18.2,382.54,16,5,2,40000.0,1,0,2,3,29,18.49,0,0,16,0,18135,50.8,24,1,14844.96,14844.96,352.21,352.21,155.04,197.17,382.54,0,0,0,31986,35700,E
10000,10000,10000,36,6.24,305.31,3,8,0,140000.0,1,0,2,3,4,25.3,0,0,22,0,46598,67.6,36,1,8978.83,8978.83,1212.57,1212.57,1021.17,191.4,305.31,0,0,0,701916,68900,A
8000,8000,8000,36,14.65,275.96,19,4,1,28000.0,1,0,1,2,2,32.29,0,0,8,0,15855,66.6,8,0,6314.73,6314.73,2477.13,2477.13,1685.27,791.86,275.96,0,0,0,20460,23800,C
5000,5000,5000,36,8.18,157.1,8,3,0,50000.0,0,0,1,2,4,13.01,2,0,10,0,6511,44.6,33,1,4628.43,4628.43,465.62,465.62,371.57,94.05,157.1,0,0,9597,35749,14600,B
8000,8000,8000,36,16.55,283.44,8,10,2,45000.0,2,0,0,1,7,11.9,0,1,13,0,7865,39.3,19,0,6924.88,6924.88,1693.28,1693.28,1075.12,618.16,283.44,0,0,0,8568,20000,D
5000,5000,5000,36,7.89,156.43,19,10,0,110000.0,0,0,7,9,10,10.68,1,0,13,0,14698,53.8,19,0,3595.32,3595.32,1718.54,1718.54,1404.68,313.86,156.43,0,0,0,113018,27300,A
15000,15000,15000,36,12.29,500.3,19,2,2,50000.0,2,0,1,2,32,36.68,0,2,22,1,10682,38.0,28,0,13230.75,13230.75,2481.02,2481.02,1769.25,711.77,500.3,0,0,103,28222,28000,C
3200,3200,3200,36,12.29,106.73,19,10,0,65000.0,0,0,2,3,13,25.65,1,0,10,3,12774,74.3,21,0,2666.12,2666.12,742.74,742.74,533.88,208.86,106.73,0,0,0,178132,17200,C
18000,18000,18000,60,13.33,412.61,8,2,2,50000.0,2,4,1,2,29,16.37,0,3,7,0,29321,42.0,16,1,17354.91,17354.91,1224.5,1224.5,645.09,579.41,412.61,0,0,0,29321,69800,C
28000,28000,28000,36,6.89,863.16,7,10,0,156000.0,2,0,2,3,29,22.6,0,0,15,0,63934,48.1,33,1,25166.14,25166.14,3441.92,3441.92,2833.86,608.06,863.16,0,0,0,435266,116400,A
15200,15200,15200,36,13.33,514.57,18,10,2,38000.0,1,0,2,3,17,18.64,0,2,8,0,8656,77.3,13,1,12697.78,12697.78,3590.73,3590.73,2502.22,1088.51,514.57,0,0,84,14692,11200,C
20000,20000,20000,36,6.24,610.62,12,7,2,120000.0,1,0,2,3,45,18.57,0,1,15,0,1653,2.0,34,1,17440.42,17440.42,3046.17,3046.17,2559.58,486.59,610.62,0,0,0,174432,80900,A
30000,30000,29975,60,18.55,770.81,19,1,2,80000.0,2,0,2,3,4,26.02,0,0,16,0,9952,72.1,22,0,29064.51,29040.29,2034.18,2032.48,935.49,1098.69,770.81,0,0,0,72184,13800,E
