marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento,valor
apple,2019,10,17,16,não,0,2,578,FULLHD,AMOLED,não,0,500,premium,25241
apple,2016,10,20,8,não,0,2,482,4K,OLED,não,0,250,premium,20812
hp,2022,12,14,6,não,0,3,589,FULLHD,IPS,não,0,250,ultraportatil,20772
hp,2016,6,6,8,sim,2,3,109,FULLHD,OLED,não,0,250,jogos_entrada,8451
positivo,2015,4,4,32,não,0,3,128,HD,TN,não,1000,0,entrada,6110
acer,2020,10,18,8,não,0,2,442,FULLHD,IPS,sim,0,250,2em1,13783
lenovo,2019,12,15,12,sim,4,4,72,FULLHD,TN,não,0,500,jogos_entrada,7113
positivo,2018,10,10,64,não,0,1,250,HD,TN,não,500,0,entrada,8507
huawei,2020,6,10,8,não,0,3,479,FULLHD,OLED,não,0,1000,premium,22122
positivo,2020,10,16,2,não,0,3,88,HD,TN,não,500,0,entrada,5140
asus,2016,10,20,4,não,0,1,240,HD,VA,não,2000,0,intermediario,9121
lenovo,2010,2,2,2,não,0,2,173,HD,IPS,não,2000,0,entrada,5632
xiaomi,2013,12,12,8,não,0,3,523,QUADHD,AMOLED,não,250,250,premium,23285
razer,2012,10,20,8,não,0,3,543,QUADHD,OLED,não,0,500,premium,25647
acer,2011,6,10,8,não,0,2,528,FULLHD,OLED,não,2000,2000,ultraportatil,20356
asus,2015,10,20,2,não,0,3,310,HD,OLED,não,500,0,intermediario,10735
hp,2013,6,9,8,não,0,2,582,FULLHD,VA,não,0,250,ultraportatil,19994
asus,2012,4,5,16,não,0,3,541,FULLHD,TN,não,500,500,ultraportatil,15818
xiaomi,2022,8,11,16,não,0,2,542,4K,OLED,não,0,250,premium,24218
apple,2015,4,6,16,não,0,3,515,QUADHD,AMOLED,não,0,500,premium,20287
positivo,2019,10,12,8,não,0,1,158,HD,IPS,não,1000,0,entrada,6206
acer,2010,12,16,12,sim,4,4,177,4K,IPS,não,1000,2000,jogos_intermediarios,13673
samsung,2021,12,18,6,não,0,1,557,HD,TN,não,250,0,entrada,11497
acer,2018,4,5,6,não,0,3,503,FULLHD,TN,não,0,2000,ultraportatil,14601
acer,2010,2,3,12,não,0,1,142,HD,VA,não,2000,0,intermediario,7424
huawei,2020,12,21,8,não,0,2,540,4K,OLED,não,0,1000,premium,21469
huawei,2019,8,8,16,não,0,2,560,QUADHD,OLED,não,0,250,premium,15780
dell,2020,6,8,12,sim,2,4,82,FULLHD,IPS,não,0,2000,jogos_entrada,8997
acer,2015,12,14,32,sim,6,2,61,FULLHD,AMOLED,não,0,2000,jogos_premium,18514
razer,2019,4,5,8,não,0,2,410,FULLHD,OLED,não,0,250,premium,21223
xiaomi,2013,4,4,16,não,0,2,509,FULLHD,OLED,não,1000,250,premium,23028
lenovo,2020,12,22,32,não,0,2,570,FULLHD,OLED,não,0,1000,ultraportatil,18984
hp,2017,10,13,16,sim,6,2,166,4K,OLED,não,0,500,jogos_intermediarios,12059
acer,2012,4,6,16,não,0,2,414,QUADHD,OLED,não,250,250,premium,15632
xiaomi,2012,12,15,8,não,0,3,465,4K,AMOLED,não,500,250,premium,24560
positivo,2016,8,11,12,não,0,3,185,HD,TN,não,1000,0,entrada,5658
apple,2015,12,20,16,não,0,2,416,4K,AMOLED,não,0,500,premium,21929
xiaomi,2019,12,19,16,não,0,2,451,4K,OLED,não,0,250,premium,21385
razer,2021,10,17,16,não,0,2,534,QUADHD,OLED,não,0,2000,premium,26237
razer,2016,6,6,16,sim,6,1,80,4K,AMOLED,não,0,500,jogos_premium,19232
razer,2014,8,9,32,sim,6,2,64,FULLHD,AMOLED,não,2000,1000,jogos_premium,17061
acer,2020,6,12,8,não,0,1,249,HD,IPS,não,2000,0,intermediario,9378
hp,2022,6,8,12,sim,2,4,168,FULLHD,VA,não,0,250,jogos_entrada,8610
hp,2018,12,19,16,sim,6,3,50,FULLHD,OLED,não,0,1000,jogos_intermediarios,10553
hp,2016,8,11,12,sim,4,4,178,FULLHD,TN,não,0,500,jogos_entrada,8252
apple,2019,4,4,16,não,0,2,460,QUADHD,AMOLED,não,0,500,premium,22952
acer,2019,12,24,2,não,0,3,163,FULLHD,IPS,sim,0,2000,2em1,13673
huawei,2013,10,12,8,não,0,3,580,QUADHD,OLED,não,0,500,premium,24336
apple,2018,12,24,16,não,0,3,529,QUADHD,AMOLED,não,0,250,premium,25627
xiaomi,2021,6,6,8,não,0,3,518,QUADHD,OLED,não,0,500,premium,15596
apple,2014,6,7,8,não,0,2,426,4K,AMOLED,não,2000,250,premium,15788
xiaomi,2013,6,8,8,não,0,2,528,QUADHD,OLED,não,250,250,premium,18981
hp,2012,4,8,6,não,0,2,581,FULLHD,IPS,não,1000,500,ultraportatil,17598
xiaomi,2018,4,7,16,não,0,3,478,FULLHD,OLED,não,0,1000,premium,18072
lenovo,2017,6,6,12,não,0,3,387,HD,TN,não,250,0,entrada,8569
xiaomi,2016,12,14,8,não,0,3,480,FULLHD,AMOLED,não,0,1000,premium,17680
dell,2018,8,13,8,não,0,2,556,FULLHD,IPS,sim,0,2000,premium,17440
apple,2010,12,22,8,não,0,2,492,4K,AMOLED,não,1000,250,premium,25327
asus,2020,8,13,4,não,0,3,159,HD,IPS,não,250,0,entrada,5261
hp,2012,6,11,12,sim,6,2,73,FULLHD,OLED,não,2000,125,jogos_intermediarios,9656
xiaomi,2012,12,18,8,não,0,2,464,FULLHD,OLED,não,250,250,premium,15104
apple,2016,8,8,16,não,0,3,406,QUADHD,AMOLED,não,0,250,premium,18454
acer,2018,4,6,12,não,0,3,88,HD,VA,não,0,250,intermediario,6895
samsung,2016,4,7,12,não,0,1,94,HD,IPS,não,500,0,intermediario,6679
xiaomi,2015,8,9,16,não,0,3,568,FULLHD,AMOLED,não,0,1000,premium,19742
positivo,2023,10,19,32,não,0,4,258,HD,IPS,não,500,2000,entrada,9180
dell,2011,2,2,8,não,0,2,597,HD,OLED,não,2000,0,intermediario,15098
acer,2016,12,14,8,não,0,2,561,QUADHD,OLED,não,0,2000,premium,27022
dell,2013,6,12,32,sim,6,2,92,FULLHD,AMOLED,não,500,1000,jogos_premium,18974
samsung,2018,6,11,12,não,0,2,298,FULLHD,IPS,sim,0,2000,2em1,14832
razer,2016,6,7,16,sim,6,4,199,QUADHD,AMOLED,não,0,500,jogos_premium,14361
huawei,2017,8,15,16,não,0,2,439,FULLHD,AMOLED,não,0,250,premium,21216
positivo,2018,4,5,32,não,0,1,73,HD,IPS,não,0,2000,entrada,5824
lenovo,2017,8,8,8,não,0,3,117,FULLHD,IPS,sim,0,2000,2em1,11612
apple,2021,4,5,8,não,0,2,461,QUADHD,OLED,não,0,250,premium,17907
samsung,2019,8,9,16,sim,6,4,130,4K,IPS,não,0,500,jogos_intermediarios,11809
lenovo,2017,10,13,16,sim,6,3,136,4K,AMOLED,não,0,250,jogos_premium,21091
acer,2022,12,19,12,não,0,3,517,HD,IPS,não,1000,125,entrada,11590
samsung,2013,4,5,8,não,0,3,489,4K,OLED,não,1000,250,premium,15660
asus,2021,8,8,4,não,0,3,323,HD,TN,não,500,0,entrada,8457
hp,2010,4,5,16,sim,6,3,118,QUADHD,TN,não,250,500,jogos_intermediarios,10984
apple,2010,4,7,16,não,0,3,404,FULLHD,AMOLED,não,0,2000,premium,15375
positivo,2019,6,9,8,não,0,4,168,HD,TN,não,0,250,entrada,5123
dell,2013,6,7,4,não,0,1,351,HD,TN,não,500,0,entrada,8188
positivo,2011,4,8,4,não,0,2,76,HD,IPS,não,2000,0,entrada,4749
samsung,2022,12,18,12,não,0,3,597,FULLHD,VA,não,0,1000,ultraportatil,19530
dell,2019,8,10,2,não,0,3,35,HD,VA,não,2000,0,intermediario,6654
asus,2017,8,8,16,não,0,3,430,FULLHD,AMOLED,sim,0,2000,premium,17422
samsung,2023,8,10,8,não,0,2,537,FULLHD,IPS,sim,0,1000,premium,25141
apple,2022,8,13,8,não,0,2,411,4K,AMOLED,não,0,2000,premium,22724
xiaomi,2017,8,12,16,não,0,2,596,QUADHD,OLED,não,0,2000,premium,24486
asus,2013,2,3,6,não,0,2,572,FULLHD,TN,não,250,2000,ultraportatil,16312
samsung,2014,10,18,6,não,0,1,190,HD,TN,não,1000,0,entrada,6770
samsung,2018,4,5,12,não,0,2,558,HD,TN,não,500,0,entrada,10658
xiaomi,2017,10,19,8,não,0,2,492,FULLHD,AMOLED,não,0,1000,premium,23985
lenovo,2022,8,9,4,não,0,1,77,HD,IPS,não,0,250,intermediario,6996
hp,2017,8,8,12,sim,6,1,117,4K,VA,não,0,500,jogos_intermediarios,11572
asus,2018,4,4,16,não,0,3,517,FULLHD,OLED,não,0,250,ultraportatil,18974
razer,2018,8,11,16,sim,6,2,84,4K,AMOLED,não,0,250,jogos_premium,12668
acer,2017,4,7,16,não,0,2,439,4K,AMOLED,não,0,250,premium,22908
lenovo,2010,6,6,8,não,0,2,593,QUADHD,OLED,não,250,250,premium,26212
dell,2014,6,7,8,não,0,3,551,HD,VA,não,2000,0,intermediario,14398
xiaomi,2016,6,7,8,não,0,2,508,FULLHD,OLED,não,0,500,premium,24061
lenovo,2011,6,10,8,não,0,2,523,HD,IPS,não,250,0,intermediario,12137
huawei,2012,12,20,8,não,0,3,465,QUADHD,AMOLED,não,2000,250,premium,19752
huawei,2019,6,11,16,não,0,3,559,FULLHD,OLED,não,0,500,premium,19874
positivo,2021,4,6,2,não,0,3,163,HD,IPS,não,250,0,entrada,4896
dell,2016,8,14,8,não,0,2,439,4K,AMOLED,não,0,250,premium,18175
samsung,2013,6,10,12,não,0,3,348,FULLHD,AMOLED,sim,500,250,2em1,11728
hp,2010,4,8,16,não,0,2,584,FULLHD,IPS,não,0,2000,ultraportatil,16985
samsung,2023,4,6,8,não,0,2,511,FULLHD,IPS,sim,0,1000,premium,24096
asus,2010,4,8,12,não,0,1,530,HD,VA,não,500,0,intermediario,13748
samsung,2023,6,12,6,não,0,4,436,HD,IPS,não,0,1000,intermediario,12404
positivo,2013,2,4,4,não,0,2,72,HD,TN,não,250,0,entrada,3718
dell,2019,4,6,16,não,0,4,372,HD,TN,não,250,0,intermediario,9934
apple,2015,6,8,8,não,0,3,526,QUADHD,OLED,não,0,250,premium,22812
samsung,2015,8,12,16,não,0,3,495,QUADHD,IPS,sim,0,1000,premium,23069
positivo,2019,10,14,4,não,0,3,164,HD,IPS,não,500,0,entrada,6323
positivo,2020,10,11,12,não,0,3,207,HD,IPS,não,250,0,entrada,7133
huawei,2010,10,16,16,não,0,2,537,QUADHD,AMOLED,não,2000,250,premium,24920
samsung,2019,10,11,12,sim,4,4,138,4K,TN,não,0,2000,jogos_intermediarios,11593
hp,2017,4,4,8,sim,4,1,69,FULLHD,IPS,não,0,2000,jogos_entrada,7808
hp,2015,6,11,16,sim,6,1,120,FULLHD,VA,não,0,2000,jogos_intermediarios,12277
samsung,2011,6,11,16,sim,4,1,60,FULLHD,VA,não,0,500,jogos_intermediarios,9790
xiaomi,2013,8,16,8,não,0,2,419,FULLHD,AMOLED,não,250,250,premium,16559
positivo,2021,12,14,32,não,0,3,274,HD,TN,não,250,0,entrada,8567
apple,2014,12,12,8,não,0,2,579,4K,AMOLED,não,0,250,premium,26850
hp,2020,10,15,16,sim,6,4,106,QUADHD,OLED,não,0,500,jogos_intermediarios,10414
dell,2022,8,16,16,sim,12,4,112,QUADHD,AMOLED,não,0,2000,jogos_premium,14232
xiaomi,2015,8,8,16,não,0,2,484,QUADHD,AMOLED,não,0,250,premium,24793
razer,2012,8,14,32,sim,6,1,87,FULLHD,AMOLED,não,1000,125,jogos_premium,17883
asus,2014,10,13,16,não,0,3,504,FULLHD,VA,não,500,2000,ultraportatil,18872
hp,2019,8,14,16,sim,4,4,97,QUADHD,TN,não,0,500,jogos_intermediarios,10261
apple,2021,8,13,16,não,0,2,438,QUADHD,OLED,não,0,1000,premium,23140
razer,2018,12,22,32,sim,6,4,156,4K,AMOLED,não,0,250,jogos_premium,18320
asus,2016,6,8,12,não,0,4,490,HD,VA,não,500,0,intermediario,12474
positivo,2017,10,12,12,não,0,2,47,HD,TN,não,0,500,entrada,3972
hp,2023,8,10,12,sim,6,4,38,QUADHD,TN,não,0,2000,jogos_intermediarios,9944
huawei,2020,6,7,16,não,0,3,547,QUADHD,OLED,não,0,500,premium,17927
huawei,2019,12,24,16,não,0,3,550,4K,AMOLED,não,0,2000,premium,26601
apple,2020,8,11,8,não,0,2,427,FULLHD,AMOLED,não,0,500,premium,20851
hp,2011,4,7,12,sim,2,1,121,FULLHD,TN,não,2000,500,jogos_entrada,8103
huawei,2017,4,8,8,não,0,3,599,QUADHD,OLED,não,0,1000,premium,24236
hp,2023,4,7,16,não,0,2,575,FULLHD,VA,não,0,250,ultraportatil,18855
razer,2021,10,16,32,sim,6,4,78,FULLHD,OLED,não,0,2000,jogos_premium,19595
razer,2012,4,8,32,sim,6,4,192,QUADHD,OLED,não,1000,2000,jogos_premium,19414
acer,2011,12,20,12,sim,4,1,180,QUADHD,TN,não,250,500,jogos_intermediarios,12496
samsung,2011,8,12,32,sim,6,2,186,4K,AMOLED,não,1000,2000,jogos_premium,17314
razer,2016,4,8,16,não,0,2,477,4K,OLED,não,0,2000,premium,23132
lenovo,2017,10,18,12,sim,4,2,134,FULLHD,TN,não,0,250,jogos_entrada,7994
hp,2011,2,3,8,não,0,3,545,FULLHD,TN,não,2000,125,ultraportatil,16267
apple,2018,12,20,8,não,0,3,517,FULLHD,AMOLED,não,0,2000,premium,17622
huawei,2011,6,8,16,não,0,2,411,QUADHD,OLED,não,0,2000,premium,23710
asus,2016,6,7,8,não,0,2,562,4K,IPS,sim,0,1000,premium,25311
xiaomi,2022,10,16,8,não,0,2,599,FULLHD,AMOLED,não,0,1000,premium,20926
huawei,2016,6,9,16,não,0,2,401,FULLHD,AMOLED,não,0,2000,premium,22581
positivo,2010,2,3,8,não,0,3,270,HD,IPS,não,250,0,entrada,6160
lenovo,2016,8,16,32,sim,6,4,157,QUADHD,OLED,não,0,2000,jogos_premium,18936
lenovo,2010,6,7,16,não,0,3,585,FULLHD,IPS,sim,250,250,2em1,14832
razer,2019,12,23,16,sim,6,4,85,FULLHD,OLED,não,0,2000,jogos_premium,17488
razer,2013,10,12,16,não,0,2,597,4K,OLED,não,500,250,premium,23532
asus,2014,4,6,8,não,0,2,405,4K,OLED,não,0,1000,premium,23567
asus,2016,4,4,32,não,0,2,284,HD,TN,não,250,0,entrada,7330
dell,2017,8,8,8,não,0,3,576,4K,IPS,sim,0,1000,premium,19054
hp,2017,10,12,12,sim,4,3,160,FULLHD,IPS,não,0,500,jogos_entrada,8971
razer,2011,4,7,8,não,0,2,457,FULLHD,OLED,não,0,250,premium,16830
xiaomi,2010,12,14,8,não,0,2,569,FULLHD,OLED,não,500,250,premium,25257
razer,2019,12,20,16,não,0,2,483,FULLHD,OLED,não,0,2000,premium,23431
acer,2010,4,7,12,sim,2,1,200,FULLHD,VA,não,0,250,jogos_entrada,9314
apple,2017,6,6,16,não,0,2,438,FULLHD,OLED,não,0,1000,premium,16234
apple,2015,12,14,16,não,0,3,580,QUADHD,OLED,não,0,2000,premium,24785
asus,2016,8,16,16,não,0,3,424,QUADHD,OLED,não,0,250,premium,24250
lenovo,2018,12,21,12,sim,6,4,36,FULLHD,IPS,não,0,2000,jogos_intermediarios,9743
acer,2023,10,12,16,sim,6,4,107,4K,IPS,não,0,2000,jogos_intermediarios,12269
dell,2022,12,23,12,sim,2,4,102,FULLHD,TN,não,0,2000,jogos_entrada,9369
lenovo,2010,4,5,16,sim,6,1,198,QUADHD,AMOLED,não,250,250,jogos_premium,13759
acer,2014,8,13,12,sim,6,3,69,4K,VA,não,0,2000,jogos_intermediarios,10470
samsung,2018,12,20,16,sim,6,1,184,FULLHD,VA,não,0,500,jogos_intermediarios,12035
razer,2012,6,6,16,sim,6,1,35,QUADHD,AMOLED,não,1000,2000,jogos_premium,15657
dell,2022,10,16,64,não,0,3,523,FULLHD,OLED,não,0,500,ultraportatil,17181
dell,2011,4,8,16,não,0,3,113,HD,IPS,não,1000,0,entrada,5766
dell,2019,10,11,16,sim,6,4,77,FULLHD,OLED,não,0,250,jogos_premium,17945
acer,2012,8,12,32,sim,6,2,166,FULLHD,OLED,não,0,1000,jogos_premium,23008
positivo,2011,4,4,6,não,0,3,259,HD,TN,não,500,0,entrada,6835
asus,2019,6,12,2,não,0,2,528,FULLHD,IPS,não,0,250,ultraportatil,16836
asus,2018,4,7,16,não,0,3,506,FULLHD,TN,não,0,1000,ultraportatil,17679
xiaomi,2017,10,19,8,não,0,2,462,4K,AMOLED,não,0,2000,premium,16252
samsung,2017,8,16,8,não,0,3,491,QUADHD,AMOLED,não,0,1000,premium,19437
samsung,2010,2,2,6,não,0,3,569,FULLHD,TN,não,250,2000,ultraportatil,20152
samsung,2015,4,5,8,não,0,2,424,4K,AMOLED,não,0,500,premium,17490
lenovo,2016,10,17,8,não,0,2,77,HD,IPS,não,1000,0,entrada,5450
hp,2012,10,15,16,sim,6,3,154,FULLHD,OLED,não,0,250,jogos_intermediarios,11779
acer,2020,4,8,8,não,0,3,510,FULLHD,OLED,não,0,250,premium,19633
acer,2010,4,8,8,não,0,2,592,FULLHD,AMOLED,não,500,250,premium,17304
xiaomi,2017,12,21,16,não,0,2,547,QUADHD,AMOLED,não,0,2000,premium,26502
hp,2022,6,10,8,sim,4,4,181,FULLHD,TN,não,0,250,jogos_entrada,8864
asus,2012,2,3,16,não,0,1,104,HD,IPS,não,2000,0,intermediario,5602
apple,2018,6,8,8,não,0,3,469,FULLHD,AMOLED,não,0,250,premium,21587
razer,2018,8,10,32,sim,6,1,175,QUADHD,AMOLED,não,0,1000,jogos_premium,20053
hp,2018,6,7,16,sim,4,2,141,QUADHD,VA,não,0,1000,jogos_intermediarios,10980
razer,2016,8,11,16,não,0,3,449,QUADHD,AMOLED,não,0,250,premium,18203
acer,2023,4,5,64,não,0,1,347,HD,TN,não,500,125,entrada,9112
asus,2019,10,20,8,não,0,2,481,HD,IPS,não,250,0,intermediario,12137
razer,2017,8,12,16,sim,6,1,77,4K,OLED,não,0,2000,jogos_premium,14888
lenovo,2016,4,5,12,sim,2,3,169,FULLHD,IPS,não,0,250,jogos_entrada,7656
samsung,2014,12,12,8,não,0,3,522,FULLHD,IPS,sim,0,1000,premium,18407
apple,2021,8,16,8,não,0,2,576,4K,AMOLED,não,0,1000,premium,17133
samsung,2014,8,8,4,não,0,2,431,FULLHD,AMOLED,sim,0,2000,2em1,14512
huawei,2010,4,4,16,não,0,3,425,FULLHD,OLED,não,0,1000,premium,15731
samsung,2022,6,7,32,não,0,3,329,FULLHD,IPS,sim,0,500,2em1,12249
acer,2017,8,15,32,sim,6,4,106,FULLHD,OLED,não,0,250,jogos_premium,13038
razer,2021,8,10,16,não,0,3,459,QUADHD,OLED,não,0,1000,premium,16746
apple,2011,4,5,16,não,0,2,472,4K,OLED,não,1000,250,premium,17273
positivo,2014,10,15,6,não,0,1,219,HD,TN,não,0,1000,entrada,6999
lenovo,2013,6,7,6,não,0,3,591,FULLHD,IPS,sim,500,250,2em1,15555
dell,2020,8,12,8,não,0,3,541,4K,AMOLED,não,0,250,premium,21264
apple,2013,10,17,16,não,0,2,529,FULLHD,OLED,não,2000,250,premium,26245
dell,2011,6,7,4,não,0,2,534,FULLHD,IPS,não,1000,250,ultraportatil,14907
acer,2022,12,20,16,sim,4,4,97,4K,OLED,não,0,250,jogos_intermediarios,10982
apple,2018,8,13,8,não,0,2,576,FULLHD,OLED,não,0,1000,premium,21106
apple,2012,10,11,8,não,0,3,520,FULLHD,OLED,não,250,250,premium,23822
apple,2014,8,15,8,não,0,3,529,QUADHD,OLED,não,250,250,premium,20343
xiaomi,2018,4,7,8,não,0,3,522,FULLHD,AMOLED,não,0,1000,premium,17924
samsung,2015,6,6,12,sim,4,4,155,4K,OLED,não,0,500,jogos_intermediarios,10813
xiaomi,2021,10,12,16,não,0,3,513,QUADHD,OLED,não,0,500,premium,16540
hp,2022,10,10,2,não,0,2,546,FULLHD,IPS,não,0,250,ultraportatil,17025
acer,2016,10,18,4,não,0,3,575,HD,IPS,não,0,500,intermediario,14385
razer,2020,10,10,32,sim,6,4,49,4K,AMOLED,não,0,250,jogos_premium,16654
apple,2020,10,13,8,não,0,2,493,QUADHD,AMOLED,não,0,250,premium,16438
acer,2011,6,11,6,não,0,2,241,FULLHD,AMOLED,sim,0,1000,2em1,13932
huawei,2022,12,19,16,não,0,2,491,QUADHD,AMOLED,não,0,500,premium,23076
razer,2022,12,18,32,sim,6,4,131,QUADHD,AMOLED,não,0,1000,jogos_premium,19505
xiaomi,2018,8,14,16,não,0,2,571,4K,AMOLED,não,0,1000,premium,19414
samsung,2018,4,5,32,não,0,2,593,FULLHD,OLED,não,0,250,ultraportatil,19010
lenovo,2023,6,10,4,não,0,2,474,HD,IPS,não,0,250,entrada,9892
asus,2017,6,10,8,não,0,3,551,FULLHD,TN,não,0,250,ultraportatil,18700
positivo,2019,10,18,2,não,0,2,263,HD,IPS,não,0,250,entrada,7690
samsung,2020,8,12,8,sim,4,4,115,FULLHD,VA,não,0,250,jogos_entrada,9037
acer,2013,2,4,8,não,0,4,143,HD,TN,não,2000,0,entrada,5142
huawei,2012,12,20,8,não,0,3,564,QUADHD,OLED,não,0,2000,premium,20370
apple,2015,12,18,8,não,0,3,507,4K,AMOLED,não,0,250,premium,16890
hp,2013,4,8,16,não,0,2,550,FULLHD,OLED,não,2000,2000,ultraportatil,17704
lenovo,2022,10,17,12,sim,2,4,102,FULLHD,IPS,não,0,250,jogos_entrada,8458
acer,2012,6,8,16,sim,4,2,108,QUADHD,OLED,não,500,250,jogos_intermediarios,10340
lenovo,2016,6,11,16,não,0,2,588,QUADHD,AMOLED,não,0,250,premium,17553
huawei,2023,8,9,8,não,0,3,581,4K,OLED,não,0,2000,premium,24602
dell,2013,4,6,12,não,0,4,374,HD,TN,não,0,250,intermediario,9893
razer,2016,12,17,16,não,0,3,502,FULLHD,AMOLED,não,0,2000,premium,23526
lenovo,2010,4,7,12,não,0,3,450,HD,OLED,não,250,0,intermediario,12489
apple,2018,4,4,16,não,0,3,427,4K,OLED,não,0,1000,premium,19174
acer,2020,8,13,12,não,0,3,558,FULLHD,IPS,não,0,250,ultraportatil,16889
dell,2014,4,8,2,não,0,3,579,FULLHD,AMOLED,sim,0,1000,2em1,18451
asus,2017,8,14,6,não,0,3,111,HD,IPS,não,250,0,intermediario,7138
samsung,2015,8,10,8,não,0,1,73,HD,TN,não,0,250,entrada,4695
razer,2012,8,10,32,sim,6,1,78,QUADHD,OLED,não,1000,1000,jogos_premium,12348
lenovo,2013,2,4,8,sim,4,2,195,FULLHD,VA,não,0,2000,jogos_entrada,9413
dell,2017,6,7,8,não,0,4,161,HD,OLED,não,250,0,intermediario,7139
samsung,2014,12,16,32,sim,6,4,72,QUADHD,OLED,não,2000,2000,jogos_premium,16953
acer,2016,6,10,16,sim,6,4,81,4K,OLED,não,0,2000,jogos_premium,24432
huawei,2021,10,20,8,não,0,3,449,4K,AMOLED,não,0,500,premium,18442
xiaomi,2010,10,19,8,não,0,2,538,4K,AMOLED,não,0,250,premium,20612
huawei,2015,10,20,8,não,0,3,471,QUADHD,OLED,não,0,2000,premium,25413
hp,2010,2,2,12,sim,4,1,180,FULLHD,IPS,não,0,250,jogos_entrada,7582
asus,2021,6,6,8,não,0,3,418,FULLHD,IPS,sim,0,250,premium,21382
samsung,2013,12,24,16,não,0,2,553,QUADHD,OLED,não,250,250,premium,25412
samsung,2017,10,10,16,não,0,3,463,FULLHD,AMOLED,não,0,250,premium,21786
apple,2020,12,24,8,não,0,2,466,QUADHD,OLED,não,0,1000,premium,21643
dell,2018,10,10,16,não,0,3,433,FULLHD,IPS,sim,0,1000,premium,18602
xiaomi,2016,12,13,8,não,0,2,572,QUADHD,OLED,não,0,250,premium,25616
huawei,2020,6,9,16,não,0,3,412,FULLHD,OLED,não,0,1000,premium,19955
razer,2019,4,5,16,não,0,2,434,QUADHD,AMOLED,não,0,500,premium,20462
lenovo,2017,4,7,4,não,0,3,527,FULLHD,IPS,sim,0,2000,2em1,17368
dell,2015,8,10,16,não,0,2,421,HD,IPS,não,2000,0,intermediario,12528
apple,2021,4,5,16,não,0,2,422,QUADHD,OLED,não,0,1000,premium,20624
apple,2022,8,13,16,não,0,2,479,4K,OLED,não,0,250,premium,19075
huawei,2021,12,13,16,não,0,2,479,QUADHD,OLED,não,0,250,premium,20845
dell,2018,4,7,16,não,0,2,599,4K,OLED,não,0,250,premium,24609
asus,2014,10,10,12,não,0,3,600,FULLHD,OLED,não,0,1000,ultraportatil,21357
hp,2023,12,18,12,sim,6,4,145,4K,IPS,não,0,2000,jogos_intermediarios,11834
apple,2012,6,10,8,não,0,2,444,4K,AMOLED,não,0,500,premium,17252
samsung,2018,10,18,12,sim,6,1,175,QUADHD,TN,não,0,2000,jogos_intermediarios,12497
dell,2021,10,17,8,não,0,3,417,QUADHD,OLED,não,0,1000,premium,18666
razer,2012,12,18,8,não,0,3,492,4K,OLED,não,0,250,premium,21257
samsung,2016,4,4,8,sim,4,1,140,FULLHD,TN,não,0,250,jogos_entrada,8549
hp,2014,6,7,16,sim,6,1,182,4K,IPS,não,0,250,jogos_intermediarios,12482
huawei,2022,10,11,16,não,0,2,508,QUADHD,OLED,não,0,2000,premium,23069
asus,2014,10,19,32,não,0,2,282,FULLHD,AMOLED,sim,250,250,2em1,14913
samsung,2014,10,17,32,sim,6,1,81,QUADHD,AMOLED,não,1000,125,jogos_premium,22291
dell,2021,6,6,32,não,0,3,510,FULLHD,IPS,sim,0,250,2em1,17235
acer,2014,4,5,8,não,0,2,407,QUADHD,OLED,não,250,250,premium,21979
hp,2022,8,16,12,sim,8,4,99,4K,VA,não,0,250,jogos_intermediarios,10420
positivo,2016,6,12,32,não,0,4,45,HD,TN,não,250,0,entrada,4521
apple,2021,8,9,16,não,0,2,445,QUADHD,OLED,não,0,1000,premium,23390
dell,2014,6,6,6,não,0,2,252,HD,TN,não,250,0,entrada,7278
xiaomi,2013,4,5,8,não,0,3,480,FULLHD,OLED,não,250,250,premium,23767
dell,2021,4,4,2,não,0,3,528,HD,TN,não,1000,0,intermediario,12474
dell,2010,2,4,12,não,0,2,553,FULLHD,TN,não,500,2000,ultraportatil,19976
hp,2011,12,12,12,sim,6,2,147,FULLHD,TN,não,1000,2000,jogos_intermediarios,11261
dell,2017,10,16,8,não,0,3,220,FULLHD,AMOLED,sim,0,1000,2em1,14366
apple,2016,12,16,8,não,0,2,580,FULLHD,AMOLED,não,0,250,premium,17634
acer,2010,12,16,16,sim,6,2,64,QUADHD,AMOLED,não,1000,125,jogos_premium,22363
huawei,2015,6,8,16,não,0,2,420,QUADHD,AMOLED,não,0,500,premium,21639
apple,2011,10,13,16,não,0,2,573,QUADHD,AMOLED,não,0,1000,premium,25995
asus,2015,8,16,12,não,0,1,119,HD,VA,não,500,0,intermediario,8304
positivo,2021,6,6,2,não,0,4,144,HD,TN,não,0,250,entrada,4538
lenovo,2011,2,2,4,não,0,3,600,FULLHD,AMOLED,sim,2000,250,2em1,18245
apple,2023,8,11,8,não,0,2,411,FULLHD,AMOLED,não,0,500,premium,18049
dell,2017,8,12,16,sim,6,3,193,FULLHD,OLED,não,0,500,jogos_premium,16510
huawei,2017,6,7,8,não,0,2,400,FULLHD,AMOLED,não,0,500,premium,22613
lenovo,2016,10,12,16,sim,4,3,67,QUADHD,VA,não,0,250,jogos_intermediarios,9333
hp,2015,4,7,16,sim,6,3,62,4K,VA,não,0,250,jogos_intermediarios,10534
