marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,aleatoria_1,aleatoria_2,aleatoria_3,valor
1,2012,8,9,16,0,0,2,526,3,0,0,500,250,169,44,2416,25215
1,2012,12,22,8,0,0,3,451,1,2,0,500,250,138,27,2326,14804
6,2017,4,4,12,1,2,2,74,1,4,0,0,250,191,28,2223,6173
9,2014,10,14,2,0,0,2,262,2,2,0,500,0,147,24,2168,10718
0,2012,2,2,16,0,0,2,544,1,1,0,500,500,104,31,2038,19736
6,2013,6,7,4,0,0,1,461,2,1,0,2000,0,120,34,2705,10677
2,2021,6,11,8,0,0,2,500,0,2,0,0,1000,149,33,2333,16247
5,2014,6,10,16,0,0,2,584,1,2,0,2000,250,119,15,1396,24568
10,2019,6,11,16,0,0,3,551,0,2,0,0,250,197,45,2775,17001
6,2016,4,5,32,1,6,4,190,1,2,0,0,2000,170,19,2529,25040
7,2014,10,15,4,0,0,3,147,2,3,0,0,500,193,21,2518,6383
0,2021,10,19,16,1,6,4,163,0,2,0,0,250,193,14,1689,18001
7,2023,4,5,16,0,0,3,132,2,1,0,500,1000,178,29,2067,6174
9,2019,6,7,6,0,0,2,303,2,4,0,1000,0,190,46,2282,9500
3,2019,6,10,16,1,6,4,128,0,0,0,0,500,172,27,2204,15683
6,2019,8,14,12,1,2,4,162,1,3,0,0,2000,126,49,2335,9446
10,2014,6,12,8,0,0,3,544,0,2,0,1000,250,101,42,2077,21906
4,2019,12,13,12,1,4,4,122,1,2,0,0,2000,199,21,2720,9109
1,2013,8,15,8,0,0,2,554,1,0,0,500,250,190,42,1651,20080
7,2022,4,6,12,0,0,1,189,2,1,0,1000,2000,146,14,1348,7342
6,2020,10,13,12,1,2,4,153,1,2,0,0,250,139,18,2407,9523
3,2013,2,3,16,0,0,3,37,1,1,1,2000,250,188,42,2210,9664
3,2014,10,13,12,0,0,1,592,2,3,0,0,500,135,39,1320,12006
10,2011,10,11,16,0,0,3,498,1,0,0,0,250,170,26,2375,16736
2,2017,10,13,64,0,0,2,585,1,0,1,0,1000,112,44,2828,19880
5,2012,4,4,16,0,0,3,539,3,0,0,0,500,183,25,2683,23165
5,2010,4,5,8,0,0,2,547,1,2,0,0,1000,121,49,1455,19371
2,2013,4,6,8,0,0,1,547,2,3,0,2000,0,117,28,1292,11773
5,2017,6,10,8,0,0,2,507,0,2,0,0,500,174,11,1158,23644
6,2015,6,10,12,0,0,2,277,1,1,1,0,250,105,15,2502,11567
7,2015,10,15,32,0,0,2,106,2,1,0,250,0,167,20,1024,6168
1,2011,8,9,16,0,0,3,485,3,2,0,0,2000,166,18,1817,18437
5,2010,4,5,8,0,0,3,564,3,0,0,0,1000,151,36,1231,22599
10,2020,12,15,16,0,0,2,558,1,2,0,0,2000,169,23,2644,21021
7,2021,10,15,8,0,0,1,174,2,3,0,0,250,178,44,1560,6851
5,2016,12,22,16,0,0,2,506,3,0,0,0,1000,102,29,2543,21865
5,2010,10,10,16,0,0,2,544,3,0,0,500,250,116,41,1477,16000
4,2018,6,8,32,0,0,3,522,1,1,0,0,500,193,17,2629,15331
1,2012,6,10,16,0,0,2,460,0,2,0,0,500,185,20,2656,16285
4,2013,4,7,16,0,0,2,526,1,3,0,1000,1000,165,11,1858,17730
3,2022,12,12,2,0,0,2,588,1,2,0,0,250,156,14,1418,16534
1,2017,8,15,16,0,0,3,481,3,2,0,0,250,179,39,1369,15034
7,2016,4,7,6,0,0,2,275,2,3,0,500,0,121,20,2515,6964
0,2014,4,4,16,1,4,2,180,3,1,0,0,250,110,25,2036,11685
1,2019,6,9,16,0,0,2,490,0,2,0,0,250,135,34,2812,23828
2,2010,2,4,12,0,0,4,311,2,3,0,0,2000,152,34,2096,8267
1,2014,8,9,16,0,0,2,587,3,2,0,1000,250,175,20,1151,19030
8,2011,12,24,8,0,0,3,459,3,2,0,1000,250,139,10,1431,23768
0,2013,6,8,6,0,0,4,334,2,3,0,2000,0,134,42,2568,10161
4,2016,8,14,8,1,2,2,143,1,1,0,0,2000,142,10,1256,9115
1,2019,6,8,8,0,0,2,532,3,0,0,0,2000,144,18,1327,16728
3,2012,10,15,16,1,6,1,191,0,0,0,0,250,140,36,1253,20554
5,2014,6,11,8,0,0,3,516,0,2,0,250,250,163,47,1770,24945
7,2022,4,7,64,0,0,4,187,2,1,0,250,2000,114,28,2933,8669
9,2011,4,4,32,1,6,3,128,3,2,0,0,1000,143,49,1653,12616
8,2013,4,8,16,1,6,1,133,3,0,0,250,1000,141,26,2712,21413
0,2013,12,12,16,1,4,1,46,1,4,0,0,2000,158,21,1121,11336
7,2010,4,7,2,0,0,3,199,2,1,0,1000,0,184,11,1032,6583
3,2022,10,11,8,1,4,4,61,1,3,0,0,500,103,17,2283,7940
6,2012,4,6,16,1,6,4,107,3,2,0,0,250,170,42,1549,11239
4,2016,4,7,16,1,6,4,88,0,1,0,0,1000,128,22,2176,9902
1,2013,8,13,8,0,0,3,528,1,2,0,500,250,140,30,2838,16095
4,2021,6,8,8,0,0,3,555,1,2,0,0,2000,105,28,2268,18258
9,2011,4,6,16,0,0,4,409,2,1,0,1000,0,138,43,2164,9226
9,2010,2,3,2,0,0,3,244,1,1,1,250,250,180,39,1630,12015
8,2018,4,4,16,1,6,4,35,0,2,0,0,1000,199,29,1488,17527
4,2014,6,11,16,1,4,3,156,3,1,0,500,2000,165,27,1884,11985
8,2015,6,6,16,0,0,2,558,3,2,0,0,250,180,30,1934,17777
8,2011,4,4,16,1,6,1,171,3,0,0,0,1000,192,45,2816,19040
6,2013,4,4,6,0,0,2,461,1,1,1,250,250,126,16,1229,13834
4,2021,12,17,64,0,0,2,592,1,2,0,0,500,106,14,1200,20761
8,2023,4,5,16,1,12,4,70,0,0,0,0,500,110,18,1869,17202
2,2021,12,22,8,0,0,3,530,1,1,0,0,250,189,27,1554,14928
4,2013,2,4,12,0,0,2,596,1,2,0,250,2000,131,10,2189,19296
2,2012,6,7,16,0,0,2,599,3,1,1,2000,250,186,45,2058,20354
5,2012,10,16,8,0,0,3,582,0,2,0,250,250,150,23,2012,26479
8,2014,6,11,16,1,6,3,110,0,2,0,500,250,139,17,2628,16146
10,2013,8,11,8,0,0,3,424,0,2,0,1000,250,106,46,1950,20843
6,2023,4,6,6,0,0,2,241,1,1,1,0,250,100,29,1817,9609
6,2010,4,4,16,0,0,3,283,2,4,0,1000,0,124,40,1845,9728
4,2016,6,11,12,1,6,3,78,3,4,0,0,250,194,16,1229,9168
9,2017,6,6,6,0,0,2,577,1,3,0,0,1000,105,47,1289,19433
7,2011,4,7,2,0,0,1,150,2,1,0,0,500,191,24,1920,5248
1,2017,4,5,8,0,0,2,543,3,0,0,0,500,194,44,1425,22301
2,2013,4,6,8,0,0,3,431,2,4,0,0,250,199,26,2627,12302
1,2022,10,14,16,0,0,2,575,3,2,0,0,2000,115,36,2714,27618
9,2017,6,6,8,0,0,3,533,1,1,1,0,1000,114,30,2885,24304
2,2013,2,4,6,0,0,4,327,2,2,0,500,0,121,49,1758,10006
0,2015,6,11,6,0,0,3,523,1,1,0,0,2000,117,35,1998,20099
5,2019,8,16,16,0,0,2,522,0,2,0,0,250,149,14,2700,23529
6,2015,8,8,16,0,0,3,498,3,2,0,0,2000,171,42,2774,21890
7,2019,8,14,4,0,0,3,88,2,3,0,0,2000,109,14,2769,5176
3,2022,10,18,16,0,0,2,512,0,0,1,0,500,148,37,2787,26182
2,2014,4,4,8,0,0,3,246,2,3,0,0,250,169,30,1065,6613
7,2011,6,9,4,0,0,1,250,2,3,0,500,0,109,17,1852,6368
0,2010,4,6,12,1,4,2,79,1,4,0,1000,250,138,11,2057,7144
1,2015,12,22,16,0,0,2,573,3,0,0,0,1000,157,46,1231,26574
0,2015,6,7,4,0,0,3,327,1,0,1,0,250,170,23,2957,13427
1,2022,8,13,8,0,0,2,573,1,0,0,0,250,141,43,1926,21064
2,2011,2,3,4,0,0,2,444,1,0,1,1000,250,144,46,1665,15604
0,2016,6,11,16,1,6,2,39,1,2,0,0,1000,198,30,2355,21350
1,2016,10,20,8,0,0,3,517,0,0,0,0,1000,127,36,1989,17054
7,2018,6,12,2,0,0,4,157,2,1,0,500,0,188,27,2945,5473
4,2022,8,9,16,0,0,2,597,1,4,0,0,2000,191,14,2982,21073
4,2021,8,12,12,1,4,4,159,3,4,0,0,250,172,43,2711,11002
4,2020,6,11,12,1,6,4,133,3,1,0,0,500,104,27,2150,10369
7,2014,8,15,6,0,0,1,126,2,3,0,250,0,156,44,1124,5751
9,2012,6,10,12,1,4,2,132,0,3,0,0,250,179,35,2886,10295
5,2013,4,6,8,0,0,2,579,0,0,0,250,250,128,38,1367,19250
6,2021,4,7,12,1,6,4,100,1,2,0,0,2000,154,37,2102,11132
1,2023,6,8,8,0,0,2,432,1,2,0,0,250,122,15,1009,15264
9,2019,10,16,32,1,6,4,127,3,2,0,0,250,156,35,2571,14124
3,2015,6,8,2,0,0,1,267,2,2,0,500,0,117,27,2191,10307
7,2019,4,7,2,0,0,4,182,2,3,0,500,0,125,39,1921,6292
2,2023,4,6,16,0,0,2,142,2,1,0,250,125,104,42,1136,5536
9,2019,4,4,4,0,0,2,380,2,1,0,500,0,107,41,1180,7981
5,2017,8,15,8,0,0,3,501,3,0,0,0,250,118,35,2744,21057
6,2022,4,7,4,0,0,2,539,1,2,0,0,1000,127,31,2477,17580
0,2010,4,6,12,1,2,3,191,1,4,0,1000,500,167,43,2016,9776
0,2016,8,15,2,0,0,3,555,1,1,1,0,250,183,21,1085,14725
10,2010,12,13,16,0,0,2,549,3,0,0,500,250,149,31,1719,17123
9,2019,12,24,16,0,0,2,514,1,1,1,0,250,185,30,1213,20387
1,2017,8,11,8,0,0,3,538,3,2,0,0,250,175,33,2332,20979
0,2021,12,18,4,0,0,1,576,2,1,0,0,2000,164,34,2190,12898
6,2020,10,12,12,1,4,4,100,1,4,0,0,2000,107,11,2340,9926
0,2015,6,6,4,0,0,3,538,1,2,0,0,250,159,10,1051,15896
3,2014,10,10,16,0,0,2,536,1,2,0,500,250,157,19,1195,17983
9,2017,12,20,12,1,6,1,86,3,3,0,0,2000,126,43,2731,12194
5,2015,8,14,8,0,0,2,556,1,2,0,0,500,184,14,1712,21161
5,2020,6,9,16,0,0,2,584,3,0,0,0,1000,132,26,1205,17795
3,2021,12,22,32,0,0,2,308,2,1,0,0,2000,196,10,1681,9998
6,2020,6,6,12,0,0,4,129,2,1,0,250,0,145,23,2266,5949
9,2012,2,4,6,0,0,3,94,2,3,0,1000,0,136,30,2241,5174
7,2013,6,9,16,0,0,1,59,2,3,0,500,0,168,15,2730,4133
8,2022,10,11,32,1,8,4,57,0,2,0,0,500,114,20,2375,16605
8,2015,6,9,16,1,6,4,103,1,2,0,0,250,193,48,1586,12015
7,2013,2,3,8,0,0,1,161,2,1,0,1000,0,166,29,2202,4865
10,2022,10,15,16,0,0,2,597,1,0,0,0,2000,127,29,2410,20379
9,2016,8,10,2,0,0,1,131,2,1,0,250,0,162,30,2932,5383
7,2011,4,6,12,0,0,1,294,2,1,0,0,1000,193,33,1363,8048
10,2020,10,10,16,0,0,2,575,1,0,0,0,250,199,35,2932,26155
4,2016,4,4,12,0,0,2,556,1,2,0,0,1000,102,12,1631,16449
10,2014,8,15,8,0,0,2,438,3,0,0,1000,250,151,47,1376,14705
8,2011,12,22,8,0,0,2,499,1,0,0,250,250,143,47,2596,24828
1,2022,10,15,8,0,0,2,562,3,2,0,0,2000,159,37,1279,27126
6,2011,6,11,4,0,0,3,250,1,0,1,500,250,157,19,2683,10090
6,2011,4,7,32,1,6,2,199,3,0,0,2000,1000,194,33,2097,25821
2,2018,6,9,64,0,0,2,242,1,0,1,0,2000,113,49,1726,15917
2,2012,6,8,16,0,0,4,479,2,1,0,250,0,105,16,1499,11073
8,2017,8,16,16,1,6,4,80,0,2,0,0,250,118,32,2513,20941
10,2021,6,11,8,0,0,2,598,1,0,0,0,2000,161,32,2120,23485
8,2018,6,7,8,0,0,3,461,0,2,0,0,1000,104,33,2974,17938
10,2010,10,18,8,0,0,3,450,0,0,0,0,1000,148,40,2058,25490
5,2010,8,13,8,0,0,2,465,0,2,0,2000,250,150,31,1589,18484
7,2017,4,6,8,0,0,3,185,2,3,0,0,500,125,36,2524,6022
1,2014,12,12,8,0,0,2,518,3,0,0,1000,250,155,47,1847,20912
1,2017,10,18,16,0,0,2,435,3,2,0,0,500,117,14,2309,22008
0,2023,8,8,32,0,0,3,537,1,3,0,0,250,144,27,2106,18471
7,2013,6,9,16,0,0,2,89,2,1,0,1000,0,199,17,1928,4305
4,2016,10,11,12,1,2,2,142,1,1,0,0,2000,194,44,2064,10187
4,2023,8,15,12,1,8,4,55,0,2,0,0,1000,181,26,1961,10649
1,2022,12,19,8,0,0,2,548,1,2,0,0,1000,108,21,1497,23673
0,2013,10,16,12,1,6,3,129,3,1,0,0,500,189,48,1613,11900
6,2017,8,14,16,0,0,3,516,0,0,0,0,1000,101,31,2712,17562
3,2012,12,17,8,0,0,3,413,0,0,1,2000,250,195,15,2799,15230
4,2014,8,13,16,1,6,3,61,1,3,0,500,125,141,39,1595,9791
1,2013,12,19,16,0,0,2,543,3,0,0,1000,250,169,11,2922,24923
10,2022,4,5,16,0,0,2,400,0,0,0,0,1000,183,14,1212,22611
8,2016,4,7,32,1,6,1,164,1,0,0,0,250,171,11,2271,17458
10,2012,8,11,16,0,0,3,578,3,2,0,0,250,167,44,2600,16352
9,2016,6,11,16,1,4,2,154,3,1,0,0,250,188,14,1596,11668
10,2017,10,10,8,0,0,2,599,3,2,0,0,2000,130,40,1120,26858
1,2012,10,10,16,0,0,2,479,1,2,0,250,250,118,26,1881,24980
6,2017,6,11,8,0,0,2,513,1,0,0,0,250,170,36,1455,24251
3,2016,6,9,8,1,2,1,163,1,2,0,0,2000,146,40,1897,8937
7,2019,12,20,64,0,0,2,115,2,3,0,1000,0,136,19,1424,7325
9,2018,4,6,64,0,0,2,536,1,4,0,0,1000,193,21,1436,18676
8,2013,8,16,16,0,0,3,426,0,0,0,0,2000,190,27,1714,24526
8,2014,6,6,8,0,0,3,521,0,2,0,1000,250,180,22,1399,15912
0,2016,4,6,4,0,0,3,573,1,1,0,0,250,195,17,2672,17746
6,2021,12,15,32,1,6,4,125,0,2,0,0,250,118,44,1240,20494
10,2010,12,19,8,0,0,3,496,3,0,0,1000,250,188,13,2631,23598
3,2011,2,2,16,0,0,2,225,2,1,0,250,0,192,16,2902,7437
6,2015,4,8,2,0,0,3,572,1,1,0,0,250,124,30,2830,15600
1,2016,8,9,16,0,0,2,433,1,0,0,0,250,152,24,2471,20161
1,2016,10,16,16,0,0,2,570,0,2,0,0,2000,195,43,1931,18159
4,2023,4,8,8,1,2,4,194,1,1,0,0,250,174,31,2686,8614
8,2011,8,9,32,1,6,3,185,3,2,0,0,500,103,10,1430,18848
6,2017,10,13,8,0,0,2,425,0,0,0,0,2000,145,15,1688,25196
10,2017,12,14,16,0,0,3,564,3,0,0,0,500,130,10,1694,20510
10,2023,10,14,8,0,0,3,521,3,0,0,0,500,135,28,1118,17304
9,2022,8,10,32,0,0,3,299,1,1,1,0,250,103,36,2885,14788
8,2010,8,13,8,0,0,2,486,3,2,0,2000,250,101,19,2929,20829
2,2023,4,5,8,0,0,3,496,0,1,1,0,250,138,23,2598,23089
3,2013,6,6,8,0,0,3,527,1,3,0,0,500,196,43,1763,17152
6,2022,6,12,16,1,6,4,194,0,2,0,0,500,143,41,1862,12994
10,2016,4,6,16,0,0,3,495,0,2,0,0,500,190,12,2643,20012
2,2012,6,9,16,0,0,2,325,1,0,1,250,250,189,25,1537,13757
1,2016,10,13,8,0,0,2,424,0,2,0,0,1000,118,48,1687,15667
0,2020,10,14,8,0,0,3,546,3,0,0,0,500,140,42,2510,24713
5,2011,4,6,16,0,0,2,572,3,2,0,1000,250,196,14,1489,23711
3,2018,4,4,32,1,6,2,185,0,2,0,0,500,137,44,1413,20286
3,2017,10,20,6,0,0,3,186,1,0,1,0,500,173,26,2153,11817
10,2021,6,7,16,0,0,2,408,0,2,0,0,500,164,32,1540,24311
9,2019,10,15,16,1,6,4,72,1,4,0,0,1000,134,35,2461,10358
5,2010,4,8,16,0,0,3,512,3,0,0,2000,250,110,16,2183,18255
4,2013,6,11,12,0,0,2,577,1,2,0,250,2000,158,16,2131,20311
8,2019,10,16,8,0,0,3,449,0,2,0,0,1000,177,24,2266,25595
0,2023,4,5,32,0,0,3,536,1,1,0,0,250,169,39,2274,18329
10,2018,6,11,16,0,0,2,569,3,2,0,0,1000,142,29,2189,21808
2,2014,6,10,4,0,0,2,68,1,1,1,500,250,188,12,2300,6699
0,2018,6,9,16,0,0,4,411,2,2,0,250,0,186,31,1282,12121
7,2019,4,6,4,0,0,1,153,2,3,0,500,0,104,16,2523,5741
10,2022,8,8,16,0,0,3,598,3,2,0,0,250,125,40,1727,19289
4,2016,6,6,8,0,0,3,589,1,2,0,0,2000,181,12,2057,16465
2,2023,12,12,8,0,0,2,80,2,3,0,0,250,131,26,2814,5960
1,2011,10,14,16,0,0,2,591,1,0,0,1000,250,146,31,1755,18274
2,2023,10,17,4,0,0,3,261,2,1,0,0,250,155,46,1845,9100
4,2023,8,11,12,1,2,4,83,1,1,0,0,250,184,12,2190,7377
0,2022,6,10,12,0,0,2,345,1,0,1,0,250,189,39,2092,12782
10,2020,6,10,8,0,0,3,481,1,2,0,0,1000,149,33,2652,20101
6,2018,6,10,8,0,0,2,216,1,0,1,0,250,198,42,1072,10534
2,2013,2,3,8,0,0,1,118,2,3,0,1000,0,173,19,2324,5040
3,2010,10,20,8,0,0,2,526,1,0,0,1000,250,157,16,1830,16918
3,2021,4,7,16,1,6,4,45,0,4,0,0,2000,127,25,2031,9660
9,2016,8,9,12,1,4,3,50,3,3,0,0,250,194,41,2926,9964
0,2020,6,6,8,1,2,4,162,1,4,0,0,250,178,11,2821,9010
5,2013,12,15,8,0,0,2,578,0,0,0,1000,250,154,17,2547,21197
4,2016,10,11,16,0,0,2,529,1,4,0,0,1000,157,24,1787,18429
10,2013,6,9,8,0,0,3,535,3,0,0,2000,250,139,12,2727,23124
1,2021,10,17,8,0,0,2,424,3,2,0,0,500,157,29,1924,15560
4,2020,10,17,16,1,6,4,45,3,4,0,0,250,171,43,2399,9215
3,2011,10,13,32,1,6,3,55,3,2,0,0,250,145,13,1182,15039
4,2015,10,11,12,1,4,1,106,0,4,0,0,2000,173,32,2291,12719
8,2017,8,12,8,0,0,3,508,0,0,0,0,500,144,17,1083,21561
4,2015,4,7,12,1,4,4,76,1,3,0,0,500,109,19,1533,9340
6,2011,6,7,16,1,6,2,75,3,0,0,1000,500,181,47,2773,16191
7,2011,2,2,12,0,0,2,119,2,1,0,0,1000,147,14,1918,4831
4,2021,8,16,12,1,4,4,140,1,3,0,0,1000,191,19,1175,8879
5,2014,6,6,16,0,0,3,486,1,0,0,0,500,161,35,1300,22120
7,2011,2,4,2,0,0,1,44,2,3,0,1000,0,127,25,2049,3994
2,2010,6,9,6,0,0,2,504,1,2,0,500,1000,119,32,2132,17442
6,2023,6,12,32,1,12,4,173,3,2,0,0,500,187,26,2390,15908
3,2023,6,11,16,1,4,4,122,0,1,0,0,250,169,37,1106,11187
9,2017,6,11,8,1,4,2,37,1,2,0,0,1000,140,27,1795,8402
1,2022,6,11,8,0,0,2,406,3,2,0,0,250,195,20,1438,17968
4,2010,6,6,8,1,2,2,136,1,2,0,1000,500,105,43,1743,7851
9,2013,2,3,8,0,0,2,522,1,1,0,1000,125,110,24,2608,16662
1,2018,8,16,8,0,0,2,545,3,2,0,0,500,129,10,2220,19222
5,2011,4,6,8,0,0,2,468,1,0,0,1000,250,102,42,1001,14625
10,2013,8,16,8,0,0,2,552,0,0,0,500,250,171,18,1617,20656
0,2015,8,13,2,0,0,3,469,2,1,0,0,250,132,26,1539,10704
2,2019,10,14,6,0,0,3,572,1,2,0,0,500,153,24,1332,16944
2,2010,2,4,6,0,0,3,556,1,0,1,0,250,146,13,2486,16542
4,2022,6,11,2,0,0,2,575,1,3,0,0,250,182,46,1180,16469
10,2014,4,8,16,0,0,3,554,1,2,0,2000,250,109,15,1653,16602
4,2015,10,18,8,1,2,3,131,1,4,0,0,1000,118,15,1618,8887
6,2023,6,10,6,0,0,2,585,1,3,0,0,500,108,28,1173,14766
7,2012,4,8,4,0,0,4,140,2,1,0,0,250,106,32,2766,4869
6,2021,6,12,16,0,0,2,572,2,1,0,500,0,160,39,1380,12188
6,2020,8,9,8,1,2,4,92,1,2,0,0,500,113,10,1333,8241
2,2022,6,9,16,0,0,3,494,3,1,1,0,250,101,18,1322,14729
2,2014,10,11,2,0,0,3,398,2,4,0,1000,0,121,31,2993,12443
6,2011,4,4,2,0,0,2,572,1,4,0,0,250,159,10,1500,14304
8,2012,8,14,16,0,0,3,552,3,0,0,500,250,144,45,2509,21909
7,2022,10,18,12,0,0,1,208,2,3,0,1000,2000,119,34,2221,8593
3,2012,4,8,12,0,0,3,536,1,1,1,0,2000,125,25,2939,15562
10,2010,10,10,8,0,0,3,466,1,2,0,500,250,158,35,1546,24236
4,2011,2,3,2,0,0,2,568,1,4,0,2000,500,167,37,1943,18370
3,2023,4,6,12,0,0,2,59,1,0,1,0,250,138,14,1938,10126
3,2019,12,13,8,0,0,3,507,2,1,0,250,0,122,31,1275,11021
9,2014,8,9,32,1,6,3,194,3,2,0,500,125,179,23,2648,23377
10,2016,12,18,16,0,0,2,481,1,0,0,0,1000,124,18,1055,19039
3,2023,12,17,16,0,0,2,586,1,4,0,0,2000,172,23,2131,19293
3,2019,6,8,64,0,0,3,578,1,0,1,0,2000,152,25,1002,20975
4,2013,4,5,16,0,0,3,598,1,1,0,2000,125,110,39,1835,20560
6,2018,6,10,16,1,6,4,154,1,2,0,0,1000,124,41,2930,10818
7,2018,10,13,16,0,0,1,184,2,3,0,250,0,130,15,1061,6597
2,2017,10,15,6,0,0,2,526,1,1,0,0,2000,145,26,2896,19889
9,2011,10,16,12,1,4,3,100,3,1,0,1000,2000,126,10,2596,10831
7,2010,2,3,12,0,0,4,257,2,1,0,250,0,199,27,2502,7300
3,2019,6,7,16,1,6,4,139,1,0,0,0,2000,162,20,2721,17021
10,2016,10,10,16,0,0,2,428,3,0,0,0,1000,146,20,1888,16690
4,2015,6,12,12,1,2,1,32,1,2,0,0,2000,113,37,2052,8409
4,2013,4,8,12,1,6,1,166,0,4,0,250,2000,122,21,1421,11687
0,2016,4,7,4,0,0,2,552,1,1,1,0,500,115,43,2363,17472
4,2015,6,9,2,0,0,2,580,1,1,0,0,250,119,25,2534,16408
8,2018,6,9,8,0,0,3,459,1,2,0,0,2000,102,19,2786,23418
4,2013,12,15,16,1,4,1,129,1,2,0,500,250,105,48,2879,10567
7,2021,12,14,2,0,0,1,138,2,3,0,500,0,128,17,2622,6085
1,2020,4,7,16,0,0,2,580,3,2,0,0,2000,103,35,2813,25680
9,2019,10,18,16,0,0,2,520,1,3,0,0,500,164,23,2493,18287
3,2014,4,4,16,0,0,4,287,2,1,0,500,0,107,18,2832,7298
5,2015,12,19,16,0,0,3,463,0,0,0,0,1000,147,28,1211,18149
0,2014,6,9,12,0,0,4,496,2,1,0,0,250,183,43,1109,10305
7,2014,8,11,16,0,0,3,222,2,3,0,0,1000,115,47,1830,7518
6,2012,10,20,12,1,6,4,113,0,1,0,1000,250,146,38,1636,11113
5,2016,12,22,8,0,0,3,478,1,2,0,0,250,130,38,1421,21302
0,2017,6,8,8,1,2,1,38,1,1,0,0,2000,195,37,2391,7068
10,2021,10,13,16,0,0,3,409,0,0,0,0,1000,197,33,2713,18816
5,2011,10,10,16,0,0,3,557,1,2,0,1000,250,128,37,2384,24757
3,2015,10,10,8,0,0,2,596,1,1,1,0,250,175,21,1390,26047
9,2010,6,7,4,0,0,3,309,2,3,0,250,0,167,28,2943,8265
6,2016,4,8,16,0,0,3,538,0,0,0,0,250,142,15,2022,16218
1,2012,4,8,16,0,0,3,512,3,0,0,250,250,133,11,2265,15551
10,2022,8,9,16,0,0,3,455,1,0,0,0,500,105,48,2387,17468
4,2023,10,18,6,0,0,3,502,1,2,0,0,1000,148,40,2124,15536
6,2019,4,6,12,0,0,2,212,1,0,1,0,1000,159,46,2453,13143
3,2016,4,5,8,0,0,2,551,1,4,0,0,250,150,38,2432,16088
1,2015,10,19,16,0,0,3,542,3,2,0,0,250,108,49,1461,20733
4,2018,6,12,4,0,0,3,556,1,2,0,0,250,104,21,2278,19857
8,2010,12,12,32,1,6,2,66,0,2,0,250,250,163,42,1796,19678
6,2019,8,11,6,0,0,2,197,2,3,0,1000,0,115,34,1834,6331
7,2022,4,5,4,0,0,3,186,2,1,0,0,1000,158,27,1358,6022
0,2013,4,5,12,0,0,2,575,1,1,0,0,1000,155,39,1220,20572
2,2016,6,8,12,0,0,2,568,2,1,0,500,0,164,27,1335,13810
1,2011,12,18,16,0,0,3,537,1,2,0,250,250,183,16,2492,21048
1,2019,10,11,8,0,0,2,535,1,0,0,0,1000,134,24,2173,16985
6,2013,10,17,32,1,6,1,51,1,2,0,250,2000,109,39,1852,21967
10,2019,4,5,8,0,0,2,500,3,0,0,0,250,188,14,2109,18356
9,2021,6,10,32,1,6,4,146,3,0,0,0,2000,146,14,2160,17805
7,2022,12,24,8,0,0,4,293,2,3,0,500,250,191,42,1342,9039
7,2018,6,10,4,0,0,1,278,2,3,0,500,0,134,15,2968,7730
3,2014,4,5,12,1,2,4,155,1,4,0,500,2000,161,49,1895,9333
9,2022,10,17,16,1,8,4,50,1,4,0,0,1000,132,13,1712,9638
8,2019,8,12,16,0,0,2,414,1,2,0,0,2000,114,22,1881,21532
6,2010,6,8,12,1,4,3,86,1,3,0,250,250,184,35,2005,7439
7,2023,12,14,4,0,0,4,152,2,1,0,0,500,134,29,1479,6509
1,2012,4,7,16,0,0,3,545,0,2,0,250,250,109,41,2315,16886
5,2019,10,18,16,0,0,2,523,1,2,0,0,500,179,41,2262,20972
7,2017,4,6,16,0,0,4,140,2,1,0,0,250,119,46,2284,5986
9,2012,2,2,8,1,2,4,44,1,2,0,1000,2000,107,10,1217,7738
2,2016,6,11,8,0,0,3,581,1,1,1,0,250,194,34,1003,24710
5,2011,10,19,16,0,0,3,579,0,2,0,1000,250,107,34,1535,24518
9,2015,6,8,32,1,6,3,186,1,0,0,0,1000,112,10,2960,17659
2,2021,6,9,16,0,0,2,448,3,2,0,0,250,187,12,1362,20287
0,2016,8,15,6,0,0,2,567,1,0,1,0,250,175,48,2805,19252
4,2011,6,8,12,1,4,4,62,1,3,0,250,1000,158,30,1730,8968
0,2010,6,7,16,0,0,2,499,3,0,0,2000,250,180,34,2547,22097
4,2011,2,4,8,1,4,1,91,1,1,0,1000,250,146,30,2617,7526
2,2023,6,7,16,0,0,2,75,2,3,0,250,2000,159,12,1811,5963
4,2014,10,17,2,0,0,3,516,1,4,0,2000,500,140,49,1136,15670
3,2014,6,7,4,0,0,2,327,2,3,0,500,0,151,38,2601,7708
9,2021,8,15,2,0,0,3,52,1,1,1,0,500,199,44,2522,9632
5,2011,12,19,16,0,0,2,408,3,0,0,500,250,175,31,1165,14714
9,2012,10,12,16,1,6,4,74,0,0,0,250,2000,153,32,2119,20032
6,2011,6,12,4,0,0,2,566,1,4,0,250,1000,135,22,1588,19006
3,2021,10,15,8,0,0,3,489,0,1,1,0,1000,176,43,1824,23191
9,2022,10,11,16,1,12,4,87,1,2,0,0,250,198,32,1174,19760
5,2017,10,16,16,0,0,3,553,3,0,0,0,1000,168,44,1950,26494
10,2018,12,19,16,0,0,3,471,3,2,0,0,2000,112,28,2239,19035
