marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento,valor
positivo,2019,6,7,2,não,0,1,288,HD,TN,não,1000,0,entrada,7143
razer,2022,10,14,16,não,0,2,411,4K,AMOLED,não,0,2000,premium,23611
dell,2022,6,7,16,sim,12,4,58,FULLHD,OLED,não,0,250,jogos_premium,18039
asus,2021,8,8,64,não,0,3,587,FULLHD,TN,não,0,250,ultraportatil,17375
samsung,2018,4,4,12,sim,6,3,116,4K,OLED,não,0,1000,jogos_intermediarios,10834
huawei,2016,4,5,8,não,0,2,545,4K,OLED,não,0,250,premium,18927
hp,2017,8,11,64,não,0,3,536,FULLHD,VA,não,0,250,ultraportatil,16663
dell,2013,2,4,4,não,0,2,563,HD,TN,não,1000,0,entrada,10846
samsung,2017,8,13,6,não,0,3,167,HD,IPS,não,500,0,entrada,6478
asus,2020,4,6,16,não,0,3,516,QUADHD,OLED,não,0,500,premium,24446
positivo,2023,4,6,2,não,0,3,119,HD,IPS,não,500,125,entrada,5020
asus,2022,10,17,6,não,0,2,385,HD,IPS,não,500,500,entrada,10636
razer,2016,4,5,16,sim,6,3,120,QUADHD,OLED,não,0,2000,jogos_premium,24277
samsung,2015,6,9,8,sim,4,1,132,FULLHD,OLED,não,0,250,jogos_entrada,8785
apple,2023,8,16,8,não,0,2,474,QUADHD,AMOLED,não,0,2000,premium,23923
asus,2020,4,4,4,não,0,3,296,HD,IPS,não,500,0,entrada,6945
apple,2011,4,8,16,não,0,3,580,QUADHD,OLED,não,500,250,premium,24296
xiaomi,2015,6,10,8,não,0,3,426,FULLHD,AMOLED,não,0,500,premium,18290
asus,2018,10,13,32,não,0,2,43,FULLHD,AMOLED,sim,0,500,2em1,8633
apple,2010,4,4,8,não,0,3,487,FULLHD,OLED,não,500,250,premium,17005
lenovo,2023,10,13,4,não,0,2,149,FULLHD,IPS,sim,0,250,2em1,8213
apple,2015,12,20,8,não,0,2,450,FULLHD,OLED,não,0,2000,premium,22929
dell,2011,4,7,8,não,0,2,569,FULLHD,OLED,não,1000,250,ultraportatil,15461
huawei,2022,6,10,16,não,0,2,591,4K,AMOLED,não,0,250,premium,21404
lenovo,2014,10,19,16,sim,4,3,57,FULLHD,IPS,não,0,250,jogos_intermediarios,10034
hp,2014,10,18,12,sim,4,3,65,FULLHD,TN,não,1000,125,jogos_intermediarios,9596
asus,2014,4,5,4,não,0,3,242,FULLHD,AMOLED,sim,0,250,2em1,10127
samsung,2021,12,15,16,sim,6,4,116,QUADHD,IPS,não,0,2000,jogos_intermediarios,11122
dell,2016,10,18,4,não,0,2,34,HD,TN,não,0,500,intermediario,5504
acer,2023,6,10,32,sim,12,4,156,FULLHD,OLED,não,0,250,jogos_premium,16635
dell,2021,10,13,12,sim,6,4,135,FULLHD,IPS,não,0,250,jogos_intermediarios,11626
lenovo,2010,2,3,8,sim,4,4,171,FULLHD,IPS,não,2000,125,jogos_entrada,7368
lenovo,2022,12,19,64,não,0,1,322,HD,OLED,não,0,500,intermediario,12820
dell,2014,4,4,16,sim,6,3,91,4K,AMOLED,não,500,1000,jogos_premium,20908
samsung,2018,12,19,12,sim,4,1,120,FULLHD,VA,não,0,250,jogos_intermediarios,10532
samsung,2013,10,20,16,sim,6,4,63,4K,AMOLED,não,2000,250,jogos_premium,22867
hp,2013,6,6,12,sim,4,2,177,FULLHD,VA,não,2000,125,jogos_entrada,8843
dell,2013,4,4,8,não,0,3,456,4K,OLED,não,250,250,premium,22567
razer,2016,12,19,16,sim,6,2,129,QUADHD,OLED,não,0,250,jogos_premium,13368
dell,2010,4,8,32,sim,6,4,69,4K,OLED,não,500,1000,jogos_premium,23446
xiaomi,2014,12,17,16,não,0,2,473,QUADHD,OLED,não,250,250,premium,17697
lenovo,2011,12,21,16,não,0,3,485,4K,OLED,não,250,250,premium,19495
asus,2023,12,16,32,não,0,3,328,HD,IPS,não,0,1000,intermediario,12696
razer,2020,10,13,16,sim,6,4,98,QUADHD,OLED,não,0,2000,jogos_premium,23233
razer,2014,12,16,32,sim,6,4,46,4K,OLED,não,0,2000,jogos_premium,15833
apple,2022,10,19,8,não,0,2,487,FULLHD,OLED,não,0,1000,premium,16257
samsung,2013,2,4,6,não,0,2,560,FULLHD,VA,não,250,2000,ultraportatil,20457
lenovo,2020,12,17,16,sim,6,4,123,FULLHD,AMOLED,não,0,500,jogos_premium,18524
lenovo,2013,6,11,16,não,0,2,359,FULLHD,AMOLED,sim,2000,250,2em1,14143
asus,2021,12,15,32,não,0,3,380,HD,IPS,não,500,0,intermediario,12345
apple,2022,12,15,16,não,0,2,495,QUADHD,AMOLED,não,0,2000,premium,18843
samsung,2018,8,15,32,não,0,3,547,FULLHD,OLED,não,0,2000,ultraportatil,16768
huawei,2014,10,10,8,não,0,2,550,QUADHD,AMOLED,não,0,2000,premium,25402
hp,2015,10,18,8,sim,2,3,151,FULLHD,OLED,não,0,2000,jogos_entrada,10493
positivo,2020,10,16,32,não,0,3,260,HD,IPS,não,1000,0,entrada,7755
apple,2017,10,12,8,não,0,2,600,QUADHD,OLED,não,0,250,premium,19308
apple,2012,12,12,16,não,0,3,431,4K,OLED,não,2000,250,premium,18518
samsung,2016,6,9,8,não,0,2,435,4K,IPS,sim,0,1000,premium,21269
samsung,2012,10,18,16,sim,6,1,79,FULLHD,IPS,não,1000,500,jogos_intermediarios,10905
xiaomi,2015,12,19,8,não,0,3,495,4K,OLED,não,0,1000,premium,23245
lenovo,2017,6,12,8,não,0,3,511,FULLHD,OLED,não,0,2000,ultraportatil,19865
huawei,2022,6,7,16,não,0,2,486,4K,AMOLED,não,0,250,premium,23866
samsung,2011,10,14,16,sim,6,2,33,QUADHD,OLED,não,2000,1000,jogos_intermediarios,10269
dell,2012,10,12,12,sim,4,2,31,FULLHD,TN,não,2000,500,jogos_intermediarios,8790
positivo,2011,2,3,16,não,0,3,193,HD,IPS,não,2000,0,entrada,6752
acer,2012,4,5,12,sim,4,4,36,QUADHD,TN,não,0,250,jogos_intermediarios,8539
razer,2015,6,7,16,sim,6,2,168,4K,AMOLED,não,0,500,jogos_premium,25134
positivo,2023,10,17,64,não,0,3,140,HD,IPS,não,250,1000,entrada,7577
apple,2018,10,16,8,não,0,3,534,4K,OLED,não,0,1000,premium,17291
lenovo,2022,8,11,16,sim,8,4,198,QUADHD,AMOLED,não,0,2000,jogos_premium,24574
asus,2016,6,9,16,não,0,3,538,FULLHD,AMOLED,sim,0,250,premium,16128
hp,2021,12,12,2,não,0,2,565,FULLHD,IPS,não,0,500,ultraportatil,19745
samsung,2018,6,11,32,não,0,3,275,HD,IPS,não,250,0,entrada,8078
huawei,2012,6,9,8,não,0,2,519,4K,AMOLED,não,250,250,premium,18736
huawei,2017,4,7,8,não,0,3,540,QUADHD,OLED,não,0,250,premium,20789
razer,2010,12,24,8,não,0,2,562,QUADHD,AMOLED,não,500,250,premium,25105
lenovo,2019,8,13,64,não,0,2,120,FULLHD,IPS,sim,0,250,2em1,13336
positivo,2018,4,6,2,não,0,1,155,HD,TN,não,0,250,entrada,5339
lenovo,2017,8,11,16,sim,6,3,61,4K,AMOLED,não,0,2000,jogos_premium,18329
hp,2016,4,7,12,sim,4,1,199,FULLHD,TN,não,0,1000,jogos_entrada,9738
dell,2019,4,5,8,não,0,3,455,FULLHD,AMOLED,sim,0,1000,2em1,14459
huawei,2017,8,14,8,não,0,3,477,QUADHD,OLED,não,0,1000,premium,19406
huawei,2023,12,16,16,não,0,2,440,4K,OLED,não,0,250,premium,20995
lenovo,2015,8,15,12,sim,2,2,132,FULLHD,OLED,não,0,250,jogos_entrada,9067
apple,2018,12,16,16,não,0,2,449,FULLHD,OLED,não,0,2000,premium,21292
hp,2022,8,10,12,sim,2,4,168,FULLHD,TN,não,0,250,jogos_entrada,7668
hp,2022,12,20,12,sim,4,4,133,FULLHD,VA,não,0,1000,jogos_intermediarios,10669
samsung,2018,8,11,12,não,0,2,564,FULLHD,VA,não,0,250,ultraportatil,20534
apple,2017,6,7,8,não,0,2,596,FULLHD,AMOLED,não,0,250,premium,16943
apple,2020,6,8,16,não,0,2,546,QUADHD,AMOLED,não,0,1000,premium,22189
samsung,2021,10,17,12,não,0,3,449,HD,TN,não,500,0,intermediario,12519
acer,2019,8,16,16,não,0,2,455,FULLHD,AMOLED,não,0,250,premium,22352
dell,2012,2,3,8,sim,2,3,33,FULLHD,IPS,não,500,500,jogos_entrada,5832
hp,2017,6,10,64,não,0,2,568,FULLHD,VA,não,0,250,ultraportatil,21130
asus,2018,10,18,2,não,0,2,322,HD,VA,não,1000,0,intermediario,10942
samsung,2017,8,15,16,não,0,2,503,FULLHD,AMOLED,sim,0,1000,premium,17369
positivo,2014,4,4,32,não,0,4,219,HD,IPS,não,250,0,entrada,7369
dell,2011,10,10,16,não,0,3,437,4K,OLED,não,1000,250,premium,20816
positivo,2010,4,7,2,não,0,4,60,HD,IPS,não,250,0,entrada,3841
lenovo,2023,4,4,16,sim,4,4,168,QUADHD,VA,não,0,1000,jogos_intermediarios,11950
xiaomi,2015,4,6,8,não,0,3,523,QUADHD,AMOLED,não,0,250,premium,16989
huawei,2014,8,14,16,não,0,3,425,4K,AMOLED,não,1000,250,premium,16734
asus,2012,4,5,6,não,0,2,541,FULLHD,OLED,não,250,250,ultraportatil,17778
dell,2021,6,9,64,não,0,2,547,HD,IPS,não,250,0,entrada,12424
razer,2021,8,11,8,não,0,3,542,FULLHD,OLED,não,0,250,premium,23851
samsung,2013,4,7,32,sim,6,2,39,QUADHD,AMOLED,não,500,250,jogos_premium,12900
positivo,2023,12,20,16,não,0,2,196,HD,IPS,não,1000,1000,entrada,7211
samsung,2019,8,12,12,não,0,2,502,FULLHD,VA,não,0,1000,ultraportatil,17554
huawei,2021,8,15,8,não,0,2,401,4K,AMOLED,não,0,250,premium,20466
asus,2023,12,24,64,não,0,4,336,HD,TN,não,0,500,intermediario,12977
huawei,2016,12,12,16,não,0,3,562,FULLHD,AMOLED,não,0,2000,premium,18808
razer,2022,6,7,16,não,0,3,424,QUADHD,AMOLED,não,0,500,premium,23596
xiaomi,2021,6,12,8,não,0,3,588,QUADHD,AMOLED,não,0,1000,premium,17128
asus,2020,12,16,32,não,0,1,534,HD,TN,não,2000,0,intermediario,13636
positivo,2016,4,6,2,não,0,1,55,HD,TN,não,0,500,entrada,4436
xiaomi,2023,4,8,8,não,0,3,465,QUADHD,OLED,não,0,1000,premium,19295
hp,2022,10,12,16,sim,8,4,41,QUADHD,VA,não,0,250,jogos_intermediarios,10549
samsung,2023,4,7,64,não,0,3,32,FULLHD,AMOLED,sim,0,500,2em1,8937
acer,2017,6,8,6,não,0,3,419,FULLHD,IPS,sim,0,250,2em1,12259
asus,2011,4,6,8,não,0,3,139,HD,IPS,não,1000,0,entrada,4791
positivo,2015,8,8,2,não,0,2,117,HD,TN,não,1000,0,entrada,5440
dell,2021,6,12,6,não,0,1,140,HD,VA,não,0,250,intermediario,6932
huawei,2018,8,16,16,não,0,2,599,FULLHD,AMOLED,não,0,2000,premium,25139
dell,2019,4,6,12,não,0,1,99,HD,TN,não,1000,0,entrada,5111
huawei,2013,6,9,8,não,0,3,477,FULLHD,OLED,não,250,250,premium,15758
lenovo,2021,10,12,64,não,0,3,540,FULLHD,TN,não,0,1000,ultraportatil,16543
hp,2023,4,6,12,sim,4,4,75,FULLHD,IPS,não,0,500,jogos_entrada,6970
acer,2023,4,8,16,não,0,4,388,HD,IPS,não,250,500,entrada,9575
positivo,2023,6,9,8,não,0,1,287,HD,IPS,não,500,125,entrada,8416
asus,2022,12,22,2,não,0,3,517,FULLHD,VA,não,0,500,ultraportatil,17739
lenovo,2011,2,2,8,sim,4,2,44,FULLHD,TN,não,500,125,jogos_entrada,5082
hp,2015,10,20,12,sim,4,1,197,QUADHD,VA,não,0,500,jogos_intermediarios,12762
samsung,2020,4,4,8,sim,2,4,148,FULLHD,IPS,não,0,1000,jogos_entrada,8105
positivo,2010,4,5,16,não,0,4,106,HD,IPS,não,500,0,entrada,4990
xiaomi,2011,12,17,16,não,0,3,494,QUADHD,AMOLED,não,1000,250,premium,25439
razer,2021,8,9,8,não,0,2,553,FULLHD,AMOLED,não,0,1000,premium,16035
dell,2023,12,15,16,não,0,3,496,4K,AMOLED,não,0,500,premium,24833
lenovo,2018,6,7,12,sim,2,3,108,FULLHD,TN,não,0,2000,jogos_entrada,8750
positivo,2018,4,8,16,não,0,3,247,HD,IPS,não,250,0,entrada,6768
dell,2011,12,12,16,sim,6,2,174,4K,VA,não,0,500,jogos_intermediarios,12203
positivo,2014,10,19,8,não,0,2,134,HD,IPS,não,250,0,entrada,6687
dell,2020,4,5,4,não,0,1,149,HD,TN,não,250,0,entrada,4721
xiaomi,2012,6,12,8,não,0,2,416,FULLHD,AMOLED,não,500,250,premium,15365
asus,2013,4,8,6,não,0,2,48,FULLHD,AMOLED,sim,0,250,2em1,7092
razer,2017,4,8,16,sim,6,3,69,FULLHD,AMOLED,não,0,500,jogos_premium,21857
acer,2010,10,12,12,sim,6,1,117,4K,OLED,não,500,250,jogos_intermediarios,11276
xiaomi,2020,12,24,8,não,0,2,501,FULLHD,OLED,não,0,250,premium,19719
samsung,2020,6,9,16,sim,6,4,79,FULLHD,TN,não,0,250,jogos_intermediarios,9942
apple,2011,12,19,8,não,0,3,433,FULLHD,AMOLED,não,250,250,premium,19176
samsung,2023,10,12,8,não,0,2,539,4K,OLED,não,0,1000,premium,18014
dell,2022,4,5,16,sim,6,4,174,4K,IPS,não,0,2000,jogos_intermediarios,11528
positivo,2014,6,9,2,não,0,4,278,HD,TN,não,0,2000,entrada,7620
razer,2021,10,14,16,sim,6,4,151,4K,OLED,não,0,1000,jogos_premium,24844
xiaomi,2021,8,8,8,não,0,2,519,4K,AMOLED,não,0,2000,premium,26785
hp,2022,8,15,12,sim,4,4,157,FULLHD,IPS,não,0,500,jogos_entrada,9280
hp,2010,10,17,12,sim,6,4,196,QUADHD,IPS,não,500,250,jogos_intermediarios,12553
acer,2015,10,13,12,sim,2,3,194,FULLHD,IPS,não,0,2000,jogos_entrada,10999
samsung,2022,6,12,16,não,0,2,416,FULLHD,IPS,sim,0,250,2em1,15255
acer,2012,4,8,16,não,0,3,59,FULLHD,IPS,sim,500,250,2em1,8827
razer,2018,6,12,16,sim,6,3,71,4K,OLED,não,0,250,jogos_premium,20897
asus,2011,6,10,6,não,0,4,41,HD,OLED,não,2000,0,intermediario,6000
huawei,2020,8,13,8,não,0,2,501,4K,OLED,não,0,250,premium,23728
huawei,2016,6,7,8,não,0,3,460,QUADHD,OLED,não,0,250,premium,19592
razer,2013,4,6,16,não,0,2,599,QUADHD,OLED,não,1000,250,premium,20606
huawei,2014,12,20,16,não,0,2,536,FULLHD,AMOLED,não,500,250,premium,25486
asus,2012,4,5,4,não,0,3,367,HD,IPS,não,1000,0,entrada,8447
hp,2018,6,10,12,sim,6,4,100,QUADHD,TN,não,0,500,jogos_intermediarios,9426
xiaomi,2022,8,10,16,não,0,2,568,4K,AMOLED,não,0,2000,premium,22116
asus,2010,4,8,4,não,0,3,172,FULLHD,AMOLED,sim,1000,250,2em1,11323
apple,2017,10,12,16,não,0,3,462,FULLHD,OLED,não,0,1000,premium,24510
apple,2017,8,12,16,não,0,3,492,QUADHD,OLED,não,0,250,premium,18332
samsung,2018,12,23,32,sim,6,4,155,4K,OLED,não,0,250,jogos_premium,16226
razer,2015,8,8,16,não,0,3,551,4K,OLED,não,0,250,premium,25464
xiaomi,2020,10,11,16,não,0,2,492,QUADHD,AMOLED,não,0,500,premium,19034
huawei,2016,8,16,16,não,0,2,570,QUADHD,OLED,não,0,250,premium,20929
xiaomi,2010,4,4,16,não,0,2,539,FULLHD,AMOLED,não,2000,250,premium,25215
hp,2012,6,9,8,sim,4,1,156,FULLHD,OLED,não,500,125,jogos_entrada,9050
xiaomi,2015,6,8,16,não,0,2,547,QUADHD,AMOLED,não,0,250,premium,16061
asus,2020,8,8,8,não,0,2,562,FULLHD,TN,não,0,250,ultraportatil,16978
samsung,2018,8,12,2,não,0,4,280,HD,IPS,não,0,500,intermediario,8891
lenovo,2023,8,12,12,sim,2,4,38,FULLHD,TN,não,0,250,jogos_entrada,7209
lenovo,2013,12,18,12,sim,6,3,146,FULLHD,OLED,não,500,1000,jogos_intermediarios,13039
apple,2012,8,15,8,não,0,2,483,QUADHD,AMOLED,não,0,250,premium,19357
razer,2020,4,8,16,não,0,2,477,4K,AMOLED,não,0,2000,premium,22548
xiaomi,2022,12,21,8,não,0,2,440,QUADHD,AMOLED,não,0,500,premium,16774
xiaomi,2016,8,8,8,não,0,2,479,4K,OLED,não,0,2000,premium,21998
asus,2013,12,19,16,não,0,2,590,4K,OLED,não,2000,250,premium,18931
asus,2017,6,8,32,não,0,2,582,FULLHD,VA,não,0,250,ultraportatil,20960
huawei,2018,8,13,16,não,0,2,547,4K,OLED,não,0,250,premium,21265
asus,2022,12,14,8,não,0,3,559,FULLHD,VA,não,0,500,ultraportatil,16087
huawei,2020,10,15,8,não,0,3,403,4K,OLED,não,0,250,premium,19089
huawei,2015,8,9,16,não,0,3,451,FULLHD,OLED,não,0,250,premium,14979
positivo,2021,12,14,64,não,0,2,216,HD,IPS,não,1000,0,entrada,8305
razer,2015,10,19,16,não,0,3,435,QUADHD,AMOLED,não,0,250,premium,23451
lenovo,2022,4,4,6,não,0,2,564,FULLHD,VA,não,0,500,ultraportatil,16146
huawei,2022,10,20,8,não,0,3,564,4K,OLED,não,0,500,premium,21019
samsung,2020,10,11,6,não,0,2,510,FULLHD,IPS,não,0,500,ultraportatil,16458
dell,2017,6,9,32,sim,6,4,166,QUADHD,OLED,não,0,500,jogos_premium,21633
dell,2023,8,14,12,sim,2,4,106,FULLHD,OLED,não,0,250,jogos_entrada,9365
apple,2023,12,21,8,não,0,2,556,4K,AMOLED,não,0,250,premium,27214
dell,2017,12,23,32,sim,6,3,87,4K,OLED,não,0,250,jogos_premium,22150
positivo,2021,12,21,64,não,0,4,258,HD,TN,não,0,250,entrada,9000
positivo,2010,2,3,16,não,0,1,222,HD,IPS,não,2000,0,entrada,5968
razer,2020,10,13,8,não,0,2,587,QUADHD,OLED,não,0,1000,premium,26548
acer,2013,2,3,4,não,0,3,282,FULLHD,AMOLED,sim,500,250,2em1,9860
lenovo,2019,4,4,32,não,0,3,332,FULLHD,AMOLED,sim,0,250,2em1,11316
apple,2016,12,18,16,não,0,3,600,FULLHD,AMOLED,não,0,1000,premium,27617
huawei,2014,6,6,8,não,0,3,504,QUADHD,AMOLED,não,2000,250,premium,23507
huawei,2017,10,15,8,não,0,2,494,QUADHD,OLED,não,0,1000,premium,18057
acer,2016,12,13,16,sim,6,1,185,4K,IPS,não,0,1000,jogos_intermediarios,12528
huawei,2020,10,18,16,não,0,2,511,QUADHD,OLED,não,0,500,premium,19025
asus,2022,6,7,8,não,0,3,437,FULLHD,OLED,não,0,250,premium,19804
huawei,2020,6,11,8,não,0,2,421,4K,OLED,não,0,250,premium,16811
acer,2016,6,12,8,sim,4,1,163,FULLHD,IPS,não,0,250,jogos_entrada,9618
apple,2017,12,12,16,não,0,3,558,FULLHD,OLED,não,0,250,premium,23678
hp,2014,10,13,12,não,0,2,502,FULLHD,VA,não,1000,500,ultraportatil,20029
dell,2016,8,15,8,não,0,1,191,HD,VA,não,1000,0,intermediario,8046
apple,2020,10,19,8,não,0,2,407,4K,AMOLED,não,0,1000,premium,21721
razer,2010,12,24,16,não,0,2,522,4K,OLED,não,250,250,premium,19521
apple,2010,4,7,8,não,0,3,565,FULLHD,AMOLED,não,1000,250,premium,20688
acer,2014,8,13,16,não,0,3,510,FULLHD,AMOLED,sim,0,2000,2em1,18315
apple,2018,4,6,8,não,0,3,533,FULLHD,OLED,não,0,250,premium,18578
lenovo,2015,12,16,8,não,0,2,523,FULLHD,AMOLED,não,0,250,premium,21361
asus,2011,6,8,16,não,0,3,278,FULLHD,IPS,sim,0,250,2em1,13594
apple,2020,4,6,8,não,0,2,462,QUADHD,OLED,não,0,2000,premium,18762
xiaomi,2019,4,5,8,não,0,3,433,QUADHD,AMOLED,não,0,250,premium,15049
xiaomi,2020,4,6,8,não,0,2,462,FULLHD,AMOLED,não,0,250,premium,20721
huawei,2013,8,13,16,não,0,2,442,QUADHD,OLED,não,250,250,premium,18070
acer,2020,8,10,6,não,0,2,583,HD,TN,não,250,0,entrada,12140
dell,2019,6,10,12,não,0,2,574,FULLHD,TN,não,0,500,ultraportatil,17578
lenovo,2020,4,8,32,não,0,2,565,FULLHD,IPS,não,0,2000,ultraportatil,18416
asus,2019,12,24,12,não,0,2,333,HD,IPS,não,1000,0,intermediario,11866
asus,2021,8,15,6,não,0,2,528,FULLHD,VA,não,0,2000,ultraportatil,20089
samsung,2022,4,6,8,não,0,2,565,QUADHD,OLED,não,0,500,premium,18783
razer,2015,12,15,32,sim,6,4,68,FULLHD,OLED,não,0,250,jogos_premium,20124
samsung,2019,4,4,64,não,0,3,174,FULLHD,AMOLED,sim,0,250,2em1,12239
apple,2010,12,16,16,não,0,2,498,4K,AMOLED,não,1000,250,premium,23477
dell,2014,4,8,8,não,0,3,507,QUADHD,OLED,não,0,500,premium,20576
acer,2021,10,19,32,sim,6,4,52,4K,OLED,não,0,1000,jogos_premium,15218
xiaomi,2011,6,11,8,não,0,2,435,QUADHD,OLED,não,250,250,premium,17243
positivo,2020,8,9,6,não,0,4,270,HD,IPS,não,250,0,entrada,7517
asus,2021,6,9,6,não,0,3,534,FULLHD,TN,não,0,250,ultraportatil,17493
huawei,2021,12,20,8,não,0,3,484,FULLHD,OLED,não,0,500,premium,20133
asus,2022,8,12,8,não,0,3,536,QUADHD,AMOLED,sim,0,2000,premium,25028
lenovo,2017,6,10,6,não,0,2,333,HD,IPS,não,0,500,entrada,8016
apple,2015,12,17,8,não,0,2,462,FULLHD,OLED,não,0,500,premium,14726
razer,2016,8,8,16,sim,6,2,156,4K,OLED,não,0,250,jogos_premium,16242
huawei,2015,4,5,16,não,0,2,559,QUADHD,OLED,não,0,500,premium,23450
lenovo,2018,6,11,16,sim,4,2,74,FULLHD,IPS,não,0,500,jogos_intermediarios,10038
acer,2011,4,8,16,não,0,3,447,HD,OLED,não,500,0,intermediario,12494
hp,2011,6,10,12,sim,4,4,104,FULLHD,VA,não,0,250,jogos_entrada,7057
samsung,2023,4,5,12,sim,4,4,111,4K,VA,não,0,2000,jogos_intermediarios,12043
dell,2018,8,9,6,não,0,4,410,HD,TN,não,1000,0,entrada,9928
lenovo,2023,6,7,32,não,0,3,582,FULLHD,TN,não,0,250,ultraportatil,19658
xiaomi,2021,10,20,16,não,0,2,530,FULLHD,AMOLED,não,0,1000,premium,16990
positivo,2014,4,5,8,não,0,3,279,HD,IPS,não,1000,0,entrada,7343
xiaomi,2021,12,13,16,não,0,3,482,4K,AMOLED,não,0,250,premium,19250
razer,2015,6,12,8,não,0,3,504,FULLHD,OLED,não,0,1000,premium,16331
asus,2013,2,4,12,não,0,2,100,FULLHD,AMOLED,sim,500,250,2em1,9991
huawei,2013,12,24,8,não,0,3,542,4K,AMOLED,não,500,250,premium,18756
xiaomi,2022,10,19,16,não,0,3,417,4K,AMOLED,não,0,1000,premium,17452
dell,2017,10,17,16,não,0,4,118,HD,VA,não,1000,0,intermediario,8383
apple,2012,6,8,16,não,0,3,492,QUADHD,OLED,não,0,1000,premium,17275
positivo,2010,4,5,2,não,0,1,73,HD,TN,não,0,2000,entrada,4544
lenovo,2022,12,15,16,sim,8,4,190,4K,OLED,não,0,2000,jogos_premium,25961
huawei,2015,4,5,16,não,0,2,497,FULLHD,OLED,não,0,1000,premium,14990
dell,2018,4,5,6,não,0,3,560,FULLHD,OLED,não,0,500,ultraportatil,17323
apple,2013,10,15,16,não,0,3,599,QUADHD,AMOLED,não,500,250,premium,18446
xiaomi,2021,4,6,16,não,0,3,441,QUADHD,AMOLED,não,0,250,premium,15129
hp,2020,6,8,12,não,0,3,537,FULLHD,VA,não,0,250,ultraportatil,15800
positivo,2014,6,9,2,não,0,3,204,HD,IPS,não,1000,0,entrada,6491
lenovo,2013,12,14,16,sim,4,1,87,4K,IPS,não,250,1000,jogos_intermediarios,11711
dell,2010,2,4,4,não,0,4,395,HD,TN,não,500,0,entrada,7916
asus,2022,6,8,8,não,0,2,497,4K,IPS,sim,0,2000,premium,18969
acer,2019,8,8,64,não,0,2,150,FULLHD,AMOLED,sim,0,1000,2em1,12675
lenovo,2010,8,14,12,sim,6,4,196,FULLHD,OLED,não,500,250,jogos_intermediarios,11990
hp,2019,4,6,16,sim,6,4,168,4K,TN,não,0,500,jogos_intermediarios,11386
samsung,2019,6,10,4,não,0,2,413,HD,IPS,não,250,0,entrada,9110
lenovo,2012,4,5,2,não,0,2,585,FULLHD,VA,não,250,125,ultraportatil,16329
huawei,2021,12,17,8,não,0,3,489,QUADHD,AMOLED,não,0,250,premium,16315
dell,2017,12,18,12,sim,4,4,91,QUADHD,TN,não,0,500,jogos_intermediarios,11069
asus,2015,10,14,4,não,0,4,327,HD,TN,não,1000,0,entrada,9041
hp,2019,4,7,16,sim,4,4,152,FULLHD,OLED,não,0,250,jogos_intermediarios,10114
acer,2022,6,7,16,não,0,3,538,4K,AMOLED,não,0,250,premium,21291
positivo,2013,6,12,4,não,0,2,220,HD,IPS,não,1000,0,entrada,7382
samsung,2013,4,7,16,não,0,3,436,QUADHD,IPS,sim,2000,250,premium,17775
hp,2010,10,20,16,sim,6,4,183,QUADHD,OLED,não,500,250,jogos_intermediarios,13603
acer,2018,4,8,16,sim,6,1,104,FULLHD,OLED,não,0,250,jogos_premium,20719
asus,2016,8,13,16,não,0,2,529,FULLHD,VA,não,0,250,ultraportatil,15663
huawei,2013,8,10,16,não,0,3,410,4K,OLED,não,0,250,premium,24275
xiaomi,2018,6,7,16,não,0,2,597,FULLHD,AMOLED,não,0,500,premium,24323
positivo,2016,8,8,2,não,0,2,259,HD,TN,não,500,0,entrada,6409
hp,2010,6,9,16,não,0,2,506,FULLHD,IPS,não,250,1000,ultraportatil,15524
razer,2019,6,9,16,não,0,3,544,FULLHD,OLED,não,0,1000,premium,23532
apple,2019,4,6,16,não,0,2,528,FULLHD,OLED,não,0,250,premium,16288
lenovo,2015,6,6,6,não,0,3,363,FULLHD,IPS,sim,0,500,2em1,11914
apple,2021,4,4,16,não,0,2,442,FULLHD,AMOLED,não,0,250,premium,13694
huawei,2011,12,20,8,não,0,3,485,FULLHD,OLED,não,500,250,premium,19402
samsung,2018,4,5,8,não,0,3,462,FULLHD,AMOLED,sim,0,1000,premium,18854
lenovo,2016,12,15,12,sim,6,2,151,4K,IPS,não,0,500,jogos_intermediarios,10896
dell,2010,12,12,16,sim,6,4,36,4K,AMOLED,não,250,250,jogos_premium,23380
positivo,2023,8,12,12,não,0,4,183,HD,IPS,não,500,250,entrada,6886
xiaomi,2019,10,18,8,não,0,3,533,QUADHD,OLED,não,0,250,premium,19525
razer,2016,10,14,32,sim,6,2,113,4K,OLED,não,0,250,jogos_premium,21704
xiaomi,2023,12,23,16,não,0,3,585,FULLHD,AMOLED,não,0,250,premium,21324
xiaomi,2010,12,18,8,não,0,3,542,FULLHD,OLED,não,2000,250,premium,23821
huawei,2012,10,17,8,não,0,3,440,QUADHD,AMOLED,não,1000,250,premium,23454
acer,2010,2,3,16,não,0,3,504,FULLHD,VA,não,1000,250,ultraportatil,18125
positivo,2010,4,5,12,não,0,4,293,HD,IPS,não,2000,0,entrada,7471
huawei,2015,10,16,16,não,0,2,401,4K,OLED,não,0,250,premium,22547
dell,2023,6,6,8,não,0,3,510,FULLHD,IPS,sim,0,250,premium,19485
