marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento,valor
asus,2015.0,4,6,12,não,0.0,2.0,264.0,HD,IPS,não,250.0,0.0,entrada,6428
lenovo,2020.0,6,11,12,sim,4.0,4.0,67.0,4K,,não,0.0,2000.0,jogos_intermediarios,9876
razer,2015.0,4,6,32,sim,,3.0,,4K,OLED,não,,2000.0,jogos_premium,17498
xiaomi,2014.0,12,24,8,não,0.0,3.0,582.0,4K,OLED,não,,250.0,premium,23675
positivo,2014.0,4,4,32,não,0.0,,184.0,HD,TN,não,1000.0,0.0,entrada,6197
xiaomi,2014.0,6,10,8,não,0.0,,524.0,FULLHD,OLED,não,250.0,250.0,premium,21278
lenovo,2011.0,12,23,16,não,0.0,2.0,419.0,QUADHD,OLED,não,0.0,250.0,premium,18409
apple,2015.0,6,10,8,não,0.0,2.0,469.0,FULLHD,AMOLED,não,0.0,1000.0,premium,19791
samsung,2011.0,6,10,8,não,0.0,2.0,546.0,HD,VA,não,500.0,0.0,intermediario,14221
acer,2016.0,8,9,16,sim,6.0,4.0,199.0,4K,TN,não,0.0,2000.0,jogos_intermediarios,12476
huawei,2012.0,10,12,16,não,,2.0,,FULLHD,,não,1000.0,250.0,premium,24112
huawei,2010.0,12,20,16,não,0.0,3.0,558.0,4K,AMOLED,não,250.0,250.0,premium,23308
lenovo,2014.0,4,5,12,sim,6.0,1.0,130.0,QUADHD,IPS,não,2000.0,1000.0,jogos_intermediarios,10842
hp,2017.0,10,12,12,sim,4.0,3.0,160.0,FULLHD,IPS,não,0.0,500.0,jogos_entrada,8971
huawei,2019.0,4,8,16,não,0.0,3.0,,QUADHD,OLED,não,0.0,2000.0,premium,16972
dell,2011.0,10,17,16,sim,6.0,,44.0,4K,OLED,não,2000.0,250.0,jogos_premium,12309
dell,2016.0,10,19,12,sim,6.0,,67.0,QUADHD,,não,0.0,1000.0,jogos_intermediarios,11633
acer,2021.0,10,15,8,não,,,,QUADHD,OLED,não,0.0,250.0,premium,19132
apple,2020.0,6,7,8,não,0.0,,,4K,AMOLED,não,0.0,2000.0,premium,23026
huawei,2021.0,6,10,16,não,0.0,3.0,592.0,FULLHD,AMOLED,não,0.0,250.0,premium,18932
dell,,8,9,32,sim,,1.0,66.0,4K,OLED,não,250.0,500.0,jogos_premium,19662
positivo,2013.0,6,8,12,não,0.0,4.0,,HD,TN,não,2000.0,0.0,,6980
lenovo,2022.0,10,19,64,não,0.0,1.0,34.0,HD,,não,0.0,250.0,intermediario,8306
apple,2019.0,8,10,8,não,0.0,,527.0,4K,OLED,não,0.0,250.0,premium,22461
xiaomi,2010.0,8,15,8,não,0.0,3.0,548.0,FULLHD,OLED,não,250.0,250.0,premium,18630
apple,2020.0,8,12,8,não,,,421.0,4K,,não,0.0,250.0,premium,21211
dell,2023.0,12,12,32,não,0.0,3.0,212.0,FULLHD,AMOLED,sim,,2000.0,2em1,15142
xiaomi,2012.0,8,12,8,não,0.0,3.0,541.0,QUADHD,OLED,não,1000.0,250.0,premium,22010
positivo,2014.0,6,8,32,não,0.0,,46.0,HD,TN,não,0.0,2000.0,entrada,5168
samsung,2023.0,10,19,32,sim,6.0,,,QUADHD,,não,,250.0,jogos_premium,17820
huawei,2014.0,8,9,8,não,0.0,,,FULLHD,OLED,não,500.0,250.0,premium,22690
acer,2023.0,10,12,16,sim,6.0,4.0,107.0,4K,IPS,não,0.0,2000.0,jogos_intermediarios,12269
samsung,2015.0,10,16,16,sim,4.0,,94.0,4K,TN,não,,2000.0,jogos_intermediarios,11756
lenovo,2011.0,6,7,8,sim,2.0,,,FULLHD,OLED,não,,500.0,,9122
samsung,,4,4,16,não,0.0,3.0,151.0,HD,,não,2000.0,0.0,intermediario,7719
asus,2012.0,4,4,12,não,,3.0,222.0,HD,TN,não,250.0,0.0,entrada,5552
samsung,2016.0,6,12,8,não,0.0,,599.0,QUADHD,AMOLED,não,0.0,2000.0,premium,22287
razer,2021.0,12,12,16,não,0.0,2.0,429.0,4K,OLED,não,0.0,250.0,premium,15187
dell,2021.0,8,13,8,não,0.0,,431.0,FULLHD,IPS,sim,0.0,1000.0,premium,19364
razer,2011.0,12,17,16,não,0.0,,,4K,OLED,não,2000.0,250.0,premium,26659
razer,2013.0,12,16,32,sim,6.0,,197.0,FULLHD,,não,500.0,1000.0,jogos_premium,24240
razer,2011.0,8,8,16,não,0.0,,462.0,FULLHD,AMOLED,não,,250.0,,18638
xiaomi,2019.0,8,15,8,não,0.0,2.0,515.0,FULLHD,OLED,não,0.0,1000.0,premium,24307
dell,2011.0,6,8,8,sim,2.0,1.0,,FULLHD,TN,não,500.0,125.0,jogos_entrada,7405
dell,2013.0,6,7,2,não,0.0,,79.0,HD,TN,não,,0.0,entrada,4949
positivo,2021.0,4,6,64,não,0.0,1.0,144.0,HD,IPS,não,1000.0,0.0,entrada,6399
samsung,2021.0,10,11,16,sim,6.0,,198.0,QUADHD,,não,0.0,2000.0,jogos_premium,16468
xiaomi,2011.0,6,9,8,não,0.0,3.0,441.0,4K,,não,1000.0,250.0,premium,17333
dell,2015.0,12,20,16,não,0.0,3.0,500.0,4K,AMOLED,sim,0.0,1000.0,premium,25065
apple,2018.0,8,16,16,não,0.0,,444.0,4K,OLED,não,0.0,250.0,,23198
asus,2023.0,12,12,6,não,,,,FULLHD,IPS,não,0.0,1000.0,ultraportatil,17776
apple,2011.0,10,12,16,não,0.0,,503.0,QUADHD,AMOLED,não,2000.0,250.0,premium,18849
hp,2010.0,2,2,2,não,0.0,3.0,554.0,FULLHD,VA,não,2000.0,2000.0,ultraportatil,18010
asus,2012.0,6,11,12,não,0.0,,285.0,HD,IPS,não,,0.0,entrada,8143
hp,2021.0,10,13,8,não,,3.0,552.0,FULLHD,TN,não,0.0,2000.0,ultraportatil,16920
xiaomi,2014.0,6,10,8,não,,,517.0,4K,OLED,não,250.0,250.0,premium,21243
acer,2018.0,4,8,4,não,0.0,2.0,543.0,FULLHD,IPS,não,,500.0,ultraportatil,17781
samsung,2012.0,6,6,4,não,0.0,2.0,405.0,FULLHD,IPS,sim,250.0,250.0,2em1,13615
asus,2016.0,10,16,6,não,0.0,2.0,558.0,FULLHD,IPS,sim,0.0,250.0,2em1,16918
dell,2010.0,2,4,12,não,0.0,,,HD,IPS,não,250.0,0.0,entrada,3681
razer,2012.0,4,5,16,não,0.0,,,FULLHD,OLED,não,250.0,250.0,,16251
acer,2013.0,6,12,6,não,0.0,,299.0,HD,VA,não,2000.0,0.0,intermediario,9455
asus,2023.0,12,15,32,não,0.0,4.0,463.0,HD,VA,não,0.0,1000.0,intermediario,13600
apple,2020.0,12,23,16,não,0.0,,487.0,4K,OLED,não,0.0,250.0,premium,22098
samsung,2012.0,6,8,8,não,0.0,3.0,532.0,4K,AMOLED,sim,2000.0,250.0,premium,22561
xiaomi,2022.0,4,5,8,não,0.0,3.0,599.0,FULLHD,OLED,não,0.0,1000.0,premium,19754
dell,2018.0,6,9,4,não,0.0,1.0,421.0,HD,,não,,0.0,entrada,8972
acer,2020.0,4,6,4,não,0.0,,76.0,HD,IPS,não,250.0,0.0,intermediario,5708
hp,2021.0,12,15,64,não,0.0,,,FULLHD,VA,não,0.0,250.0,ultraportatil,19250
huawei,2018.0,4,5,8,não,0.0,,535.0,QUADHD,OLED,não,,500.0,premium,19532
apple,2010.0,6,6,8,não,0.0,3.0,594.0,FULLHD,,não,1000.0,250.0,premium,23487
samsung,2014.0,10,17,2,não,0.0,2.0,115.0,FULLHD,IPS,sim,500.0,250.0,2em1,11534
asus,2017.0,6,10,32,não,0.0,3.0,223.0,HD,,não,500.0,0.0,intermediario,9678
xiaomi,2018.0,8,16,8,não,0.0,,594.0,QUADHD,AMOLED,não,,2000.0,premium,26726
huawei,2018.0,8,14,16,não,0.0,2.0,450.0,FULLHD,AMOLED,não,0.0,250.0,premium,18894
acer,2016.0,6,8,12,sim,,,71.0,4K,OLED,não,0.0,250.0,jogos_intermediarios,9636
dell,2017.0,10,11,32,não,0.0,2.0,549.0,FULLHD,IPS,sim,0.0,500.0,2em1,16506
apple,2020.0,10,10,8,não,,2.0,428.0,QUADHD,AMOLED,não,0.0,250.0,,22581
hp,2021.0,12,17,8,sim,2.0,,195.0,FULLHD,TN,não,0.0,1000.0,jogos_entrada,9849
huawei,2020.0,12,21,8,não,0.0,,429.0,QUADHD,AMOLED,não,0.0,250.0,premium,17658
apple,2011.0,10,11,16,não,0.0,3.0,453.0,FULLHD,OLED,não,250.0,250.0,premium,24283
dell,2013.0,4,7,6,não,0.0,2.0,507.0,FULLHD,IPS,não,,2000.0,ultraportatil,14318
asus,,6,8,6,não,0.0,4.0,,HD,TN,não,1000.0,0.0,intermediario,5405
asus,2021.0,12,22,32,não,,2.0,524.0,FULLHD,IPS,não,0.0,1000.0,ultraportatil,15734
positivo,2014.0,6,10,16,não,0.0,3.0,,HD,IPS,não,0.0,250.0,entrada,6462
positivo,2010.0,2,3,6,não,0.0,,102.0,HD,IPS,não,250.0,0.0,entrada,4634
lenovo,2023.0,6,12,4,não,0.0,2.0,376.0,FULLHD,IPS,sim,0.0,2000.0,2em1,13129
samsung,2023.0,4,6,8,não,0.0,2.0,479.0,QUADHD,OLED,não,0.0,2000.0,premium,20584
xiaomi,2018.0,4,8,16,não,0.0,3.0,429.0,QUADHD,AMOLED,não,,250.0,premium,20289
razer,2019.0,8,9,32,sim,6.0,4.0,101.0,FULLHD,AMOLED,não,0.0,500.0,,21718
huawei,2022.0,4,5,8,não,0.0,,427.0,4K,AMOLED,não,0.0,500.0,premium,15449
razer,2018.0,12,19,8,não,0.0,,,4K,OLED,não,,1000.0,premium,24151
positivo,2013.0,2,3,8,não,0.0,2.0,209.0,HD,TN,não,500.0,0.0,,5773
asus,2017.0,8,16,8,não,0.0,3.0,586.0,4K,OLED,não,0.0,250.0,premium,21691
asus,2014.0,6,7,32,não,0.0,,98.0,FULLHD,AMOLED,sim,250.0,250.0,2em1,10962
apple,2011.0,12,13,8,não,0.0,,,4K,OLED,não,0.0,1000.0,premium,23900
apple,2019.0,10,11,8,não,0.0,2.0,,FULLHD,OLED,não,0.0,250.0,premium,17338
apple,2011.0,6,6,16,não,0.0,3.0,464.0,QUADHD,AMOLED,não,2000.0,250.0,premium,22277
asus,2016.0,4,5,6,não,0.0,3.0,,FULLHD,IPS,sim,0.0,2000.0,2em1,11386
dell,2019.0,8,8,12,não,0.0,2.0,573.0,FULLHD,TN,não,0.0,2000.0,ultraportatil,16719
xiaomi,2016.0,4,4,16,não,0.0,2.0,465.0,FULLHD,,não,0.0,500.0,premium,23902
acer,2019.0,8,12,6,não,0.0,3.0,,FULLHD,,não,0.0,1000.0,ultraportatil,21653
samsung,2013.0,2,4,6,não,0.0,2.0,39.0,FULLHD,IPS,sim,250.0,250.0,2em1,7257
asus,,10,16,12,não,0.0,2.0,528.0,FULLHD,OLED,não,0.0,1000.0,ultraportatil,21183
positivo,2021.0,8,16,12,não,0.0,1.0,,HD,TN,não,250.0,0.0,entrada,8007
razer,2017.0,12,12,8,não,0.0,3.0,465.0,FULLHD,,não,0.0,500.0,premium,21868
lenovo,2012.0,4,5,4,não,0.0,3.0,59.0,FULLHD,AMOLED,sim,0.0,250.0,2em1,8991
apple,2019.0,4,8,8,não,0.0,2.0,474.0,FULLHD,OLED,não,,2000.0,premium,17116
asus,2018.0,10,10,8,não,,3.0,429.0,HD,VA,não,0.0,2000.0,intermediario,13062
positivo,2019.0,4,5,2,não,0.0,3.0,40.0,HD,TN,não,500.0,0.0,entrada,2846
samsung,,12,14,16,sim,,,177.0,QUADHD,OLED,não,0.0,1000.0,jogos_intermediarios,13252
huawei,2010.0,8,13,16,não,0.0,2.0,,4K,OLED,não,2000.0,250.0,premium,16276
xiaomi,2019.0,4,6,8,não,0.0,2.0,569.0,QUADHD,OLED,não,,500.0,premium,16827
positivo,2020.0,10,14,32,não,0.0,3.0,37.0,HD,IPS,não,500.0,0.0,entrada,5336
asus,,6,8,12,não,0.0,2.0,428.0,HD,IPS,não,250.0,0.0,entrada,9939
huawei,2012.0,12,14,16,não,0.0,,416.0,FULLHD,AMOLED,não,0.0,1000.0,premium,19103
razer,2016.0,10,18,32,sim,6.0,,142.0,QUADHD,AMOLED,não,0.0,500.0,jogos_premium,19202
acer,2013.0,2,2,16,não,,1.0,96.0,HD,TN,não,500.0,0.0,intermediario,5420
xiaomi,2013.0,6,10,8,não,0.0,,,FULLHD,AMOLED,não,500.0,250.0,premium,18618
dell,2016.0,6,8,16,não,0.0,2.0,437.0,HD,TN,não,250.0,0.0,intermediario,10810
xiaomi,2015.0,10,19,8,não,0.0,,580.0,QUADHD,AMOLED,não,,1000.0,premium,24741
dell,2017.0,10,16,8,não,0.0,3.0,220.0,FULLHD,AMOLED,sim,0.0,1000.0,2em1,14366
razer,,4,8,8,não,0.0,3.0,578.0,FULLHD,OLED,não,0.0,2000.0,premium,17042
hp,2019.0,12,16,12,sim,6.0,4.0,183.0,FULLHD,,não,0.0,1000.0,jogos_intermediarios,12630
huawei,2022.0,8,11,16,não,,,573.0,4K,OLED,não,0.0,2000.0,premium,17533
apple,2017.0,4,4,16,não,0.0,,,FULLHD,OLED,não,0.0,250.0,premium,18423
razer,2014.0,10,20,16,não,0.0,3.0,443.0,QUADHD,OLED,não,0.0,500.0,premium,17819
razer,2011.0,10,20,8,não,0.0,2.0,564.0,FULLHD,OLED,não,500.0,250.0,premium,25971
razer,2014.0,10,12,16,não,,3.0,541.0,FULLHD,AMOLED,não,250.0,250.0,premium,25608
acer,2023.0,6,9,16,sim,,,72.0,4K,IPS,não,0.0,500.0,jogos_intermediarios,10435
dell,2019.0,4,5,12,sim,4.0,4.0,139.0,FULLHD,OLED,não,0.0,500.0,jogos_entrada,9419
apple,2010.0,4,5,8,não,0.0,2.0,598.0,4K,OLED,não,0.0,250.0,premium,22805
samsung,2012.0,10,15,16,sim,6.0,2.0,116.0,4K,TN,não,2000.0,2000.0,jogos_intermediarios,13044
acer,2017.0,8,15,6,não,,,86.0,FULLHD,AMOLED,sim,0.0,250.0,2em1,8479
lenovo,2011.0,6,10,12,sim,4.0,1.0,,FULLHD,TN,não,0.0,2000.0,jogos_entrada,9147
lenovo,2014.0,10,20,8,não,0.0,3.0,434.0,QUADHD,OLED,não,2000.0,250.0,,15870
xiaomi,2016.0,4,4,8,não,0.0,2.0,509.0,QUADHD,AMOLED,não,0.0,1000.0,premium,24552
hp,2020.0,8,16,16,não,0.0,,592.0,FULLHD,VA,não,0.0,1000.0,ultraportatil,21635
lenovo,2018.0,10,18,8,não,0.0,3.0,386.0,FULLHD,AMOLED,sim,0.0,1000.0,2em1,14711
positivo,2014.0,6,6,8,não,0.0,1.0,239.0,HD,IPS,não,500.0,0.0,entrada,6195
apple,2016.0,4,6,8,não,0.0,3.0,,4K,OLED,não,0.0,500.0,premium,20212
xiaomi,2011.0,6,12,16,não,,,487.0,4K,OLED,não,0.0,2000.0,,20788
lenovo,2018.0,4,7,12,não,,2.0,,FULLHD,IPS,sim,0.0,1000.0,2em1,11385
xiaomi,2020.0,10,15,8,não,0.0,2.0,,QUADHD,AMOLED,não,0.0,1000.0,premium,21403
hp,,10,19,12,sim,6.0,4.0,181.0,QUADHD,IPS,não,0.0,250.0,,11898
samsung,2012.0,2,4,6,não,0.0,2.0,595.0,FULLHD,IPS,não,1000.0,250.0,ultraportatil,15748
xiaomi,2022.0,6,9,16,não,0.0,3.0,437.0,QUADHD,AMOLED,não,0.0,500.0,,17591
dell,2022.0,4,4,16,não,0.0,,581.0,FULLHD,AMOLED,sim,0.0,500.0,2em1,17156
dell,2023.0,12,23,16,sim,,,36.0,QUADHD,TN,não,0.0,250.0,jogos_intermediarios,9318
lenovo,2013.0,4,8,8,não,0.0,,451.0,QUADHD,OLED,não,250.0,250.0,premium,23181
dell,2020.0,4,6,16,não,,3.0,523.0,FULLHD,,não,,2000.0,premium,25940
dell,2016.0,4,7,8,sim,2.0,4.0,,FULLHD,VA,não,,500.0,jogos_entrada,7782
xiaomi,2016.0,4,6,16,não,0.0,2.0,508.0,QUADHD,AMOLED,não,0.0,1000.0,premium,24887
samsung,2019.0,8,15,16,sim,4.0,4.0,,FULLHD,,não,0.0,1000.0,jogos_intermediarios,11235
samsung,2012.0,6,12,8,não,0.0,,445.0,4K,OLED,não,500.0,250.0,,24442
lenovo,2018.0,10,12,16,não,0.0,,585.0,4K,AMOLED,não,0.0,2000.0,premium,26263
asus,2019.0,8,15,16,não,0.0,3.0,595.0,FULLHD,VA,não,0.0,1000.0,ultraportatil,17013
asus,2021.0,6,11,16,não,0.0,4.0,,HD,TN,não,250.0,0.0,entrada,7132
dell,2023.0,10,20,32,sim,6.0,4.0,200.0,4K,AMOLED,não,0.0,1000.0,,17130
huawei,2019.0,8,8,16,não,0.0,2.0,560.0,QUADHD,OLED,não,,250.0,premium,15780
hp,2016.0,10,17,16,sim,4.0,,135.0,QUADHD,TN,não,0.0,250.0,jogos_intermediarios,9927
hp,2016.0,6,7,8,sim,,,123.0,FULLHD,IPS,não,0.0,250.0,jogos_entrada,6932
asus,2010.0,6,9,16,não,0.0,,478.0,FULLHD,IPS,sim,500.0,250.0,premium,22906
asus,2020.0,6,11,12,não,,2.0,146.0,FULLHD,IPS,sim,0.0,500.0,2em1,10096
samsung,2021.0,6,12,12,não,0.0,2.0,513.0,FULLHD,IPS,não,0.0,500.0,ultraportatil,18432
hp,2023.0,12,24,16,sim,8.0,4.0,98.0,4K,OLED,não,0.0,2000.0,jogos_intermediarios,13395
samsung,2023.0,10,11,32,sim,12.0,4.0,182.0,QUADHD,AMOLED,não,0.0,250.0,jogos_premium,18787
samsung,2022.0,10,18,8,não,0.0,3.0,460.0,4K,AMOLED,não,0.0,500.0,premium,17875
lenovo,2020.0,8,9,12,sim,4.0,,125.0,QUADHD,OLED,não,0.0,2000.0,,12463
xiaomi,2011.0,4,5,16,não,0.0,3.0,477.0,4K,OLED,não,1000.0,250.0,premium,21278
asus,2021.0,10,19,6,não,0.0,2.0,250.0,HD,IPS,não,250.0,0.0,intermediario,9892
huawei,2016.0,8,15,8,não,0.0,2.0,499.0,QUADHD,OLED,não,0.0,2000.0,premium,16694
razer,2017.0,12,22,16,sim,6.0,2.0,115.0,FULLHD,OLED,não,0.0,2000.0,jogos_premium,23631
apple,2013.0,6,9,8,não,0.0,3.0,,QUADHD,,não,500.0,250.0,premium,19275
razer,2014.0,10,16,16,sim,,,,QUADHD,AMOLED,não,500.0,500.0,jogos_premium,17934
asus,2014.0,10,20,16,não,0.0,3.0,,FULLHD,IPS,sim,2000.0,250.0,2em1,12957
hp,2015.0,10,16,8,sim,4.0,,71.0,FULLHD,OLED,não,0.0,500.0,jogos_entrada,8608
hp,2020.0,12,23,12,sim,2.0,4.0,129.0,FULLHD,,não,,2000.0,jogos_entrada,10755
positivo,2023.0,6,8,2,não,0.0,,260.0,HD,IPS,não,,1000.0,entrada,8322
acer,2020.0,8,12,16,sim,6.0,,,FULLHD,OLED,não,0.0,1000.0,,22890
dell,2010.0,4,8,6,não,0.0,3.0,,HD,TN,não,250.0,0.0,entrada,9175
hp,2022.0,10,20,16,sim,6.0,,30.0,4K,OLED,não,0.0,500.0,jogos_intermediarios,10990
dell,2016.0,10,15,12,não,0.0,,558.0,FULLHD,OLED,não,0.0,1000.0,,18999
dell,2010.0,6,11,6,não,0.0,2.0,147.0,HD,OLED,não,2000.0,0.0,intermediario,8032
lenovo,2013.0,6,8,8,sim,4.0,1.0,77.0,FULLHD,VA,não,,2000.0,jogos_entrada,8002
asus,2022.0,12,17,8,não,0.0,2.0,425.0,FULLHD,IPS,sim,0.0,250.0,2em1,13953
dell,2022.0,4,6,8,não,0.0,,,FULLHD,IPS,não,0.0,1000.0,ultraportatil,13839
dell,2013.0,12,19,8,não,0.0,,593.0,FULLHD,OLED,não,250.0,250.0,premium,20195
huawei,2012.0,6,11,16,não,0.0,2.0,433.0,4K,OLED,não,250.0,250.0,premium,23814
lenovo,2017.0,4,7,8,não,0.0,2.0,532.0,4K,OLED,não,0.0,2000.0,premium,21316
samsung,2022.0,10,10,32,sim,6.0,4.0,,QUADHD,OLED,não,0.0,250.0,jogos_premium,22081
huawei,2011.0,10,16,8,não,0.0,3.0,556.0,FULLHD,OLED,não,250.0,250.0,premium,22465
huawei,2023.0,8,10,8,não,0.0,,521.0,QUADHD,AMOLED,não,,500.0,premium,20712
apple,2017.0,4,4,16,não,,,423.0,4K,OLED,não,0.0,2000.0,premium,24518
samsung,2011.0,6,12,6,não,0.0,1.0,317.0,HD,,não,500.0,0.0,entrada,8519
asus,2018.0,4,4,16,não,0.0,2.0,583.0,4K,IPS,sim,0.0,250.0,premium,16851
asus,,4,8,12,não,0.0,1.0,209.0,HD,VA,não,0.0,250.0,intermediario,8058
acer,2015.0,8,10,16,não,0.0,2.0,559.0,FULLHD,OLED,não,0.0,1000.0,ultraportatil,19074
positivo,2010.0,2,4,2,não,0.0,3.0,,HD,IPS,não,1000.0,0.0,entrada,5606
acer,2013.0,2,4,4,não,,,310.0,HD,TN,não,0.0,1000.0,intermediario,9620
acer,,6,6,12,sim,2.0,3.0,106.0,FULLHD,TN,não,0.0,2000.0,jogos_entrada,7744
razer,2016.0,8,12,8,não,0.0,,554.0,QUADHD,,não,0.0,250.0,premium,25909
apple,2013.0,4,7,16,não,0.0,3.0,,QUADHD,OLED,não,0.0,1000.0,premium,16282
asus,2022.0,6,11,12,não,0.0,3.0,310.0,HD,IPS,não,1000.0,250.0,,8104
razer,2010.0,8,10,8,não,0.0,3.0,,FULLHD,,não,,1000.0,premium,24506
dell,2023.0,10,17,8,sim,2.0,4.0,78.0,FULLHD,OLED,não,0.0,1000.0,jogos_entrada,9411
xiaomi,2022.0,10,18,16,não,,3.0,426.0,QUADHD,AMOLED,não,0.0,500.0,premium,15218
hp,2013.0,4,5,12,sim,2.0,,157.0,FULLHD,VA,não,1000.0,2000.0,jogos_entrada,9681
apple,2013.0,6,11,16,não,0.0,2.0,,QUADHD,OLED,não,250.0,250.0,premium,23774
asus,2011.0,12,22,8,não,0.0,,591.0,FULLHD,OLED,não,2000.0,250.0,premium,25143
positivo,2015.0,6,11,2,não,0.0,,,HD,TN,não,0.0,1000.0,entrada,4023
positivo,2016.0,6,10,8,não,0.0,,,HD,IPS,não,1000.0,0.0,entrada,6937
lenovo,2014.0,4,7,16,não,0.0,,,QUADHD,,não,,250.0,premium,20284
hp,2010.0,4,5,16,sim,6.0,,,QUADHD,TN,não,0.0,250.0,jogos_intermediarios,10137
asus,2012.0,6,6,6,não,0.0,4.0,266.0,HD,IPS,não,2000.0,0.0,,7299
huawei,2023.0,10,10,16,não,0.0,2.0,575.0,FULLHD,OLED,não,0.0,250.0,premium,21816
asus,2022.0,12,21,6,não,0.0,,489.0,HD,TN,não,0.0,500.0,intermediario,13700
razer,2018.0,8,9,32,sim,,4.0,,4K,AMOLED,não,0.0,250.0,jogos_premium,22446
asus,2010.0,6,9,16,não,0.0,,587.0,4K,OLED,não,1000.0,250.0,premium,16762
lenovo,2016.0,10,14,16,sim,4.0,2.0,89.0,FULLHD,IPS,não,0.0,250.0,jogos_intermediarios,10442
lenovo,2022.0,4,4,8,não,0.0,2.0,521.0,4K,AMOLED,não,0.0,250.0,premium,23738
positivo,2011.0,6,9,4,não,0.0,,116.0,HD,IPS,não,1000.0,0.0,entrada,4843
asus,2011.0,2,2,4,não,0.0,3.0,68.0,FULLHD,IPS,sim,1000.0,250.0,2em1,8474
dell,2016.0,8,16,32,não,0.0,3.0,,HD,IPS,não,0.0,250.0,entrada,5953
samsung,2023.0,6,10,12,sim,4.0,,157.0,FULLHD,TN,não,0.0,2000.0,,9070
asus,2012.0,4,7,12,não,0.0,3.0,427.0,HD,OLED,não,250.0,0.0,intermediario,12716
xiaomi,2010.0,12,21,16,não,0.0,3.0,405.0,FULLHD,,não,250.0,250.0,premium,16183
lenovo,2021.0,8,12,2,não,0.0,1.0,489.0,HD,TN,não,1000.0,0.0,intermediario,12679
xiaomi,2010.0,8,9,8,não,0.0,3.0,,QUADHD,OLED,não,2000.0,250.0,premium,25024
samsung,2012.0,6,6,16,não,,,86.0,FULLHD,AMOLED,sim,,250.0,2em1,11566
lenovo,2018.0,8,11,8,não,0.0,,564.0,4K,OLED,não,0.0,250.0,premium,25658
razer,2017.0,12,16,16,sim,6.0,4.0,34.0,4K,OLED,não,0.0,250.0,jogos_premium,18753
lenovo,2011.0,6,7,16,não,0.0,4.0,66.0,HD,,não,2000.0,0.0,intermediario,6644
lenovo,2016.0,10,10,16,sim,,3.0,,QUADHD,,não,0.0,250.0,jogos_intermediarios,9899
acer,2023.0,6,11,16,sim,8.0,,184.0,QUADHD,VA,não,0.0,1000.0,jogos_intermediarios,12249
razer,2018.0,12,13,32,sim,6.0,3.0,106.0,FULLHD,OLED,não,0.0,500.0,jogos_premium,14047
dell,2014.0,10,13,16,sim,6.0,3.0,87.0,QUADHD,OLED,não,500.0,500.0,,14446
lenovo,2013.0,10,18,12,sim,6.0,3.0,156.0,QUADHD,VA,não,1000.0,2000.0,jogos_intermediarios,11986
xiaomi,2020.0,4,5,8,não,0.0,2.0,584.0,4K,OLED,não,0.0,250.0,premium,21058
hp,2015.0,6,6,8,sim,2.0,,164.0,FULLHD,,não,0.0,2000.0,jogos_entrada,10146
asus,2010.0,6,12,12,não,0.0,,486.0,HD,IPS,não,500.0,0.0,entrada,11132
dell,2018.0,10,16,16,sim,6.0,,103.0,QUADHD,OLED,não,0.0,1000.0,jogos_premium,16895
asus,2023.0,8,11,16,não,0.0,3.0,516.0,4K,AMOLED,sim,0.0,2000.0,premium,22697
lenovo,2020.0,10,13,8,não,0.0,2.0,324.0,FULLHD,IPS,sim,0.0,1000.0,2em1,12561
dell,2020.0,12,13,8,não,0.0,3.0,572.0,QUADHD,IPS,sim,,500.0,premium,25197
xiaomi,2018.0,10,13,16,não,0.0,3.0,577.0,FULLHD,AMOLED,não,0.0,250.0,premium,19511
xiaomi,2011.0,10,11,16,não,0.0,3.0,,QUADHD,OLED,não,500.0,250.0,premium,15160
positivo,2023.0,10,19,4,não,0.0,1.0,43.0,HD,,não,500.0,1000.0,entrada,4973
samsung,2016.0,4,7,8,não,0.0,2.0,571.0,FULLHD,VA,não,0.0,2000.0,,17801
xiaomi,2012.0,4,7,8,não,0.0,2.0,,QUADHD,AMOLED,não,500.0,250.0,premium,21458
razer,2017.0,6,12,16,não,0.0,2.0,421.0,FULLHD,AMOLED,não,0.0,250.0,premium,16130
positivo,2021.0,4,7,12,não,0.0,2.0,,HD,TN,não,1000.0,0.0,entrada,5659
dell,2015.0,10,11,6,não,0.0,2.0,518.0,FULLHD,VA,não,0.0,250.0,ultraportatil,18692
samsung,2017.0,6,12,2,não,0.0,3.0,271.0,FULLHD,AMOLED,sim,,500.0,,12808
hp,2017.0,4,4,64,não,0.0,2.0,535.0,FULLHD,IPS,não,0.0,500.0,ultraportatil,20539
asus,2018.0,6,7,8,não,,,,4K,AMOLED,não,0.0,250.0,premium,20900
apple,2012.0,4,7,16,não,0.0,,566.0,4K,OLED,não,250.0,250.0,premium,22921
razer,2012.0,6,12,32,sim,6.0,4.0,109.0,QUADHD,,não,1000.0,1000.0,jogos_premium,20813
razer,2022.0,10,17,16,sim,8.0,,33.0,4K,AMOLED,não,,2000.0,jogos_premium,18347
hp,2015.0,6,10,8,não,0.0,2.0,586.0,FULLHD,VA,não,0.0,500.0,ultraportatil,20680
asus,2023.0,10,12,16,não,,,421.0,HD,TN,não,500.0,125.0,entrada,10524
