idade,emprego,estado_civil,educacao,casa,emprestimo,contatos,mes,dia,tempo_conta,anonimizado_1,anonimizado_2,anonimizado_3,anonimizado_4,anonimizado_5,anonimizado_6,anonimizado_7,anonimizado_8,anonimizado_9,anonimizado_10,anonimizado_11,aceitou_proposta
55,retired,married,professional.course,yes,no,cellular,jul,fri,1031.0,17244,no,8,999,0,,1.4,93.918,-42.7,4.962,5228.1,yes
30,admin.,married,university.degree,yes,no,cellular,apr,thu,243.0,28017,no,3,999,0,,-1.8,93.075,-47.1,1.483,5099.1,yes
32,admin.,single,university.degree,yes,no,cellular,mar,mon,285.0,27952,no,8,999,0,,-1.8,92.843,-50.0,1.52,5099.1,yes
26,student,single,high.school,no,no,cellular,jul,tue,235.0,40274,no,1,999,1,failure,-1.7,94.215,-40.3,0.893,4991.6,no
35,admin.,married,university.degree,no,no,cellular,jul,thu,951.0,40164,no,2,6,1,success,-1.7,94.215,-40.3,0.846,4991.6,yes
60,admin.,married,university.degree,yes,no,telephone,jul,thu,363.0,36953,no,1,999,0,,-2.9,92.469,-33.6,1.072,5076.2,yes
48,entrepreneur,married,university.degree,no,no,cellular,apr,thu,327.0,30372,no,2,999,0,,-1.8,93.075,-47.1,1.365,5099.1,yes
46,technician,divorced,professional.course,yes,no,cellular,aug,thu,81.0,23483,no,6,999,0,,1.4,93.444,-36.1,4.962,5228.1,no
36,entrepreneur,divorced,university.degree,yes,no,cellular,nov,mon,160.0,24256,no,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
43,unemployed,single,unknown,yes,no,cellular,nov,thu,87.0,26971,no,3,999,0,,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
29,technician,single,high.school,no,no,telephone,may,mon,171.0,5710,no,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
36,unknown,single,basic.6y,no,no,telephone,jun,wed,878.0,9792,unknown,3,999,0,,1.4,94.465,-41.8,4.959,5228.1,yes
42,blue-collar,married,basic.6y,yes,yes,cellular,mar,tue,185.0,39217,no,1,7,3,failure,-1.8,93.369,-34.8,0.652,5008.7,yes
36,self-employed,single,university.degree,yes,no,cellular,nov,mon,69.0,38606,no,4,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,no
50,admin.,single,university.degree,unknown,unknown,cellular,jul,wed,623.0,16708,no,3,999,0,,1.4,93.918,-42.7,4.963,5228.1,no
37,technician,married,professional.course,yes,no,telephone,jun,thu,683.0,11346,no,2,999,0,,1.4,94.465,-41.8,4.961,5228.1,yes
27,admin.,married,university.degree,no,no,telephone,may,wed,191.0,6868,no,5,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
69,retired,married,basic.6y,yes,no,cellular,nov,thu,355.0,38679,no,3,999,0,,-3.4,92.649,-30.1,0.716,5017.5,yes
52,blue-collar,married,basic.4y,no,yes,telephone,may,mon,79.0,3896,no,19,999,0,,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
45,blue-collar,married,basic.4y,no,no,cellular,jul,tue,791.0,14477,unknown,5,999,0,,1.4,93.918,-42.7,4.961,5228.1,yes
37,admin.,married,university.degree,yes,yes,cellular,apr,thu,214.0,39456,no,1,999,0,,-1.8,93.749,-34.6,0.644,5008.7,yes
43,blue-collar,married,basic.9y,no,no,telephone,may,fri,1500.0,7550,unknown,2,999,0,,1.1,93.994,-36.4,4.864,5191.0,yes
51,technician,married,high.school,no,no,cellular,nov,mon,198.0,24649,no,2,999,0,,-0.1,93.2,-42.0,4.191,5195.8,no
43,blue-collar,single,basic.9y,yes,no,telephone,may,wed,112.0,6471,no,7,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
46,admin.,single,university.degree,yes,yes,cellular,jul,tue,62.0,17695,no,7,999,0,,1.4,93.918,-42.7,4.961,5228.1,no
57,technician,single,high.school,yes,no,cellular,aug,mon,72.0,20131,no,2,999,0,,1.4,93.444,-36.1,4.965,5228.1,no
34,blue-collar,married,basic.9y,no,no,telephone,may,fri,344.0,3819,no,4,999,0,,1.1,93.994,-36.4,4.859,5191.0,no
39,blue-collar,single,basic.9y,no,no,cellular,may,mon,583.0,32814,no,2,999,0,,-1.8,92.893,-46.2,1.2990000000000002,5099.1,yes
47,technician,married,professional.course,no,no,telephone,may,fri,,7721,no,3,999,0,,1.1,93.994,-36.4,4.864,5191.0,no
35,admin.,married,high.school,yes,no,cellular,jul,fri,794.0,13836,unknown,1,999,0,,1.4,93.918,-42.7,4.963,5228.1,yes
58,retired,married,basic.4y,no,no,cellular,jul,wed,1014.0,13431,no,1,999,0,,1.4,93.918,-42.7,4.962,5228.1,yes
51,blue-collar,married,basic.4y,unknown,unknown,telephone,aug,tue,480.0,21761,no,1,999,0,,1.4,93.444,-36.1,4.963,5228.1,yes
31,admin.,single,university.degree,yes,no,cellular,aug,thu,202.0,22272,no,2,999,0,,1.4,93.444,-36.1,4.963,5228.1,no
31,technician,married,professional.course,yes,no,cellular,nov,thu,144.0,26796,no,2,999,0,,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
26,student,single,high.school,yes,yes,cellular,apr,fri,888.0,39505,no,1,6,2,success,-1.8,93.749,-34.6,0.645,5008.7,yes
51,blue-collar,married,high.school,yes,no,cellular,may,wed,809.0,34025,no,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
31,technician,married,university.degree,no,no,telephone,may,mon,95.0,3987,no,1,999,0,,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
46,blue-collar,married,professional.course,yes,no,cellular,may,wed,410.0,39732,no,1,999,0,,-1.8,93.876,-40.0,0.6970000000000001,5008.7,yes
24,services,single,high.school,yes,no,cellular,apr,tue,1594.0,28481,no,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,yes
32,technician,married,university.degree,yes,no,cellular,aug,mon,151.0,18959,no,1,999,0,,1.4,93.444,-36.1,4.97,5228.1,no
48,admin.,divorced,high.school,no,no,telephone,jun,wed,314.0,9854,no,1,999,0,,1.4,94.465,-41.8,4.959,5228.1,no
34,blue-collar,married,basic.9y,yes,no,cellular,apr,mon,151.0,29630,no,2,999,0,,-1.8,93.075,-47.1,1.405,5099.1,no
33,admin.,single,professional.course,no,no,telephone,jun,thu,104.0,8764,no,1,999,0,,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
33,technician,single,professional.course,no,yes,cellular,aug,fri,100.0,19900,no,5,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
64,retired,married,high.school,no,no,cellular,aug,tue,301.0,37667,unknown,1,999,1,failure,-2.9,92.201,-31.4,0.8590000000000001,5076.2,yes
52,management,married,basic.6y,no,no,cellular,nov,mon,209.0,38633,no,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,yes
33,services,single,high.school,yes,no,cellular,jul,tue,714.0,16045,no,1,999,0,,1.4,93.918,-42.7,4.961,5228.1,yes
68,retired,married,university.degree,no,no,cellular,mar,wed,,27866,no,1,999,0,,-1.8,92.843,-50.0,1.602,5099.1,yes
29,unemployed,divorced,university.degree,yes,no,cellular,jul,mon,148.0,12393,no,2,999,0,,1.4,93.918,-42.7,4.96,5228.1,no
54,housemaid,divorced,unknown,yes,no,telephone,may,wed,96.0,771,no,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
44,services,married,high.school,yes,no,telephone,may,thu,1263.0,3436,unknown,2,999,0,,1.1,93.994,-36.4,4.86,5191.0,yes
44,technician,single,university.degree,no,no,cellular,nov,thu,284.0,26232,no,1,999,0,,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
33,admin.,divorced,high.school,no,no,telephone,may,tue,190.0,4622,no,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
28,blue-collar,single,high.school,no,yes,cellular,apr,thu,333.0,28035,no,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no
36,admin.,married,university.degree,no,no,cellular,oct,fri,342.0,38356,no,1,999,2,failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5,yes
27,blue-collar,single,basic.9y,no,no,cellular,jul,tue,169.0,14435,no,2,999,0,,1.4,93.918,-42.7,4.961,5228.1,no
51,blue-collar,married,basic.4y,unknown,unknown,telephone,may,mon,162.0,4066,no,1,999,0,,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
36,blue-collar,married,high.school,yes,no,cellular,may,fri,154.0,32147,no,1,999,0,,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
60,admin.,married,university.degree,no,no,telephone,jun,wed,1574.0,11081,no,3,999,0,,1.4,94.465,-41.8,4.962,5228.1,yes
59,blue-collar,married,basic.4y,no,no,telephone,may,mon,24.0,2045,unknown,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
43,technician,married,university.degree,unknown,unknown,cellular,may,tue,426.0,33294,unknown,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,yes
54,management,divorced,university.degree,no,no,telephone,may,mon,288.0,2059,no,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
50,housemaid,married,unknown,yes,no,telephone,jun,thu,167.0,11318,no,2,999,0,,1.4,94.465,-41.8,4.961,5228.1,no
31,admin.,single,university.degree,yes,no,cellular,aug,fri,,19962,no,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
38,technician,single,professional.course,yes,no,cellular,may,thu,855.0,31657,no,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,yes
35,technician,single,unknown,no,no,cellular,may,thu,745.0,34382,no,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
59,retired,divorced,high.school,no,no,cellular,may,thu,97.0,31844,unknown,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
39,technician,married,university.degree,no,yes,cellular,nov,tue,1437.0,25239,no,2,999,0,,-0.1,93.2,-42.0,4.1530000000000005,5195.8,yes
31,self-employed,single,university.degree,no,no,cellular,apr,thu,210.0,39547,no,1,999,0,,-1.8,93.749,-34.6,0.659,5008.7,yes
37,self-employed,single,university.degree,yes,no,cellular,apr,thu,270.0,30269,no,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
43,services,married,high.school,yes,yes,cellular,jul,mon,1212.0,15796,no,1,999,0,,1.4,93.918,-42.7,4.96,5228.1,yes
35,admin.,single,high.school,yes,no,telephone,jun,wed,93.0,10009,unknown,3,999,0,,1.4,94.465,-41.8,4.959,5228.1,no
35,management,married,university.degree,yes,yes,cellular,apr,thu,435.0,30339,no,1,999,0,,-1.8,93.075,-47.1,1.365,5099.1,yes
42,services,married,professional.course,yes,no,telephone,may,thu,813.0,1166,no,1,999,0,,1.1,93.994,-36.4,4.855,5191.0,yes
45,housemaid,single,basic.9y,yes,no,telephone,jun,mon,113.0,9489,no,1,999,0,,1.4,94.465,-41.8,4.961,5228.1,no
43,management,married,university.degree,yes,no,cellular,may,wed,124.0,31187,no,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
26,blue-collar,married,basic.4y,no,no,telephone,jun,fri,25.0,11591,no,5,999,0,,1.4,94.465,-41.8,4.959,5228.1,no
52,services,married,high.school,no,no,telephone,may,wed,91.0,4920,no,3,999,0,,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
58,retired,married,unknown,yes,no,telephone,jul,mon,22.0,17398,unknown,1,999,0,,1.4,93.918,-42.7,4.962,5228.1,no
37,technician,single,university.degree,no,no,telephone,may,wed,494.0,4731,no,2,999,0,,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
28,blue-collar,single,high.school,no,no,telephone,jun,thu,1017.0,11304,no,1,999,0,,1.4,94.465,-41.8,4.961,5228.1,no
34,admin.,single,university.degree,no,no,cellular,may,mon,283.0,35502,no,1,999,0,,-1.8,92.893,-46.2,1.244,5099.1,no
42,technician,divorced,professional.course,yes,no,cellular,apr,tue,157.0,28213,no,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,no
57,blue-collar,married,basic.4y,yes,no,telephone,jul,thu,305.0,16868,no,1,999,0,,1.4,93.918,-42.7,4.962,5228.1,no
46,technician,divorced,professional.course,yes,no,cellular,may,mon,431.0,35614,no,1,999,0,,-1.8,92.893,-46.2,1.244,5099.1,yes
37,blue-collar,married,basic.6y,no,no,cellular,oct,thu,128.0,38318,no,2,6,3,failure,-3.4,92.431,-26.9,0.74,5017.5,yes
39,blue-collar,married,basic.9y,no,no,cellular,may,fri,69.0,32392,unknown,4,999,0,,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
47,admin.,married,high.school,yes,no,cellular,aug,wed,,19334,unknown,2,999,0,,1.4,93.444,-36.1,4.967,5228.1,no
56,management,married,university.degree,yes,no,telephone,jul,thu,188.0,12227,no,1,999,0,,1.4,93.918,-42.7,4.966,5228.1,no
36,blue-collar,married,basic.9y,yes,no,cellular,jul,thu,217.0,13529,unknown,1,999,0,,1.4,93.918,-42.7,4.963,5228.1,no
37,technician,married,professional.course,yes,no,telephone,may,tue,657.0,4516,no,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
39,admin.,married,high.school,yes,no,telephone,may,tue,514.0,2494,unknown,5,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
31,student,single,unknown,yes,no,cellular,aug,thu,375.0,40401,no,2,999,0,,-1.7,94.027,-38.3,0.904,4991.6,yes
37,management,married,university.degree,no,no,cellular,apr,mon,666.0,29750,no,1,999,0,,-1.8,93.075,-47.1,1.405,5099.1,no
58,housemaid,single,professional.course,no,no,cellular,apr,mon,158.0,39430,no,2,6,2,success,-1.8,93.749,-34.6,0.642,5008.7,no
39,admin.,married,unknown,no,no,cellular,nov,mon,66.0,24343,no,1,999,0,,-0.1,93.2,-42.0,4.191,5195.8,no
51,management,married,university.degree,yes,no,cellular,aug,tue,249.0,37133,no,1,999,0,,-2.9,92.201,-31.4,0.884,5076.2,yes
41,blue-collar,divorced,basic.9y,yes,no,cellular,may,thu,102.0,31862,no,1,999,0,,-1.8,92.893,-46.2,1.327,5099.1,no
38,technician,married,professional.course,no,no,telephone,may,wed,216.0,841,no,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
56,retired,married,basic.4y,no,no,cellular,nov,tue,130.0,25056,no,3,999,0,,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
31,admin.,single,university.degree,no,no,cellular,aug,thu,419.0,22254,no,3,999,0,,1.4,93.444,-36.1,4.963,5228.1,no
53,admin.,single,university.degree,no,yes,cellular,apr,thu,586.0,30267,no,2,999,0,,-1.8,93.075,-47.1,1.365,5099.1,no
41,admin.,divorced,high.school,no,no,telephone,may,tue,72.0,6310,no,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
47,admin.,single,university.degree,no,no,cellular,may,mon,53.0,35763,no,4,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
57,blue-collar,married,basic.9y,no,no,cellular,jul,tue,659.0,14461,unknown,3,999,0,,1.4,93.918,-42.7,4.961,5228.1,no
43,technician,married,professional.course,yes,yes,cellular,nov,thu,47.0,26726,no,1,999,0,,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
42,admin.,married,university.degree,yes,no,cellular,nov,thu,871.0,26465,no,5,999,0,,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
42,technician,married,professional.course,no,no,cellular,aug,thu,295.0,40476,no,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,yes
32,admin.,divorced,university.degree,yes,no,cellular,aug,mon,1080.0,20320,no,3,999,0,,1.4,93.444,-36.1,4.965,5228.1,yes
40,technician,divorced,university.degree,yes,no,telephone,may,tue,217.0,2331,no,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
22,self-employed,single,professional.course,yes,no,cellular,oct,wed,218.0,40877,no,1,999,0,,-1.1,94.601,-49.5,0.959,4963.6,yes
50,blue-collar,married,basic.6y,no,no,cellular,aug,fri,733.0,19967,no,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
27,services,single,university.degree,yes,no,cellular,mar,mon,104.0,39208,no,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes
33,self-employed,single,university.degree,yes,no,telephone,jun,mon,171.0,7965,no,2,999,0,,1.4,94.465,-41.8,4.865,5228.1,no
30,admin.,single,university.degree,no,yes,cellular,aug,mon,545.0,20151,no,1,999,0,,1.4,93.444,-36.1,4.965,5228.1,yes
36,blue-collar,married,basic.6y,yes,no,telephone,jun,thu,614.0,10034,no,2,999,0,,1.4,94.465,-41.8,4.958,5228.1,yes
53,entrepreneur,married,basic.4y,yes,no,telephone,oct,tue,251.0,38401,no,2,999,0,,-3.4,92.431,-26.9,0.737,5017.5,no
31,technician,single,professional.course,yes,no,cellular,aug,tue,935.0,19108,no,1,999,0,,1.4,93.444,-36.1,4.968,5228.1,yes
58,admin.,married,high.school,yes,no,cellular,may,wed,309.0,39637,no,1,6,1,success,-1.8,93.876,-40.0,0.682,5008.7,yes
35,admin.,married,university.degree,no,no,telephone,may,tue,235.0,6367,no,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
46,blue-collar,married,basic.9y,yes,yes,cellular,may,thu,221.0,34690,no,2,999,0,,-1.8,92.893,-46.2,1.266,5099.1,no
44,blue-collar,married,basic.4y,no,no,telephone,may,wed,374.0,1144,no,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
52,entrepreneur,married,basic.9y,yes,no,telephone,jun,mon,699.0,9738,unknown,2,999,0,,1.4,94.465,-41.8,4.961,5228.1,no
29,student,single,university.degree,yes,no,cellular,may,mon,556.0,39683,no,1,999,1,failure,-1.8,93.876,-40.0,0.685,5008.7,yes
35,admin.,married,high.school,yes,no,telephone,may,mon,123.0,107,no,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
50,blue-collar,married,basic.6y,no,no,telephone,may,thu,544.0,3401,unknown,3,999,0,,1.1,93.994,-36.4,4.86,5191.0,no
29,admin.,single,high.school,yes,no,telephone,jun,tue,235.0,8332,no,2,999,0,,1.4,94.465,-41.8,4.864,5228.1,no
36,technician,single,high.school,yes,yes,cellular,aug,tue,629.0,21719,no,7,999,0,,1.4,93.444,-36.1,4.963,5228.1,no
37,services,married,basic.9y,no,yes,cellular,may,thu,447.0,31750,no,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
32,blue-collar,married,high.school,no,no,telephone,jun,fri,182.0,9185,unknown,2,999,0,,1.4,94.465,-41.8,4.967,5228.1,no
24,services,single,high.school,no,no,cellular,jul,thu,1150.0,15010,no,3,999,0,,1.4,93.918,-42.7,4.958,5228.1,yes
50,management,married,university.degree,no,no,cellular,sep,thu,718.0,40788,no,4,999,3,failure,-1.1,94.199,-37.5,0.878,4963.6,no
30,admin.,married,university.degree,no,no,telephone,oct,wed,313.0,24053,no,1,999,0,,-0.1,93.798,-40.4,4.827,5195.8,yes
44,services,married,high.school,yes,no,cellular,aug,tue,157.0,20472,unknown,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
31,admin.,married,university.degree,no,no,cellular,aug,mon,275.0,20116,unknown,1,999,0,,1.4,93.444,-36.1,4.965,5228.1,no
32,admin.,single,university.degree,no,no,telephone,may,mon,470.0,4199,no,4,999,0,,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
32,self-employed,married,professional.course,no,yes,telephone,may,fri,65.0,35335,no,5,999,0,,-1.8,92.893,-46.2,1.25,5099.1,no
45,blue-collar,married,high.school,yes,no,cellular,aug,wed,969.0,20626,unknown,1,999,0,,1.4,93.444,-36.1,4.965,5228.1,yes
31,admin.,single,high.school,yes,no,cellular,nov,wed,242.0,25656,no,1,999,0,,-0.1,93.2,-42.0,4.12,5195.8,no
29,technician,single,university.degree,no,no,telephone,nov,mon,360.0,41065,no,1,3,2,success,-1.1,94.767,-50.8,1.05,4963.6,yes
32,admin.,divorced,university.degree,no,no,cellular,jul,thu,75.0,13474,no,1,999,0,,1.4,93.918,-42.7,4.963,5228.1,no
33,services,married,high.school,yes,yes,cellular,nov,thu,422.0,26325,no,1,999,0,,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
38,blue-collar,married,basic.4y,yes,no,telephone,may,tue,173.0,2451,unknown,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
46,management,married,university.degree,no,no,telephone,may,mon,103.0,5583,no,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
42,technician,married,professional.course,yes,yes,cellular,oct,mon,509.0,40977,no,1,6,1,success,-1.1,94.601,-49.5,1.0,4963.6,yes
52,self-employed,married,university.degree,yes,no,cellular,jun,mon,322.0,36831,no,1,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes
24,blue-collar,single,high.school,yes,no,cellular,jul,mon,51.0,14206,no,2,999,0,,1.4,93.918,-42.7,4.962,5228.1,no
59,entrepreneur,divorced,high.school,yes,no,telephone,jun,thu,1268.0,10158,unknown,2,999,0,,1.4,94.465,-41.8,4.958,5228.1,yes
50,housemaid,divorced,high.school,no,no,telephone,may,fri,177.0,1909,no,2,999,0,,1.1,93.994,-36.4,4.855,5191.0,no
46,unknown,married,basic.6y,no,no,telephone,may,thu,51.0,3288,unknown,5,999,0,,1.1,93.994,-36.4,4.86,5191.0,no
27,management,single,university.degree,yes,yes,cellular,jul,tue,76.0,12948,no,2,999,0,,1.4,93.918,-42.7,4.962,5228.1,no
55,retired,married,basic.4y,yes,no,cellular,oct,thu,139.0,38546,no,1,999,0,,-3.4,92.431,-26.9,0.722,5017.5,yes
48,admin.,married,university.degree,no,no,telephone,apr,thu,185.0,39451,no,1,6,2,success,-1.8,93.749,-34.6,0.644,5008.7,yes
35,admin.,single,university.degree,yes,no,cellular,may,tue,536.0,33436,no,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
21,admin.,single,high.school,no,no,cellular,jun,mon,173.0,36843,no,1,999,0,,-2.9,92.963,-40.8,1.26,5076.2,yes
32,unknown,single,basic.6y,yes,no,telephone,jun,wed,62.0,9807,no,2,999,0,,1.4,94.465,-41.8,4.959,5228.1,no
36,blue-collar,married,basic.9y,no,yes,telephone,jun,wed,920.0,8621,no,1,999,0,,1.4,94.465,-41.8,4.864,5228.1,yes
52,blue-collar,married,basic.6y,no,no,cellular,apr,thu,247.0,30056,no,5,999,0,,-1.8,93.075,-47.1,1.406,5099.1,yes
30,management,married,university.degree,yes,no,cellular,may,mon,249.0,32832,no,1,999,1,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
31,admin.,single,high.school,yes,no,cellular,jul,wed,167.0,37042,no,1,999,1,failure,-2.9,92.469,-33.6,1.029,5076.2,yes
30,self-employed,single,university.degree,no,no,cellular,nov,thu,385.0,26478,no,1,999,0,,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
37,admin.,married,university.degree,yes,no,cellular,sep,wed,729.0,40558,no,1,999,1,failure,-1.1,94.199,-37.5,0.8859999999999999,4963.6,yes
43,technician,married,professional.course,no,no,cellular,sep,tue,293.0,37995,no,1,999,0,,-3.4,92.379,-29.8,0.7879999999999999,5017.5,yes
37,admin.,married,university.degree,no,no,telephone,may,wed,209.0,988,no,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
32,technician,single,university.degree,yes,no,cellular,aug,tue,171.0,20460,no,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
24,student,single,high.school,no,no,telephone,jun,wed,132.0,8551,no,1,999,0,,1.4,94.465,-41.8,4.864,5228.1,no
43,admin.,married,unknown,yes,no,telephone,jul,thu,121.0,18479,no,1,999,0,,1.4,93.918,-42.7,4.968,5228.1,no
32,blue-collar,married,basic.6y,yes,no,cellular,may,wed,459.0,33908,unknown,1,999,0,,-1.8,92.893,-46.2,1.281,5099.1,yes
38,student,single,unknown,no,yes,cellular,mar,mon,248.0,39325,no,1,3,4,success,-1.8,93.369,-34.8,0.639,5008.7,yes
29,admin.,married,high.school,no,no,telephone,jun,mon,100.0,9565,no,1,999,0,,1.4,94.465,-41.8,4.961,5228.1,no
42,services,married,university.degree,no,no,cellular,dec,wed,179.0,39004,no,1,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,yes
55,retired,married,university.degree,yes,no,telephone,jun,thu,1012.0,11348,unknown,1,999,0,,1.4,94.465,-41.8,4.961,5228.1,yes
42,housemaid,married,basic.4y,yes,no,telephone,may,mon,364.0,5575,no,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
30,unemployed,single,basic.9y,no,no,cellular,apr,wed,142.0,28354,no,4,999,0,,-1.8,93.075,-47.1,1.445,5099.1,yes
24,blue-collar,single,basic.9y,no,no,telephone,may,fri,7.0,34940,no,4,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
55,retired,married,high.school,no,no,cellular,apr,fri,401.0,29155,no,1,8,1,success,-1.8,93.075,-47.1,1.405,5099.1,no
36,admin.,married,university.degree,no,yes,cellular,jul,wed,153.0,13168,no,2,999,0,,1.4,93.918,-42.7,4.962,5228.1,no
33,technician,married,high.school,no,yes,cellular,aug,thu,401.0,19529,no,2,999,0,,1.4,93.444,-36.1,4.968,5228.1,yes
25,technician,single,professional.course,yes,no,cellular,nov,fri,712.0,41147,no,2,19,1,success,-1.1,94.767,-50.8,1.04,4963.6,yes
29,admin.,married,high.school,yes,yes,cellular,nov,mon,58.0,24491,no,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
37,technician,married,professional.course,yes,no,cellular,nov,fri,222.0,27437,unknown,6,999,0,,-0.1,93.2,-42.0,4.021,5195.8,no
31,admin.,single,university.degree,yes,no,cellular,aug,tue,106.0,20432,no,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
45,blue-collar,married,basic.9y,yes,no,cellular,aug,thu,773.0,19699,no,5,999,0,,1.4,93.444,-36.1,4.968,5228.1,yes
48,admin.,married,university.degree,yes,no,cellular,apr,thu,220.0,39450,no,2,999,1,failure,-1.8,93.749,-34.6,0.644,5008.7,no
54,blue-collar,married,basic.9y,no,no,cellular,jun,fri,258.0,36769,no,2,999,0,,-2.9,92.963,-40.8,1.268,5076.2,yes
39,admin.,divorced,university.degree,no,yes,cellular,jul,mon,375.0,40094,no,3,999,0,,-1.7,94.215,-40.3,0.8270000000000001,4991.6,yes
59,self-employed,married,university.degree,no,no,cellular,may,tue,94.0,36104,no,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
42,admin.,married,professional.course,yes,no,telephone,nov,thu,90.0,24115,no,1,999,0,,-0.1,93.2,-42.0,4.245,5195.8,yes
34,self-employed,married,university.degree,unknown,unknown,cellular,jul,fri,156.0,40316,no,3,999,2,failure,-1.7,94.215,-40.3,0.8959999999999999,4991.6,no
60,admin.,married,high.school,unknown,unknown,cellular,apr,thu,208.0,30157,no,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
47,unemployed,married,professional.course,yes,no,cellular,nov,wed,248.0,25621,no,1,999,0,,-0.1,93.2,-42.0,4.12,5195.8,no
36,admin.,divorced,high.school,no,no,telephone,jun,thu,80.0,8751,no,1,999,0,,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
32,admin.,married,university.degree,yes,no,cellular,nov,thu,158.0,26765,no,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
41,technician,divorced,professional.course,yes,no,cellular,apr,thu,834.0,30337,no,1,999,0,,-1.8,93.075,-47.1,1.365,5099.1,yes
48,blue-collar,married,basic.9y,no,no,cellular,aug,wed,627.0,22014,unknown,2,999,0,,1.4,93.444,-36.1,4.964,5228.1,yes
27,student,single,basic.9y,yes,yes,cellular,may,mon,775.0,39774,no,1,999,0,,-1.8,93.876,-40.0,0.701,5008.7,yes
34,technician,married,professional.course,no,yes,cellular,jul,fri,431.0,13864,unknown,1,999,0,,1.4,93.918,-42.7,4.963,5228.1,no
