ultima_compra,visitas,online,loja,catalogo,descontos,vinho,doces,fruta,carne,peixe,renda,total_gasto,adolescentes,criancas,estado_civil,educacao,tempo_cliente,reclamacao,idade,aceitou_campanha
64,6,9,9,3,1,635,7,15,100,20,63841.0,777,1,0,divorciado,mestrado,2593,0,52,0
46,7,3,4,0,3,4,25,19,9,28,24480.0,85,0,1,casado,primeiro_grau,2662,0,39,0
84,8,8,4,2,2,297,11,7,79,0,51369.0,394,1,0,uniao_estavel,graduado,2771,0,44,0
20,7,4,6,1,2,84,12,5,38,150,37760.0,289,0,0,uniao_estavel,graduado,2826,0,74,0
74,2,5,8,1,1,204,15,7,149,20,65640.0,395,1,0,uniao_estavel,doutorado,2279,0,46,0
18,5,2,3,0,2,26,0,0,8,0,44319.0,34,1,1,casado,mestrado,2232,0,45,0
75,7,3,2,1,1,15,5,6,20,4,30631.0,50,0,1,casado,graduado,2511,0,46,0
17,3,6,13,3,1,304,74,98,230,150,75278.0,856,0,0,uniao_estavel,graduado,2675,0,68,0
88,5,6,12,2,13,285,114,28,242,55,50898.0,724,1,1,uniao_estavel,mestrado,2696,0,64,0
19,3,5,5,11,1,395,141,183,565,166,79946.0,1450,0,0,viuvo,graduado,2207,0,54,0
62,8,7,5,1,3,248,3,3,81,4,35416.0,339,0,0,divorciado,mestrado,2540,0,71,0
11,7,1,3,0,1,20,9,6,5,0,32414.0,40,0,0,uniao_estavel,segundo_grau,2519,0,36,0
74,7,3,3,1,3,39,8,0,56,20,38361.0,123,0,1,uniao_estavel,graduado,2343,0,51,0
32,4,2,9,7,1,777,21,129,573,216,82497.0,1716,0,0,casado,graduado,2765,0,40,0
76,9,3,3,0,3,8,1,3,22,21,16626.0,55,0,2,uniao_estavel,graduado,2324,0,49,0
6,6,0,3,0,1,9,4,1,3,0,29672.0,17,1,1,uniao_estavel,graduado,2633,0,55,0
62,8,3,11,6,3,1241,13,0,80,0,55951.0,1334,1,0,uniao_estavel,mestrado,2834,0,68,0
20,7,1,3,0,1,6,3,4,7,4,35388.0,24,0,1,divorciado,segundo_grau,2638,0,32,0
43,8,3,3,0,1,65,4,4,16,0,42386.0,89,0,1,uniao_estavel,mestrado,2691,0,34,0
45,1,2,6,3,1,395,54,15,263,60,68627.0,787,0,0,solteiro,graduado,2692,0,38,0
34,5,8,12,3,5,801,0,0,80,0,57912.0,881,1,0,divorciado,doutorado,2263,0,55,0
53,5,3,3,1,4,36,2,0,12,2,35246.0,52,1,1,divorciado,graduado,2233,0,62,0
44,6,9,9,2,1,513,0,14,154,19,58821.0,700,1,0,uniao_estavel,segundo_grau,2419,0,64,0
89,4,2,3,1,1,37,3,0,46,4,46377.0,90,0,1,casado,doutorado,2279,0,42,0
43,8,5,4,1,3,80,13,15,93,20,39747.0,221,0,1,solteiro,graduado,2236,0,32,0
68,7,3,3,1,3,14,3,1,21,2,23976.0,41,0,1,uniao_estavel,graduado,2343,0,36,0
44,2,6,9,7,1,525,147,147,112,219,80950.0,1150,0,0,casado,mestrado,2617,0,59,0
64,9,3,3,0,1,1,23,26,25,17,27038.0,92,0,0,viuvo,graduado,2808,0,54,1
85,1,2,10,5,1,675,45,11,400,15,77457.0,1146,0,0,solteiro,graduado,2275,0,73,0
93,7,8,6,3,1,509,0,0,27,0,64100.0,536,1,0,casado,mestrado,2451,0,56,0
12,4,4,4,2,1,154,4,2,46,20,42670.0,226,0,0,uniao_estavel,mestrado,2587,0,28,0
86,6,3,3,1,4,3,12,5,14,2,12571.0,36,0,1,divorciado,graduado,2321,0,44,0
28,7,2,3,0,2,25,0,0,8,2,22574.0,35,1,2,casado,graduado,2403,0,53,0
42,3,6,10,6,1,768,44,44,561,77,70893.0,1494,0,0,solteiro,mestrado,2667,0,44,0
13,4,3,6,1,6,185,2,0,28,3,54198.0,218,1,1,casado,graduado,2353,0,54,0
86,5,2,3,0,2,24,0,0,7,0,28839.0,31,1,1,uniao_estavel,mestrado,2269,0,64,0
59,7,3,3,0,2,44,0,4,21,6,40321.0,75,1,1,casado,graduado,2494,0,48,0
30,3,4,6,3,2,91,3,64,128,65,66503.0,351,0,1,solteiro,graduado,2843,0,35,0
33,5,1,3,0,2,11,1,0,7,3,30833.0,22,1,1,casado,graduado,2507,0,69,0
23,2,3,12,3,3,412,29,5,119,38,64795.0,603,1,0,casado,graduado,2687,0,49,0
81,7,1,2,0,1,3,2,3,7,6,34421.0,21,0,1,casado,graduado,2522,0,46,0
6,7,1,2,0,1,16,0,0,3,0,47025.0,19,1,1,divorciado,doutorado,2299,0,55,0
41,7,10,5,3,5,731,12,60,353,78,64325.0,1234,1,0,divorciado,doutorado,2666,0,59,0
78,8,8,8,2,6,424,23,17,118,7,40464.0,589,1,0,solteiro,graduado,2693,0,67,0
49,3,4,5,8,1,792,45,0,275,45,62187.0,1157,0,0,casado,graduado,2518,0,63,0
39,8,2,4,0,3,21,2,2,28,3,14849.0,56,0,1,divorciado,doutorado,2521,0,44,0
3,7,1,3,0,1,22,1,1,11,0,27255.0,35,0,1,casado,graduado,2393,0,36,0
37,4,1,3,0,1,33,0,0,5,0,54432.0,38,1,2,casado,doutorado,2575,0,70,0
22,8,3,4,1,4,68,5,7,59,10,29999.0,149,0,1,solteiro,doutorado,2660,0,34,0
79,8,1,2,0,1,9,0,1,6,3,24072.0,19,0,1,solteiro,graduado,2598,0,37,0
46,4,1,3,1,1,40,0,2,15,8,33996.0,65,0,0,solteiro,doutorado,2450,0,31,0
82,5,9,5,3,2,909,0,11,218,0,66334.0,1138,1,0,casado,doutorado,2611,0,64,1
10,7,1,2,1,1,23,2,1,13,2,35178.0,41,0,1,casado,mestrado,2694,0,49,1
51,8,2,3,0,2,11,0,2,9,3,22010.0,25,0,1,uniao_estavel,graduado,2523,0,37,0
38,3,4,12,5,1,317,46,46,247,151,62204.0,807,2,0,divorciado,graduado,2814,0,60,0
10,4,11,6,4,1,797,97,153,293,72,75693.0,1412,0,0,divorciado,graduado,2729,0,52,1
14,8,1,3,0,1,10,2,2,16,11,30675.0,41,0,1,casado,graduado,2753,0,48,0
18,3,7,8,6,1,856,25,61,570,40,83003.0,1552,0,0,uniao_estavel,graduado,2642,0,55,1
95,3,4,11,5,1,456,118,19,832,75,68655.0,1500,0,0,solteiro,graduado,2847,0,32,0
11,6,2,4,1,1,37,3,32,38,11,41411.0,121,0,0,divorciado,graduado,2363,0,34,0
65,8,4,11,2,3,1103,0,0,45,0,55212.0,1148,1,0,casado,doutorado,2742,0,51,0
71,3,3,8,5,2,378,14,14,68,19,59292.0,493,1,0,uniao_estavel,doutorado,2540,0,70,0
13,8,1,2,0,1,1,1,6,7,0,27190.0,15,0,1,uniao_estavel,primeiro_grau,2477,0,47,1
58,1,2,4,9,1,204,153,34,204,172,82623.0,767,0,0,divorciado,graduado,2390,0,68,0
65,6,1,3,0,2,30,0,0,9,0,44300.0,39,1,1,casado,graduado,2530,0,55,0
0,1,4,6,4,1,189,189,104,379,111,84835.0,972,0,0,divorciado,graduado,2172,0,50,1
33,7,2,3,0,3,15,3,0,12,7,30372.0,37,1,1,viuvo,graduado,2710,0,49,0
90,6,1,2,0,1,9,0,0,3,0,33181.0,12,0,1,casado,mestrado,2336,0,44,0
95,4,6,9,7,4,495,33,33,255,11,71113.0,827,1,0,casado,graduado,2353,0,63,0
93,4,8,8,4,2,656,107,80,455,52,71952.0,1350,0,1,casado,graduado,2694,0,34,0
38,3,4,5,6,3,452,30,20,514,13,69759.0,1029,0,0,solteiro,doutorado,2403,0,54,1
18,1,3,10,4,1,546,0,91,410,119,72099.0,1166,0,0,casado,graduado,2769,0,46,0
57,6,11,5,3,5,1048,0,0,217,0,60000.0,1265,1,0,solteiro,doutorado,2713,0,44,0
45,7,2,3,0,2,22,1,2,14,0,38643.0,39,1,1,solteiro,graduado,2371,1,42,0
61,6,2,4,0,1,78,0,0,11,0,50737.0,89,1,0,casado,graduado,2573,0,65,0
6,1,3,8,3,1,561,128,64,785,84,68462.0,1622,0,0,casado,doutorado,2723,0,51,0
65,2,5,5,3,1,629,0,17,177,69,65073.0,892,0,0,casado,mestrado,2472,1,77,0
52,5,4,4,6,2,269,19,15,69,15,46681.0,387,2,0,uniao_estavel,doutorado,2423,0,72,0
87,2,4,10,7,1,736,163,163,818,212,78618.0,2092,0,0,casado,graduado,2798,0,63,0
38,4,6,10,2,3,512,0,0,83,0,62187.0,595,1,0,viuvo,doutorado,2258,0,51,0
53,4,2,4,1,3,19,8,3,10,11,28442.0,51,0,2,casado,graduado,2284,0,42,0
31,9,1,2,0,1,9,1,0,6,4,37717.0,20,0,1,casado,doutorado,2742,0,42,0
67,7,6,6,3,7,247,8,8,160,6,51479.0,429,1,1,casado,graduado,2707,0,53,0
65,4,6,9,2,2,404,27,0,92,28,54803.0,551,1,0,solteiro,graduado,2836,0,51,0
64,2,4,11,10,1,333,42,0,815,129,79530.0,1319,0,0,casado,graduado,2567,0,60,0
82,7,2,3,0,2,2,11,3,20,6,31615.0,42,0,1,divorciado,graduado,2629,0,44,0
27,3,4,8,3,1,833,133,33,549,151,72025.0,1699,0,0,uniao_estavel,graduado,2748,0,58,0
63,8,2,8,4,2,789,9,0,142,12,52614.0,952,1,0,solteiro,doutorado,2734,0,45,0
66,6,1,3,0,1,10,6,4,7,0,35684.0,27,0,1,casado,segundo_grau,2227,0,36,0
69,8,5,4,1,6,159,2,4,45,6,48178.0,216,1,1,casado,graduado,2768,0,45,0
52,4,1,2,1,1,7,1,1,6,3,29548.0,18,0,1,solteiro,mestrado,2463,0,50,0
45,8,4,12,3,4,977,12,12,253,16,63810.0,1270,1,0,solteiro,graduado,2754,0,54,0
2,8,3,3,0,3,38,3,4,22,3,38578.0,70,1,1,solteiro,doutorado,2531,0,48,1
86,8,3,2,2,4,57,0,0,27,0,46098.0,84,1,1,solteiro,mestrado,2839,0,45,0
23,9,1,2,1,1,3,2,9,15,13,22585.0,42,0,0,solteiro,graduado,2627,0,50,1
13,8,1,3,0,1,10,4,4,14,4,30279.0,36,0,1,solteiro,graduado,2705,0,31,0
14,6,3,10,5,2,1043,24,24,97,32,66426.0,1220,1,0,uniao_estavel,doutorado,2429,0,59,0
92,7,1,3,0,1,3,12,9,13,2,30822.0,39,0,1,solteiro,graduado,2539,0,51,0
38,8,1,2,0,1,11,0,0,5,0,33581.0,16,0,2,casado,doutorado,2696,0,51,0
74,7,0,3,0,1,3,2,6,5,0,19986.0,16,0,1,casado,graduado,2386,0,35,0
14,7,4,6,1,3,43,40,12,96,78,27421.0,269,0,0,viuvo,graduado,2723,0,66,0
94,8,4,4,1,7,73,1,3,90,12,35688.0,179,1,2,casado,segundo_grau,2835,0,47,0
33,3,0,2,1,1,12,0,0,1,0,36143.0,13,0,1,solteiro,mestrado,2250,0,39,0
32,5,1,2,2,3,4,4,7,7,6,10245.0,28,0,1,solteiro,graduado,2569,0,49,0
11,7,7,4,3,3,314,3,11,53,4,43795.0,385,1,0,uniao_estavel,mestrado,2415,0,52,1
78,2,4,13,5,4,571,50,50,142,33,63381.0,846,1,0,uniao_estavel,graduado,2791,0,60,0
56,6,2,3,1,1,70,8,0,11,2,38823.0,91,1,0,uniao_estavel,graduado,2827,0,71,0
57,5,2,12,2,3,866,21,21,151,28,83664.0,1087,1,1,divorciado,doutorado,2576,0,52,0
7,1,5,8,6,0,594,134,134,786,33,90300.0,1681,0,0,uniao_estavel,graduado,2336,0,41,0
0,4,3,6,1,2,140,13,4,61,0,62499.0,218,0,1,uniao_estavel,mestrado,2361,0,41,0
66,2,5,6,4,1,375,91,152,335,93,74293.0,1046,0,0,solteiro,graduado,2215,0,27,0
86,6,4,4,1,1,102,9,9,63,2,51012.0,185,0,0,casado,doutorado,2596,0,74,0
80,3,5,12,3,3,554,7,35,113,0,70777.0,709,1,0,casado,mestrado,2283,0,52,0
56,2,4,10,9,1,919,30,0,505,99,68682.0,1553,0,0,uniao_estavel,doutorado,2425,0,29,0
18,8,3,4,1,4,96,3,1,42,12,43824.0,154,1,1,casado,graduado,2811,0,49,0
51,8,1,2,1,2,5,2,2,16,3,15345.0,28,0,1,uniao_estavel,graduado,2826,0,36,1
71,7,1,3,0,1,2,6,0,6,8,23442.0,22,0,1,solteiro,graduado,2711,0,33,0
71,7,2,3,2,4,6,36,4,9,6,14515.0,61,0,1,uniao_estavel,segundo_grau,2756,0,40,1
80,6,2,3,1,4,23,8,1,25,0,31395.0,57,1,1,divorciado,segundo_grau,2622,0,64,0
2,5,9,9,4,1,610,42,105,125,137,75276.0,1019,0,0,uniao_estavel,graduado,2799,0,55,0
83,5,2,5,1,5,67,8,5,61,3,42373.0,144,1,1,solteiro,graduado,2477,0,46,0
29,7,5,4,1,1,65,20,36,74,38,30507.0,233,0,0,uniao_estavel,graduado,2634,0,60,0
11,7,6,6,3,9,416,0,0,26,0,55521.0,442,2,1,solteiro,doutorado,2409,0,65,1
55,6,1,3,0,1,23,2,0,11,3,48006.0,39,1,1,casado,graduado,2179,0,55,0
19,8,2,4,0,3,19,9,3,26,10,27213.0,67,0,1,solteiro,doutorado,2827,0,48,1
1,6,5,5,1,3,155,7,7,80,13,65808.0,262,1,1,divorciado,doutorado,2189,0,49,0
19,9,3,2,0,1,14,3,0,24,3,30351.0,44,0,1,uniao_estavel,doutorado,2547,0,46,0
28,7,7,8,1,3,370,9,9,92,6,50437.0,486,2,0,casado,graduado,2779,0,57,0
76,8,3,3,0,2,4,7,22,11,3,23616.0,47,0,1,solteiro,segundo_grau,2748,0,38,1
50,4,4,6,3,4,407,150,53,221,58,53858.0,889,1,0,casado,graduado,2756,0,44,0
1,6,11,12,9,3,1200,29,0,204,38,66465.0,1471,1,0,casado,doutorado,2615,0,65,0
90,7,5,7,1,3,85,78,44,54,102,46923.0,363,0,1,solteiro,graduado,2835,0,33,0
83,3,5,8,4,2,583,22,34,309,0,75072.0,948,1,0,uniao_estavel,graduado,2681,0,58,0
73,1,3,10,5,1,483,0,0,591,156,75865.0,1230,0,0,casado,doutorado,2249,0,77,0
24,5,2,3,1,3,2,6,5,9,28,19789.0,50,0,1,uniao_estavel,segundo_grau,2380,0,45,0
11,5,2,11,7,1,966,26,26,282,52,80134.0,1352,0,0,uniao_estavel,graduado,2294,0,26,0
33,3,7,9,9,1,822,137,114,108,179,91065.0,1360,0,0,solteiro,graduado,2651,0,39,1
4,8,10,8,2,9,604,0,0,100,19,49505.0,723,1,1,casado,mestrado,2640,0,49,0
14,7,2,3,0,2,19,1,3,19,3,37401.0,45,0,1,casado,doutorado,2213,0,47,0
30,6,2,3,0,1,5,5,3,11,12,30096.0,36,0,1,casado,graduado,2197,0,37,0
75,8,1,2,0,1,2,1,2,2,2,18492.0,9,0,1,uniao_estavel,mestrado,2183,0,38,0
26,1,3,8,4,1,1076,91,68,103,29,82584.0,1367,0,0,casado,mestrado,2549,0,46,1
77,2,7,5,10,0,1285,0,42,716,55,93027.0,2098,0,0,casado,doutorado,2601,0,79,0
8,8,1,2,0,1,10,0,0,7,2,48686.0,19,2,1,casado,graduado,2366,0,67,0
42,1,6,13,7,1,551,103,137,792,179,92910.0,1762,0,0,casado,graduado,2225,0,34,0
28,6,2,10,5,2,800,34,0,297,0,75433.0,1131,0,1,casado,graduado,2244,0,31,0
52,5,1,4,0,2,2,6,2,11,10,10404.0,31,0,1,uniao_estavel,segundo_grau,2215,0,31,0
1,3,5,12,5,2,378,172,0,189,97,61314.0,836,1,0,casado,graduado,2589,0,52,0
1,4,2,9,4,1,1248,16,16,349,43,84865.0,1672,0,0,solteiro,doutorado,2575,0,59,1
42,8,8,7,1,5,235,4,0,235,19,42387.0,493,0,1,casado,graduado,2767,0,31,0
76,7,9,9,6,15,515,95,47,181,149,67309.0,987,1,1,uniao_estavel,segundo_grau,2681,0,53,0
27,4,8,13,3,1,438,38,66,400,12,75236.0,954,1,0,casado,graduado,2375,0,56,0
28,5,1,4,0,2,25,3,0,22,2,30015.0,52,0,1,solteiro,graduado,2306,0,50,0
49,5,1,3,0,1,31,0,0,7,2,50943.0,40,1,0,uniao_estavel,mestrado,2532,0,64,0
12,5,6,12,2,3,357,28,35,271,28,67272.0,719,1,0,divorciado,graduado,2349,0,54,0
14,8,9,5,1,2,400,0,4,35,6,51529.0,445,1,0,viuvo,mestrado,2454,0,71,0
89,7,2,4,1,3,99,1,0,15,2,32011.0,117,0,1,casado,doutorado,2470,0,49,0
96,8,2,3,0,2,1,6,11,5,4,7500.0,27,0,1,casado,segundo_grau,2666,0,34,0
56,8,1,3,0,1,5,0,4,13,8,28691.0,30,0,1,casado,graduado,2519,0,31,0
72,4,2,5,1,2,77,0,28,31,16,56223.0,152,1,0,casado,doutorado,2350,0,72,0
14,5,0,3,0,1,3,3,1,2,4,18100.0,13,0,0,casado,graduado,2486,0,74,0
13,8,1,3,0,1,10,4,4,14,4,30279.0,36,0,1,solteiro,graduado,2705,0,31,0
99,8,1,3,0,1,0,6,6,3,7,20130.0,22,0,0,casado,segundo_grau,2263,0,46,0
72,8,1,2,0,1,0,12,0,1,2,23295.0,15,0,0,divorciado,graduado,2510,0,61,0
92,8,5,4,0,2,76,5,14,74,13,42618.0,182,0,1,divorciado,mestrado,2422,0,48,0
87,1,4,7,5,1,398,156,190,537,61,81246.0,1342,0,0,solteiro,graduado,2341,0,56,0
7,8,2,3,0,2,14,0,7,11,11,24027.0,43,0,1,casado,graduado,2544,0,44,0
91,3,3,9,2,2,208,66,7,82,30,55707.0,393,1,0,casado,doutorado,2348,0,67,0
71,3,4,11,7,5,430,24,16,322,43,57959.0,835,1,0,solteiro,graduado,2582,0,65,0
24,7,8,7,9,3,656,47,38,161,62,56796.0,964,1,0,casado,graduado,2657,0,51,0
17,5,2,4,0,1,14,2,2,30,8,36230.0,56,0,1,solteiro,mestrado,2414,0,49,0
87,3,4,8,2,2,141,19,70,106,72,70829.0,408,1,1,casado,segundo_grau,2369,0,40,0
21,7,9,10,5,3,507,47,19,364,25,65991.0,962,1,0,casado,graduado,2819,0,44,0
90,8,5,6,1,7,164,3,24,103,12,38988.0,306,2,1,casado,graduado,2837,0,48,0
44,4,7,9,7,1,606,194,24,974,197,89572.0,1995,0,0,solteiro,segundo_grau,2811,0,54,1
71,6,4,5,1,4,116,17,11,72,3,42207.0,219,0,1,casado,mestrado,2613,0,36,1
52,2,2,8,1,2,143,23,15,60,24,50300.0,265,1,0,casado,graduado,2194,0,68,0
78,3,5,6,7,1,398,96,96,447,220,66664.0,1257,0,0,uniao_estavel,segundo_grau,2801,0,38,0
2,7,2,8,2,4,522,16,0,257,32,60597.0,827,1,0,casado,graduado,2338,0,56,1
60,1,3,11,7,1,161,191,0,253,199,70165.0,804,0,0,viuvo,graduado,2439,0,71,0
25,6,3,3,1,2,112,1,0,6,2,50520.0,121,1,0,viuvo,doutorado,2311,0,62,0
47,1,3,8,7,1,483,84,84,398,205,80124.0,1254,0,0,casado,graduado,2162,0,57,0
46,7,4,3,0,2,7,15,5,39,17,33183.0,83,0,1,casado,graduado,2284,0,45,0
83,1,2,9,8,1,789,38,25,420,16,66582.0,1288,0,0,solteiro,doutorado,2277,0,51,0
17,2,5,5,6,1,1239,34,17,413,23,75261.0,1726,0,0,uniao_estavel,doutorado,2591,0,65,1
13,8,1,2,0,1,4,0,1,5,2,31880.0,12,0,1,viuvo,graduado,2765,0,50,0
86,6,7,8,2,3,335,5,42,127,28,53790.0,537,2,0,casado,graduado,2274,0,69,0
92,7,7,12,3,3,639,8,8,166,11,49269.0,832,0,1,uniao_estavel,doutorado,2842,0,49,0
47,4,6,13,10,4,563,192,76,384,84,61456.0,1299,1,0,casado,graduado,2618,0,45,0
18,8,1,2,0,1,2,2,0,8,2,37406.0,14,0,1,casado,graduado,2421,0,40,1
81,6,8,9,6,7,746,8,8,125,11,56937.0,898,0,1,uniao_estavel,doutorado,2853,0,39,1
91,7,1,3,0,2,22,0,1,13,4,38415.0,40,1,1,casado,graduado,2702,0,42,0
58,5,1,2,1,1,4,1,1,6,4,20518.0,16,0,1,solteiro,graduado,2201,0,32,0
40,5,8,11,3,4,478,75,0,193,110,62503.0,856,1,0,casado,graduado,2655,0,64,0
67,3,1,3,0,2,20,0,3,4,2,41644.0,29,1,1,solteiro,doutorado,2210,0,48,0
19,5,7,8,1,1,451,4,0,39,0,55842.0,494,1,0,casado,mestrado,2196,0,43,0
93,5,6,7,2,4,371,0,22,39,6,62010.0,438,1,0,casado,doutorado,2773,0,48,0
41,8,7,4,3,7,281,0,7,84,15,41124.0,387,0,1,casado,graduado,2765,0,43,0
60,7,2,2,1,1,19,1,7,19,0,38961.0,46,0,1,casado,mestrado,2340,0,47,0
54,6,2,3,0,1,26,10,3,13,2,37760.0,54,0,1,divorciado,mestrado,2481,0,48,0
26,9,6,2,2,2,138,11,15,35,25,32233.0,224,0,1,solteiro,graduado,2838,0,46,1
30,5,4,5,2,4,213,2,2,44,0,43057.0,261,1,0,casado,graduado,2401,0,45,0
93,3,5,4,9,1,407,74,28,100,120,83151.0,729,0,0,uniao_estavel,mestrado,2786,0,60,0
35,3,5,13,10,1,483,37,74,114,169,78825.0,877,0,0,divorciado,doutorado,2812,0,56,1
4,7,3,7,5,2,738,20,0,232,13,65104.0,1003,1,0,uniao_estavel,mestrado,2386,0,44,0
92,6,7,10,2,2,502,6,12,109,16,60093.0,645,1,0,casado,graduado,2527,0,46,0
24,7,1,3,0,1,11,1,0,5,2,14045.0,19,0,1,casado,graduado,2313,0,51,0
96,8,4,4,1,1,24,29,1,108,29,28457.0,191,0,0,viuvo,segundo_grau,2768,0,68,0
11,6,2,12,5,2,1170,76,19,594,99,78952.0,1958,1,0,uniao_estavel,doutorado,2802,0,62,0
99,8,6,5,1,2,185,5,2,88,15,46310.0,295,0,1,divorciado,graduado,2732,0,44,0
72,6,3,13,5,1,983,50,20,389,240,76005.0,1682,0,0,uniao_estavel,graduado,2651,0,65,0
77,8,2,3,6,4,691,0,0,69,10,58308.0,770,1,0,solteiro,mestrado,2692,0,56,0
85,7,9,6,4,1,504,0,13,131,8,55614.0,656,0,0,divorciado,doutorado,2373,0,76,0
88,5,5,11,3,3,317,19,25,265,25,59432.0,651,1,0,divorciado,mestrado,2601,0,58,0
22,3,2,3,0,1,29,0,1,9,2,55563.0,41,1,0,divorciado,graduado,2244,0,42,0
83,6,4,4,9,1,1396,35,0,322,46,78642.0,1799,1,0,uniao_estavel,doutorado,2593,0,49,0
63,3,6,11,7,3,529,28,0,356,63,67911.0,976,1,0,uniao_estavel,doutorado,2197,0,71,0
9,2,4,13,3,1,388,14,14,218,91,65275.0,725,0,0,casado,graduado,2611,0,76,0
92,8,1,2,1,2,13,0,2,21,4,27203.0,40,1,1,uniao_estavel,graduado,2851,0,70,0
2,5,1,3,0,1,28,0,0,4,0,48330.0,32,1,0,uniao_estavel,mestrado,2385,0,59,0
6,8,4,3,1,1,16,62,36,21,20,24279.0,155,0,0,casado,primeiro_grau,2706,0,30,0
66,8,4,12,3,2,1047,38,0,140,67,64355.0,1292,0,1,casado,doutorado,2833,0,35,0
49,5,1,3,0,1,31,0,0,7,2,50943.0,40,1,0,uniao_estavel,mestrado,2532,0,64,0
29,6,10,12,4,2,815,10,10,239,28,53653.0,1102,0,0,viuvo,graduado,2758,0,67,0
77,3,5,8,10,1,225,36,162,387,106,65665.0,916,1,0,casado,graduado,2368,0,44,0
77,1,3,11,7,1,493,40,70,324,146,81217.0,1073,0,0,solteiro,graduado,2504,0,31,0
71,7,2,4,1,1,34,10,4,66,3,34935.0,117,0,0,casado,graduado,2532,0,28,0
49,5,5,12,2,6,382,26,138,65,60,61250.0,671,1,0,divorciado,graduado,2719,0,61,0
97,7,4,3,2,3,127,1,1,56,0,39665.0,185,0,1,uniao_estavel,doutorado,2559,0,39,0
6,3,6,12,4,1,325,58,83,300,86,60152.0,852,1,0,solteiro,graduado,2617,0,41,0
93,7,6,5,2,3,238,10,17,68,8,48920.0,341,2,0,casado,graduado,2411,0,56,0
78,1,5,7,6,1,1168,129,92,408,72,89120.0,1869,0,0,uniao_estavel,mestrado,2263,0,61,0
62,8,6,5,2,4,284,6,0,55,0,44124.0,345,1,0,uniao_estavel,doutorado,2573,0,74,0
47,2,5,9,7,1,1288,61,20,613,80,81169.0,2062,0,0,solteiro,mestrado,2600,0,45,0
9,8,3,3,1,4,65,3,0,46,4,36443.0,118,1,1,casado,graduado,2670,0,59,0
77,7,1,3,0,1,11,1,7,9,3,26095.0,31,0,1,solteiro,graduado,2523,0,30,0
24,2,4,7,5,1,227,21,23,389,42,71367.0,702,0,0,uniao_estavel,graduado,2469,0,61,0
19,3,6,10,3,1,1035,38,134,670,25,80184.0,1902,0,0,casado,mestrado,2279,0,76,0
67,7,2,3,0,2,27,0,1,12,2,30630.0,42,1,1,divorciado,graduado,2312,0,55,0
95,5,2,6,4,1,982,14,73,351,56,73454.0,1476,0,0,solteiro,mestrado,2279,0,33,0
48,5,5,6,1,1,179,17,2,64,38,42691.0,300,0,0,casado,graduado,2476,0,29,0
73,6,2,9,4,1,1379,33,33,216,0,70503.0,1661,0,0,casado,graduado,2796,0,67,0
35,6,2,3,2,3,32,12,1,64,16,25545.0,125,0,1,casado,graduado,2818,0,33,1
76,8,1,3,0,1,8,6,4,15,7,32880.0,40,0,1,casado,graduado,2731,0,34,0
20,2,4,10,5,1,881,25,38,319,16,77863.0,1279,0,0,uniao_estavel,doutorado,2373,0,62,0
72,3,4,6,4,1,141,31,15,153,67,50353.0,407,0,0,casado,mestrado,2180,0,43,0
20,8,4,4,8,1,1000,17,155,379,224,61839.0,1775,0,0,solteiro,graduado,2845,0,56,0
69,6,4,8,1,6,206,27,10,67,30,49154.0,340,1,1,casado,doutorado,2397,0,60,0
80,5,4,8,3,4,162,57,61,83,97,47682.0,460,1,0,viuvo,segundo_grau,2658,0,45,0
65,1,4,5,7,1,619,54,54,260,127,72679.0,1114,1,0,solteiro,graduado,2443,0,51,0
52,7,8,6,2,7,456,0,4,24,0,57954.0,484,1,1,uniao_estavel,mestrado,2170,0,43,0
65,4,3,5,2,2,112,9,6,92,3,65316.0,222,1,1,casado,graduado,2590,0,58,0
57,6,2,3,0,2,11,2,3,22,2,28567.0,40,0,1,solteiro,graduado,2536,0,38,0
70,7,6,5,1,4,172,0,12,112,8,47352.0,304,1,0,uniao_estavel,mestrado,2603,0,69,0
0,5,2,3,1,1,78,0,0,11,0,44931.0,89,1,0,uniao_estavel,graduado,2321,0,53,0
19,4,8,4,3,1,464,60,151,292,65,76982.0,1032,0,0,divorciado,graduado,2293,0,53,1
50,2,2,7,1,2,99,54,4,32,37,57247.0,226,1,0,uniao_estavel,segundo_grau,2484,0,68,0
67,7,3,3,0,3,19,5,3,19,4,22944.0,50,0,1,solteiro,mestrado,2347,0,39,0
46,8,3,3,0,3,1,3,9,8,11,25315.0,32,0,1,uniao_estavel,segundo_grau,2393,0,43,0
37,7,4,4,1,2,63,19,10,83,7,43638.0,182,1,0,viuvo,graduado,2851,0,51,0
38,6,4,3,5,2,252,3,3,42,4,42710.0,304,0,1,solteiro,doutorado,2737,0,36,0
9,3,7,6,6,1,1478,19,19,403,0,84169.0,1919,0,0,casado,doutorado,2485,0,38,1
56,3,4,8,6,2,198,108,18,252,32,54058.0,608,1,0,uniao_estavel,graduado,2549,0,44,0
98,5,2,4,0,2,8,7,4,10,6,24683.0,35,0,1,casado,segundo_grau,2272,0,30,0
68,1,3,4,6,1,416,107,46,925,60,85620.0,1554,0,0,viuvo,graduado,2332,0,56,1
72,6,3,4,0,1,42,12,7,43,20,47850.0,124,0,1,casado,graduado,2367,0,40,0
47,8,3,2,1,4,14,1,3,21,2,19514.0,41,1,1,casado,graduado,2313,0,52,1
